t,T4,T5,T6,T7,T8,Tin,Tin_amb,Tout,note,duty
2021-05-21 14:24:19,25.70188132862,25.421144086239224,24.88908177949239,24.276350843443762,22.30642515063352,24.44384765625,24.227724286106422,23.866456195104305,,0.0
2021-05-21 14:24:21,25.694618799904546,25.437196763059234,24.881837205425843,24.284386538521055,22.343466450419584,24.432952880859375,24.220438531508115,23.870292880701047,,
2021-05-21 14:24:21,25.698326673214968,25.46102856047375,24.889204050784652,24.284386538521055,22.387695781130272,24.414581298828125,24.231614138137726,23.870292880701047,,
2021-05-21 14:24:23,25.694618799904546,25.480904872840213,24.889204050784652,24.284386538521055,22.43932725432505,24.410888671875,24.231614138137726,23.866608444532748,,
2021-05-21 14:24:23,25.70221840801186,25.508922891930585,24.896754303081856,24.280630014399556,22.472698070234706,24.3963623046875,24.231799369186835,23.870475580015178,,
2021-05-21 14:24:24,25.694833304972093,25.524843719248995,24.893086164313985,24.288502382341132,22.502214878074135,24.38531494140625,24.228063876363127,23.866821593732567,,
2021-05-21 14:24:25,25.694833304972093,25.540731584192002,24.88941802554611,24.296407415709847,22.535402169789972,24.37060546875,24.228063876363127,23.866821593732567,,
2021-05-21 14:24:26,25.694833304972093,25.556619449135013,24.896754303081856,24.296407415709847,22.564918977629404,24.363250732421875,24.224359255380936,23.852114298945057,,
2021-05-21 14:24:27,25.691278649567057,25.568716640906974,24.88957086466144,24.28869837490399,22.605630761291874,24.345001220703125,24.235658349376617,23.85960497082441,,
2021-05-21 14:24:28,25.68389354652729,25.568716640906974,24.8858721580705,24.280793341535272,22.627745426647216,24.333984375,24.224513614588524,23.8485821122052,,
2021-05-21 14:24:29,25.687570776256635,25.588592953273437,24.8858721580705,24.28869837490399,22.660932718363053,24.32293701171875,24.21704262894111,23.8485821122052,,
2021-05-21 14:24:30,25.69143186747245,25.6086011151415,24.893361274721574,24.29274888786978,22.69794343078348,24.308349609375,24.2246371019546,23.859757220252853,,
2021-05-21 14:24:31,25.698816970512215,25.628477427507963,24.889693135953703,24.29670140455414,22.720058096138825,24.30096435546875,24.22090160913089,23.870780078872063,,
2021-05-21 14:24:32,25.687723994162024,25.63642135997947,24.893361274721574,24.304573772495715,22.756946459096703,24.289947509765625,24.232077215760498,23.885426473888195,,
2021-05-21 14:24:33,25.687723994162024,25.648353739874427,24.897059981312513,24.3006539212385,22.775390640575644,24.275238037109375,24.228372594778307,23.896449332507405,,
2021-05-21 14:24:34,25.686038597202742,25.660434450458688,24.893514113836904,24.302777174002824,22.821638737418358,24.26434326171875,24.22479146116219,23.92231651039972,,
2021-05-21 14:24:35,25.68419998233807,25.672350349165946,24.893514113836904,24.30473709963143,22.852990787195992,24.245941162109375,24.22105596833848,23.948000988977906,,
2021-05-21 14:24:36,25.684353200243457,25.680492055889854,24.893697520775294,24.30888560887865,22.878959460621562,24.23876953125,24.221241199387592,23.96651451947647,,
2021-05-21 14:24:37,25.67696809720369,25.700335405880914,24.882662536648613,24.304933092194293,22.908476268460994,24.22406005859375,24.221241199387592,23.984906250432278,,
2021-05-21 14:24:38,25.68450641814885,25.70448866518137,24.897518498658496,24.30509641933001,22.927073386768118,24.21685791015625,24.22139555859518,24.003389331045152,,
2021-05-21 14:24:39,25.688336865783583,25.720541342001383,24.890304492415016,24.30130722978137,22.945639917709602,24.202239990234375,24.210374311173165,24.032895270277237,,
2021-05-21 14:24:40,25.68465963605424,25.71655289457793,24.890304492415016,24.305227081038584,22.97145565430699,24.198577880859375,24.217814424979064,24.058594973798265,,
2021-05-21 14:24:41,25.67742775091986,25.73263853377334,24.90522159007103,24.305423073601446,22.993753843856158,24.195068359375,24.221704277010364,24.080792940465127,,
2021-05-21 14:24:42,25.681135624230283,25.744570913668298,24.890487899353406,24.309375590285804,23.01589909657714,24.19140625,24.217968784186656,24.10280820781786,,
2021-05-21 14:24:43,25.686835330310767,25.754690362916232,24.898007583827546,24.321363802047454,23.045553547561934,24.191558837890625,24.22002176164762,24.150721102948594,,
2021-05-21 14:24:44,25.673903739095906,25.76065655286371,24.890640738468736,24.30953891742152,23.071353990476503,24.17315673828125,24.214418522412057,24.18374400397769,,
2021-05-21 14:24:45,25.677764830311716,25.76876529721222,24.88712543881619,24.30970224455724,23.08628062490722,24.162261962890625,24.210868260637458,24.205941970644552,,
2021-05-21 14:24:46,25.674056957001294,25.780664714731778,24.890793577584063,24.313654761241597,23.104694219020523,24.158599853515625,24.222043867267065,24.246318519067405,,
2021-05-21 14:24:47,25.677764830311716,25.780664714731778,24.890793577584063,24.30970224455724,23.1231689878651,24.1475830078125,24.214603753461166,24.268333786420136,,
2021-05-21 14:24:48,25.674056957001294,25.796585542050188,24.894461716351937,24.32149446375603,23.145283653220446,24.154937744140625,24.214603753461166,24.308740784728673,,
2021-05-21 14:24:49,25.67037972727195,25.804529474521694,24.88712543881619,24.30970224455724,23.152655208338896,24.158599853515625,24.218308374443357,24.341778910700615,,
