t,Tin,Tin_amb,Tout,T4,T5,T6,T7,T8,note,Tset,duty
2023-09-28 17:52:33,21.25839614868164,21.71619964511134,21.293810059296394,23.031580521256025,23.550249102073586,22.36909528232038,21.859133733897846,21.344752639884124,,0.0,0.0
2023-09-28 17:52:35,21.254850387573242,21.716334709417985,21.30128360311505,23.024325653435838,23.554365278701717,22.36922710605735,21.863214870701583,21.341198770339208,,,
2023-09-28 17:52:35,21.26605987548828,21.720228420429475,21.294112655035423,23.017109090092,23.558526778596022,22.365713716893747,21.867336839289248,21.348746202810066,,,
2023-09-28 17:52:37,21.255155563354492,21.72036541422621,21.290574758942,23.03202102273402,23.566619041756827,22.3658493616086,21.871417976092985,21.34519233326515,,,
2023-09-28 17:52:37,21.258834838867188,21.724087400619258,21.30159000508979,23.020937622502917,23.558670988988396,22.36953469477695,21.867479750533,21.348880022534725,,,
2023-09-28 17:52:39,21.262649536132812,21.73166643771199,21.301723223339675,23.024766154913834,23.566763252149205,22.365983095834512,21.867622661776753,21.345328064700162,,,
2023-09-28 17:52:39,21.262800216674805,21.720654837740447,21.29820245530695,23.021224906075524,23.57090003026196,22.366135934949842,21.871724214472454,21.356542157626723,,,
2023-09-28 17:52:40,21.2629337310791,21.717067915654045,21.294664559213526,23.02874790523014,23.56309824803437,22.373638425023504,21.867928900156222,21.34192522027308,,,
2023-09-28 17:52:41,21.2630672454834,21.717202979960685,21.29479968058127,23.01779857066625,23.563242458426746,22.35903273706497,21.856257134720025,21.34205903999774,,,
2023-09-28 17:52:42,21.244670867919922,21.709759007174597,21.29479968058127,23.025187504153656,23.555294405658316,22.36271807023332,21.86413358583999,21.34205903999774,,,
2023-09-28 17:52:43,21.26704978942871,21.717509768885773,21.29877339066361,23.021797557996916,23.559595995648074,22.363021837975033,21.86445819852223,21.342363001943756,,,
2023-09-28 17:52:44,21.256011962890625,21.706343809706638,21.291431161976988,23.018103091253213,23.551647942879644,22.359336504806688,21.86445819852223,21.342363001943756,,,
2023-09-28 17:52:45,21.25246810913086,21.713924776289467,21.295235494570186,23.018239072144247,23.555768239804696,22.363157482689886,21.85672670023521,21.335123354839613,,,
2023-09-28 17:52:46,21.25275421142578,21.710492213410657,21.29552286536637,23.025913373980437,23.556077262074076,22.367129389199473,21.86490938973465,21.339097800662035,,,
2023-09-28 17:52:47,21.260112762451172,21.72165817258979,21.299192076591826,23.022220822460554,23.56004922830983,22.374500055536167,21.86490938973465,21.346473179201187,,,
2023-09-28 17:52:48,21.26022720336914,21.71060798281635,21.299306263663155,23.018641269145895,23.55620087098183,22.36724401853597,21.86897011064642,21.346587881822327,,,
2023-09-28 17:52:49,21.26407814025879,21.714503623317935,21.2958083330447,23.022510021256977,23.556386284343453,22.367415962540715,21.873094120823282,21.346759935754033,,,
2023-09-28 17:52:50,21.262447357177734,21.712854874031848,21.294180215719297,23.02456505641301,23.56853497982698,22.369466872419522,21.869378428485714,21.345126379257998,,,
2023-09-28 17:52:51,21.264495849609375,21.711206124745765,21.30356734454168,23.026622006792863,23.564785509625178,22.375205025955616,21.869603003297325,21.350868201301115,,,
2023-09-28 17:52:52,21.271854400634766,21.71864816804176,21.3109095732283,23.034010940280265,23.57273356239361,22.38257569229231,21.87353918726811,21.350868201301115,,,
2023-09-28 17:52:53,21.268310546875,21.722509077721636,21.307371677134878,23.037841387914998,23.572879832934447,22.37534067067047,21.877622365661047,21.354691622005703,,,
2023-09-28 17:52:54,21.261085510253906,21.704030351082867,21.29282043801152,23.026892053351112,23.56110196417418,22.37547249440744,21.86988882578483,21.347448151480858,,,
2023-09-28 17:52:55,21.257558822631836,21.71163061256664,21.303986030469897,23.034434204743903,23.56921482881961,22.371940000354424,21.877928604040516,21.351288777578617,,,
2023-09-28 17:52:56,21.2613525390625,21.70802439557929,21.307773235002394,23.030854651429244,23.573312464111577,22.3831125396849,21.874114915421515,21.355093081179685,Heater started,40.0,100.0
2023-09-28 17:52:57,21.261526107788086,21.711920036080876,21.307944515609393,23.034723403540326,23.577473964005883,22.372228484184603,21.8742986584492,21.351577445841816,,40.0,100.0
2023-09-28 17:52:58,21.27639389038086,21.708350479405325,21.304423747576667,23.027485772734494,23.577636715734425,22.379750079147684,21.8783981695557,21.34804078169007,PID is off,40.0,100.0
2023-09-28 17:52:59,21.261791229248047,21.695441225925457,21.299032214691962,23.031295152907237,23.563851232297424,22.376181285804776,21.874582439347506,21.351843173580782,,40.0,75.0
2023-09-28 17:53:00,21.265621185302734,21.69745657832957,21.30101906973313,23.031448370812626,23.558055004598103,22.365276214926123,21.874745766483223,21.340933042600238,,40.0,75.0
2023-09-28 17:53:01,21.262096405029297,21.697610937537164,21.301171319161572,23.027907121974316,23.566167869243536,22.36543096453039,21.870970868058958,21.34108597942842,,40.0,75.0
2023-09-28 17:53:02,21.262210845947266,21.7014486933359,21.30128740935076,23.024327568659658,23.550395372614425,22.369229016546292,21.867155137850762,21.352263749858288,,40.0,75.0
2023-09-28 17:53:03,21.26238250732422,21.701620417954345,21.29411455815328,23.031888872290622,23.570448857748666,22.358344961045997,21.871277106438427,21.345060425250843,,40.0,75.0
2023-09-28 17:53:04,21.255157470703125,21.69059145257195,21.297918890746477,23.020937622502917,23.570595128289504,22.373220027945294,21.863543566562214,21.348881934245078,,40.0,75.0
2023-09-28 17:53:05,21.266328811645508,21.69072651687859,21.312738469487464,23.028462536881353,23.562791285913452,22.37335567266015,21.863686477805967,21.34901575396974,,40.0,75.0
2023-09-28 17:53:06,21.229690551757812,21.690880876086183,21.298206261542663,23.028615754786742,23.570904150558885,22.37719384494382,21.875664481621634,21.34179331225877,,40.0,75.0
2023-09-28 17:53:07,21.277633666992188,21.6761067704296,21.298318545496137,23.036119601703184,23.563079706698208,22.369935897454685,21.871848751413438,21.352971082688637,,40.0,75.0
