t,T4,T5,T6,T7,T8,Tin,Tin_amb,Tout,note,flowrate,Tset,duty
2021-02-18 11:50:00,24.8342696175622,25.628444465132564,24.14151509860002,23.91072671742698,23.295345269034172,23.20819091796875,23.666319848096933,23.228287490846302,Started logging,0.0,0.0,0.0
2021-02-18 11:50:03,24.830714962157167,25.624620829586114,24.145366644306286,23.903017676621122,23.291797134620314,23.212005615234375,23.673883449268907,23.228409290389056,,,,
2021-02-18 11:50:03,24.830868180062556,25.62877408888657,24.152886328780426,23.91102070627127,23.306693181685393,23.20849609375,23.66289307368841,23.2285615398175,,,,
2021-02-18 11:50:04,24.838253283102322,25.632729573934622,24.156554467548297,23.91102070627127,23.302992110443352,23.212158203125,23.67030231565279,23.23958439843671,,,,
2021-02-18 11:50:05,24.83843714458879,25.632927348187025,24.15673787448669,23.91121669883413,23.30684611851358,23.208648681640625,23.663047432896,23.23973664786515,,,,
2021-02-18 11:50:06,24.83488248918376,25.637047645112077,24.16425755896083,23.91533254265421,23.310700126583804,23.2198486328125,23.6669372849273,23.250911755912803,water in,,,
2021-02-18 11:50:07,24.842298235804602,25.64100313016013,24.153192007011082,23.919252393911425,23.303328571465357,23.223541259765625,23.6669372849273,23.247257769630192,,,,
2021-02-18 11:50:08,24.842420810128914,25.633224009565627,24.15701298489428,23.907590836421207,23.303450920927904,23.212615966796875,23.659620658487473,23.243695133004646,,,,
2021-02-18 11:50:09,24.842574028034303,25.625444888971124,24.15349768524174,23.91167401481414,23.303603857756087,23.205413818359375,23.656070396712874,23.236508959982178,,,,
2021-02-18 11:50:10,24.831481051684115,25.637344306490682,24.14243213329199,23.91167401481414,23.303603857756087,23.2091064453125,23.641159297259556,23.236508959982178,,,,
2021-02-18 11:50:11,24.835464717224237,25.62574155034973,24.15007408905839,23.904128301144,23.300208660170412,23.21307373046875,23.64143714383322,23.236813458839062,,,,
2021-02-18 11:50:12,24.833779320264956,25.631889033361908,24.152106849292252,23.910204070592684,23.302227426302434,23.204055786132812,23.639770064391232,23.24063491949296,,,,
2021-02-18 11:50:13,24.83194070540028,25.617995392130627,24.150257495996783,23.908244144964076,23.29302062924578,23.205902099609375,23.63418226107643,23.233281272099205,,,,
2021-02-18 11:50:14,24.843156256074785,25.630059621527185,24.143012921930236,23.912327323357008,23.300514533826778,23.206024169921875,23.630601127460313,23.237117957695947,,,,
2021-02-18 11:50:15,24.832216497629982,25.626235985980735,24.143165761045562,23.900665765866794,23.28959484429447,23.202484130859375,23.623315372862002,23.2372397572387,,,,
2021-02-18 11:50:16,24.828692485806027,25.634377692704643,24.13965046139302,23.908701460944084,23.300820407483144,23.198974609375,23.630909845875493,23.23742245655283,,,,
2021-02-18 11:50:17,24.83236971553537,25.63038924528119,24.150685445519702,23.904748944259726,23.300820407483144,23.20263671875,23.630909845875493,23.241076442835443,,,,
2021-02-18 11:50:18,24.839938680061607,25.634509542206246,24.147170145867157,23.91281730476416,23.304643828187736,23.217498779296875,23.634799697906793,23.24491312843218,,,,
2021-02-18 11:50:19,24.83252293344076,25.630554057158193,24.154536991225967,23.908864788079804,23.308344899429777,23.20648193359375,23.631064205083085,23.241228692263885,,,,
2021-02-18 11:50:20,24.836384024656574,25.630718869035196,24.15099112375036,23.920852999841454,23.30479676501592,23.20294189453125,23.631218564290677,23.245065377860623,,,,
2021-02-18 11:50:21,24.83845246637933,25.632960310562424,24.151235666334884,23.907313180290487,23.301355686381786,23.203170776367188,23.627730046199115,23.247120745144592,,,,
2021-02-18 11:50:22,24.836690460467352,25.627060045365745,24.151296801981015,23.909354769486953,23.30143215479588,23.2032470703125,23.63152728270586,23.241685440549208,,,,
2021-02-18 11:50:23,24.840551551683163,25.627224857242748,24.15148020891941,23.909518096622673,23.305286162866107,23.203399658203125,23.63541713473716,23.24183768997765,,,,
2021-02-18 11:50:24,24.84070476958855,25.635366563966656,24.162668032161417,23.913633940442747,23.305408512328654,23.210906982421875,23.63183600112104,23.245674375574392,,,,
2021-02-18 11:50:25,24.83715011418352,25.6235989959487,24.151785887150062,23.905892234209748,23.305561449156837,23.19635009765625,23.624550246522734,23.238457752666235,,,,
2021-02-18 11:50:26,24.829765011143753,25.627554480996753,24.151785887150062,23.909844750894106,23.298220481404023,23.200042724609375,23.628285739346442,23.242142188834535,,,,
2021-02-18 11:50:27,24.82991822904914,25.63569618772066,24.148240019674454,23.906088226772606,23.30207448947425,23.2001953125,23.624704605730326,23.231302029529456,,,,
2021-02-18 11:50:28,24.8374565499943,25.631872552174208,24.14839285878978,23.910171405165542,23.305867322813203,23.207672119140625,23.632299078743817,23.24978511014233,,,,
