t,T4,T5,T6,T7,T8,Tin,Tin_amb,Tout,note,duty
2021-05-27 11:36:38,24.864300327018515,25.807792749686335,24.245201154438544,24.40743720257048,23.742012569427132,23.385284423828125,24.07994078075853,23.29850492724381,,0.0
2021-05-27 11:36:40,24.857374877694916,25.80828718531734,24.24196096519359,24.40792718397763,23.74247137991168,23.37469482421875,24.080372986539786,23.302615661811746,,
2021-05-27 11:36:40,24.861573048302585,25.804826135900296,24.23508320500383,24.396657611613136,23.739290293885464,23.378875732421875,24.06972220121599,23.29576443753185,,
2021-05-27 11:36:41,24.850909082087483,25.80133212410785,24.231843015758876,24.39319507633593,23.739718517004377,23.3719482421875,24.070154406997244,23.288882763366267,,
2021-05-27 11:36:42,24.855107252695152,25.80983641696116,24.24709635946861,24.409462459053376,23.751280541215056,23.376129150390625,24.063239114497154,23.296708383988193,,
2021-05-27 11:36:43,24.866629239180433,25.81824182268827,24.251223015582468,24.413904957144887,23.7480688678232,23.3765869140625,24.07484692690802,23.30818799089273,,
2021-05-27 11:36:44,24.85976507701899,25.810858250598574,24.240677116624834,24.406555236037608,23.744857194431347,23.3770751953125,24.06790076256641,23.290313907993625,,
2021-05-27 11:36:45,24.867763051680313,25.81547298315464,24.241288473086147,24.41508091252205,23.75284049686253,23.381378173828125,24.064813578414586,23.3056302004949,,
2021-05-27 11:36:46,24.86454547566714,25.816000381161043,24.25281254238188,24.411651042671988,23.742257268352226,23.3818359375,24.06901214886107,23.302402512611927,,
2021-05-27 11:36:47,24.865158347288695,25.812704143621,24.242358346893443,24.396559615331707,23.742869015664958,23.3824462890625,24.069629585691434,23.303011510325696,,
2021-05-27 11:36:48,24.861787553370128,25.82094473747111,24.24636273171504,24.41263100548629,23.750546444439774,23.39013671875,24.077378417912517,23.30700044535088,,
2021-05-27 11:36:49,24.873340183436486,25.817516650429464,24.23945440370221,24.40528128437901,23.74733477104792,23.38323974609375,24.074136874553098,23.311141629804506,,
2021-05-27 11:36:50,24.866414734112887,25.810067153588964,24.25467717958888,24.4175961504121,23.75152524014015,23.3763427734375,24.070895331193682,23.30429040552461,,
2021-05-27 11:36:51,24.867288076173608,25.816956290047656,24.24818151718744,24.414574598401327,23.748695908818753,23.382736206054688,24.07177517867695,23.30881221354934,,
2021-05-27 11:36:52,24.87183864796367,25.819889941458296,24.245353993553874,24.40763319513334,23.7495676487394,23.389129638671875,24.072655026160223,23.30602604900885,,
2021-05-27 11:36:53,24.868467854045107,25.82420801263575,24.253057084966404,24.427657101972283,23.75357459363781,23.39312744140625,24.080403858381306,23.309984534148345,,
2021-05-27 11:36:54,24.872666024652773,25.820746963218706,24.253546170135454,24.416354864180647,23.757734475364405,23.382568359375,24.073488565881217,23.30313330986845,,
2021-05-27 11:36:55,24.873278896274332,25.821406210726714,24.25045882000583,24.420960689407874,23.765748365161222,23.386871337890625,24.07410600271158,23.311111179918818,,
2021-05-27 11:36:56,24.873554688504033,25.82173583448072,24.243367085054608,24.413382310310592,23.75124995384942,23.383453369140625,24.078088470267435,23.307700792721715,,
2021-05-27 11:36:57,24.85945864120821,25.814484111892625,24.247738283752987,24.41410094970775,23.751922875893428,23.3878173828125,24.075063029798645,23.30471670392425,,
2021-05-27 11:36:58,24.8598876513433,25.810990100100177,24.248166233275906,24.418510782372113,23.75238168637798,23.391937255859375,24.082935349385803,23.297804579872977,,
2021-05-27 11:36:59,24.86408582195097,25.81946143057809,24.24495661185402,24.422953280463624,23.760242639346615,23.3740234375,24.079693806026384,23.301945764326604,,
2021-05-27 11:37:00,24.872191049146068,25.822213788924024,24.2511924477594,24.41976840131714,23.76278139069446,23.389434814453125,24.08599166169611,23.30999975909119,,
2021-05-27 11:37:01,24.87303374762571,25.829086444195017,24.250214277421303,24.42461921724794,23.761802594994087,23.3865966796875,24.096179369397134,23.31452156711592,,
2021-05-27 11:37:02,24.86981617161253,25.833569327249474,24.254371501358225,24.43301423202381,23.76596247672068,23.394439697265625,24.096642447019907,23.318662751569548,,
2021-05-27 11:37:03,24.870306468909778,25.834096725255883,24.254860586527276,24.433536878858106,23.770122358447274,23.394927978515625,24.09340090366049,23.300788668670442,,
2021-05-27 11:37:04,24.870919340531337,25.83080048771584,24.255471942988585,24.434190187400976,23.770734105760006,23.38818359375,24.097753833314567,23.319758947454332,,
2021-05-27 11:37:05,24.87861087938188,25.835118558893296,24.25947632781018,24.430596990415197,23.774771638024053,23.3995361328125,24.10179804455346,23.316409460028602,,
2021-05-27 11:37:06,24.87922375100344,25.835777806401307,24.263786390862432,24.43517015021528,23.771682314094747,23.400146484375,24.09871086040163,23.31701845774237,,
2021-05-27 11:37:07,24.872206370936606,25.828196460059203,24.260423930325214,24.427657101972283,23.768348291240343,23.39312744140625,24.10278594348204,23.310014984034034,,
2021-05-27 11:37:08,24.86911136924774,25.82091177509571,24.250000302659842,24.428310410515152,23.757887412192588,23.39373779296875,24.084756788035378,23.314277968030414,,
2021-05-27 11:37:09,24.869908102355765,25.83170695303935,24.254493772650488,24.429176044334454,23.764218996879386,23.390869140625,24.09301500564151,23.30776169249309,,
2021-05-27 11:37:10,24.874228847287746,25.834327461883685,24.2551051291118,24.43376553684811,23.77036705737237,23.3914794921875,24.08991238556893,23.31202467648947,,
2021-05-27 11:37:11,24.871195132761038,25.83900811919055,24.263113898754987,24.442356544186843,23.77100939205074,23.392120361328125,24.094296187064522,23.316348560257225,,
2021-05-27 11:37:12,24.879009245935894,25.839502554821554,24.26724055486884,24.438894008909635,23.767767131293247,23.396240234375,24.098463885669485,23.316774858656864,,
2021-05-27 11:37:13,24.875975531409185,25.836206317281512,24.260515633794412,24.431707614938073,23.77211053721366,23.404266357421875,24.102847687165077,23.31744475614201,,
2021-05-27 11:37:14,24.87257409390954,25.83258045598746,24.25712260543413,24.435954120466725,23.772416410870026,23.397186279296875,24.09942091275655,23.314064818830595,,
2021-05-27 11:37:15,24.8769254824226,25.833272665870872,24.272528788259194,24.43268757775238,23.77302815818276,23.401519775390625,24.096333728604726,23.314704266430052,,
2021-05-27 11:37:16,24.862584286478153,25.825823169030375,24.25822304706449,24.425305191217955,23.766115413548864,23.4019775390625,24.104267791874918,23.31147657854708,,
2021-05-27 11:37:17,24.87416756012559,25.830306052084833,24.25504399346567,24.429780354736607,23.774006953883138,23.38775634765625,24.097321627533308,23.315648212886394,,
2021-05-27 11:37:18,24.876710977355053,25.83307489161847,24.255731769484644,24.434451510818125,23.763622543249472,23.390289306640625,24.08684063733786,23.314506342173075,,
2021-05-27 11:37:19,24.87189993512583,25.835810768776707,24.256450113326686,24.431282964385208,23.775413972702424,23.40020751953125,24.09874173224315,23.31704890762806,,
2021-05-27 11:37:20,24.872512806747384,25.820582151341704,24.25336276319706,24.431936272928077,23.772324648773118,23.393463134765625,24.088214434285423,23.31397346917353,,
2021-05-27 11:37:21,24.876710977355053,25.83304192924307,24.257550554957046,24.43245891976237,23.776515117865348,23.3939208984375,24.103588611361516,23.310806681061933,,
2021-05-27 11:37:22,24.869754884450376,25.829547917450622,24.250611659121155,24.43686875242674,23.765901301989405,23.394378662109375,24.096580703336873,23.311232979461572,,
2021-05-27 11:37:23,24.870245181747624,25.826086868033578,24.25113131211327,24.43347154800382,23.77009177108164,23.391204833984375,24.082194425189364,23.308066191349976,,
2021-05-27 11:37:24,24.86699696215337,25.82262581861653,24.25155926163619,24.430009012726615,23.766849510324146,23.395355224609375,24.097537730423937,23.301184517184392,,
2021-05-27 11:37:25,24.867640477356,25.827273513547993,24.263266737870314,24.430694986696626,23.771162328878923,23.392303466796875,24.098186039095822,23.30550840095215,,
