Time,Conductivity_out (microS),Conductivity_out @25*C (microS),Temperature_out,Conductivity_in (microS),Conductivity_in @25*C (microS),Temperature_in
12:45:40,7.23,7.2,25.25,15.63,15.78,24.5
12:45:41,7.97,7.97,25,15.18,15.55,23.75
12:45:42,7.23,7.2,25.25,15.62,15.85,24.25
12:45:43,7.23,7.2,25.25,15.18,15.33,24.5
12:45:44,7.97,7.93,25.25,15.63,15.78,24.5
12:45:45,7.23,7.26,24.75,16.07,16.38,24
12:45:46,6.49,6.43,25.5,15.63,15.86,24.25
12:45:47,6.49,6.43,25.5,15.18,15.47,24
12:45:48,6.49,6.46,25.25,15.63,16.01,23.75
12:45:49,7.23,7.2,25.25,15.18,15.55,23.75
12:45:50,7.97,7.93,25.25,15.63,15.78,24.5
12:45:51,6.49,6.46,25.25,15.18,15.33,24.5
12:45:52,6.49,6.49,25,15.63,15.86,24.25
12:45:53,6.49,6.52,24.75,15.63,15.86,24.25
12:45:54,5.84,5.87,24.75,15.18,15.33,24.5
12:45:55,6.49,6.46,25.25,15.19,15.34,24.5
12:45:56,7.23,7.2,25.25,15.19,15.48,24
12:45:57,7.97,7.93,25.25,14.75,14.89,24.5
12:45:58,5.84,5.84,25,15.19,15.41,24.25
12:45:59,5.84,5.81,25.25,15.19,15.34,24.5
12:46:00,7.23,7.2,25.25,15.63,15.93,24
12:46:01,6.49,6.43,25.5,14.75,14.89,24.5
12:46:02,7.23,7.2,25.25,15.19,15.41,24.25
12:46:03,6.49,6.46,25.25,15.19,15.34,24.5
12:46:04,5.84,5.79,25.5,15.19,15.41,24.25
12:46:05,7.23,7.2,25.25,14.74,14.88,24.5
12:46:06,7.23,7.2,25.25,15.63,15.86,24.25
12:46:07,6.49,6.46,25.25,16.07,16.3,24.25
12:46:08,5.84,5.84,25,15.63,15.86,24.25
12:46:09,7.23,7.23,25,15.63,15.78,24.5
12:46:10,6.49,6.49,25,15.19,15.41,24.25
12:46:11,7.23,7.26,24.75,15.64,15.87,24.25
12:46:12,6.49,6.46,25.25,15.62,15.77,24.5
12:46:13,5.84,5.81,25.25,15.63,15.86,24.25
12:46:14,7.97,7.97,25,15.64,16.02,23.75
12:46:15,6.49,6.49,25,15.63,15.78,24.5
12:46:16,5.84,5.84,25,15.19,15.56,23.75
12:46:17,7.23,7.23,25,15.19,15.34,24.5
12:46:17,5.84,5.81,25.25,15.63,15.78,24.5
12:46:18,6.49,6.46,25.25,16.07,16.46,23.75
12:46:19,7.23,7.2,25.25,15.63,15.78,24.5
12:46:20,6.49,6.46,25.25,15.63,15.86,24.25
12:46:21,6.49,6.46,25.25,14.75,14.82,24.75
12:46:22,5.84,5.81,25.25,15.63,15.78,24.5
12:46:23,5.84,5.81,25.25,14.74,14.95,24.25
12:46:24,6.49,6.49,25,15.63,15.78,24.5
12:46:25,5.84,5.81,25.25,15.19,15.41,24.25
12:46:26,6.49,6.49,25,14.75,14.89,24.5
12:46:27,6.49,6.52,24.75,15.19,15.41,24.25
12:46:28,6.49,6.46,25.25,15.63,15.86,24.25
12:46:29,6.49,6.49,25,15.63,15.86,24.25
12:46:30,6.49,6.46,25.25,15.63,15.86,24.25
12:46:31,6.49,6.52,24.75,15.63,15.78,24.5
12:46:32,7.23,7.2,25.25,15.19,15.34,24.5
12:46:33,5.84,5.84,25,14.75,14.96,24.25
12:46:34,6.49,6.46,25.25,15.19,15.41,24.25
12:46:35,7.97,7.93,25.25,15.19,15.41,24.25
12:46:36,7.23,7.2,25.25,15.19,15.48,24
12:46:37,7.97,7.97,25,15.18,15.33,24.5
12:46:38,6.49,6.43,25.5,15.18,15.4,24.25
12:46:39,7.23,7.23,25,15.19,15.41,24.25
12:46:40,7.23,7.16,25.5,15.19,15.34,24.5
12:46:41,7.23,7.2,25.25,15.63,15.78,24.5
12:46:42,6.49,6.49,25,15.63,15.86,24.25
12:46:43,7.97,7.93,25.25,15.64,15.87,24.25
12:46:44,7.23,7.16,25.5,15.63,15.86,24.25
12:46:45,7.23,7.2,25.25,15.63,15.86,24.25
12:46:46,6.49,6.46,25.25,14.74,15.1,23.75
12:46:47,5.84,5.81,25.25,15.19,15.48,24
12:46:48,7.97,7.89,25.5,15.63,15.86,24.25
12:46:49,5.1,5.08,25.25,14.74,15.03,24
12:46:50,5.84,5.79,25.5,15.63,15.93,24
12:46:51,6.49,6.46,25.25,14.74,14.95,24.25
12:46:52,7.23,7.2,25.25,14.75,15.04,24
12:46:53,5.1,5.08,25.25,15.63,15.86,24.25
12:46:54,7.23,7.2,25.25,15.63,15.78,24.5
12:46:55,6.49,6.46,25.25,16.08,16.39,24
12:46:56,7.23,7.23,25,17.37,17.54,24.5
12:46:57,5.84,5.81,25.25,18.69,18.87,24.5
12:46:58,7.23,7.2,25.25,19.53,19.81,24.25
12:46:59,6.49,6.46,25.25,19.98,20.47,23.75
12:47:00,5.84,5.84,25,20.42,20.72,24.25
12:47:00,6.49,6.46,25.25,19.98,20.27,24.25
12:47:01,5.1,5.08,25.25,19.98,20.17,24.5
12:47:02,6.49,6.49,25,19.99,20.38,24
12:47:03,6.49,6.46,25.25,20.87,21.17,24.25
12:47:04,6.49,6.43,25.5,21.31,21.62,24.25
12:47:05,5.84,5.81,25.25,21.31,21.62,24.25
12:47:06,5.84,5.81,25.25,20.43,20.63,24.5
12:47:07,6.49,6.43,25.5,21.7,21.91,24.5
12:47:08,7.23,7.2,25.25,20.88,21.08,24.5
12:47:09,6.49,6.46,25.25,20.88,21.18,24.25
12:47:10,5.84,5.81,25.25,21.32,21.42,24.75
12:47:11,6.49,6.46,25.25,20.43,20.83,24
12:47:12,6.49,6.46,25.25,21.31,21.62,24.25
12:47:13,6.49,6.49,25,21.7,22.12,24
12:47:14,7.23,7.2,25.25,20.43,20.93,23.75
12:47:15,7.23,7.2,25.25,18.7,18.88,24.5
12:47:16,6.49,6.43,25.5,37.84,38.2,24.5
12:47:17,7.23,7.23,25,47.49,47.95,24.5
12:47:18,7.23,7.23,25,54.13,54.65,24.5
12:47:19,5.84,5.81,25.25,59.32,60.18,24.25
12:47:21,6.49,6.46,25.25,63.7,64.93,24
12:47:21,7.23,7.2,25.25,69.91,70.58,24.5
12:47:22,7.23,7.23,25,76.52,77.25,24.5
12:47:23,5.84,5.84,25,80.88,82.05,24.25
12:47:24,5.84,5.81,25.25,83.98,85.19,24.25
12:47:25,5.84,5.81,25.25,85.26,86.08,24.5
12:47:26,7.23,7.16,25.5,86.66,88.34,24
12:47:27,5.1,5.1,25,87.51,89.2,24
12:47:28,7.23,7.23,25,91.53,93.76,23.75
12:47:29,5.84,5.79,25.5,94.99,96.83,24
12:47:30,7.23,7.23,25,96.42,97.34,24.5
12:47:31,7.23,7.2,25.25,96.79,97.72,24.5
12:47:32,6.49,6.52,24.75,97.19,98.12,24.5
12:47:33,5.1,5.05,25.5,97.64,98.58,24.5
12:47:34,7.23,7.2,25.25,100.8,102.75,24
12:47:35,7.23,7.2,25.25,102.6,104.59,24
12:47:36,7.23,7.3,24.5,104.8,105.81,24.5
12:47:37,5.84,5.79,25.5,104.7,105.2,24.75
12:47:38,6.49,6.46,25.25,104.7,105.7,24.5
12:47:39,5.84,5.84,25,103.8,104.8,24.5
12:47:40,7.23,7.23,25,104.8,106.31,24.25
12:47:41,6.49,6.43,25.5,107,109.6,23.75
12:47:42,5.84,5.79,25.5,109.2,111.31,24
12:47:43,5.1,5.08,25.25,110,111.59,24.25
12:47:43,5.84,5.81,25.25,107.9,109.99,24
12:47:45,5.84,5.84,25,107.8,109.36,24.25
12:47:45,5.1,5.08,25.25,107.5,109.05,24.25
12:47:46,4.36,4.34,25.25,110.1,112.23,24
12:47:47,7.23,7.26,24.75,111,112.6,24.25
12:47:48,5.84,5.81,25.25,112.4,114.58,24
12:47:49,5.1,5.08,25.25,110.6,111.13,24.75
12:47:50,6.49,6.43,25.5,110.1,111.16,24.5
12:47:51,7.23,7.2,25.25,109.7,111.29,24.25
12:47:52,6.49,6.46,25.25,112.3,114.48,24
12:47:53,7.23,7.2,25.25,113.2,114.29,24.5
12:47:55,7.23,7.16,25.5,115,116.66,24.25
12:47:55,7.97,7.89,25.5,114.6,115.7,24.5
12:47:56,6.49,6.46,25.25,113.6,114.69,24.5
12:47:57,6.49,6.49,25,112.3,113.38,24.5
12:47:58,6.49,6.46,25.25,114,115.09,24.5
12:47:59,6.49,6.43,25.5,115.9,117.01,24.5
12:48:00,7.97,7.93,25.25,117.7,119.4,24.25
12:48:01,7.23,7.23,25,118.1,119.81,24.25
12:48:02,6.49,6.49,25,116.3,117.98,24.25
12:48:03,7.23,7.16,25.5,115,116.66,24.25
12:48:04,5.84,5.84,25,115.8,117.47,24.25
12:48:05,5.84,5.84,25,117.7,118.83,24.5
12:48:06,7.23,7.2,25.25,118.9,120.62,24.25
12:48:07,7.23,7.2,25.25,121.1,122.85,24.25
12:48:08,10.85,10.85,25,118.6,119.17,24.75
12:48:09,11.59,11.59,25,117.7,118.83,24.5
12:48:10,15.21,15.21,25,117.2,119.47,24
12:48:11,17.43,17.27,25.5,119.5,121.23,24.25
12:48:12,20.31,20.31,25,122,123.76,24.25
12:48:13,25.41,25.29,25.25,123,124.18,24.5
12:48:14,29.03,29.03,25,121.7,122.28,24.75
12:48:15,33.31,33.15,25.25,120.7,121.28,24.75
12:48:16,40.63,40.63,25,119.9,120.47,24.75
12:48:17,47.14,46.7,25.5,121.7,124.06,24
12:48:18,53.64,53.39,25.25,123.8,126.2,24
12:48:19,61.63,61.34,25.25,125.6,126.8,24.5
12:48:20,70.36,70.7,24.75,126.1,127.31,24.5
12:48:21,76.88,76.16,25.5,123.4,124.58,24.5
12:48:22,87.11,87.11,25,122.5,123.08,24.75
12:48:23,98.73,98.26,25.25,122.5,124.27,24.25
12:48:24,109.6,110.12,24.75,125.6,126.2,24.75
12:48:25,119.7,119.13,25.25,127,129.46,24
12:48:26,127.8,127.8,25,129.2,130.44,24.5
12:48:27,140.2,140.2,25,126.1,128.54,24
12:48:27,148.2,146.81,25.5,125.6,127.42,24.25
12:48:28,159.1,158.35,25.25,124.7,125.9,24.5
12:48:29,170.8,169.99,25.25,127.8,128.41,24.75
12:48:30,183.9,183.03,25.25,128.8,129.41,24.75
12:48:31,197.7,196.77,25.25,131,132.26,24.5
12:48:32,209.4,208.41,25.25,129.2,131.7,24
12:48:33,221.1,220.05,25.25,127.5,128.72,24.5
12:48:34,233.6,232.5,25.25,127.3,128.52,24.5
12:48:35,244.6,243.44,25.25,130,131.25,24.5
12:48:36,257,257,25,131.8,133.71,24.25
12:48:37,270.2,271.49,24.75,133.7,135.63,24.25
12:48:38,282,282,25,133.6,136.19,24
12:48:39,295.8,294.4,25.25,131.4,132.66,24.5
12:48:40,311.1,311.1,25,129.6,131.47,24.25
12:48:41,323.7,322.17,25.25,131.9,132.53,24.75
12:48:42,336.2,334.61,25.25,134.1,136.04,24.25
12:48:43,348,346.35,25.25,135.4,136.7,24.5
12:48:44,361.8,360.09,25.25,137.1,139.76,24
12:48:45,375.9,374.12,25.25,134.5,135.79,24.5
12:48:46,392.7,390.84,25.25,132.8,134.72,24.25
12:48:47,406,404.08,25.25,132.3,133.57,24.5
12:48:48,421.3,419.31,25.25,135.5,136.8,24.5
12:48:49,432.6,430.55,25.25,138,140.67,24
12:48:50,444.4,444.4,25,139,141.01,24.25
12:48:51,459.8,457.63,25.25,137.1,139.76,24
12:48:52,475.2,472.95,25.25,136.3,138.27,24.25
12:48:53,489.9,489.9,25,134.2,135.49,24.5
12:48:54,501.8,501.8,25,136.9,138.88,24.25
12:48:55,515.1,515.1,25,138.2,139.53,24.5
12:48:56,524.8,519.86,25.5,141.2,143.24,24.25
12:48:57,538.7,536.15,25.25,139.5,140.84,24.5
12:48:58,549.2,549.2,25,137.7,139.69,24.25
12:48:59,561.8,559.14,25.25,137.2,138.52,24.5
12:49:00,576.6,571.17,25.5,137.7,139.02,24.5
12:49:01,587.2,584.42,25.25,141.2,142.55,24.5
12:49:02,599.4,599.4,25,142.5,143.18,24.75
12:49:03,609.9,607.02,25.25,142.6,143.97,24.5
12:49:04,623.1,620.15,25.25,140.8,142.84,24.25
12:49:05,632,629.01,25.25,139.8,141.82,24.25
12:49:06,643.3,643.3,25,139.5,141.52,24.25
12:49:07,654.4,648.24,25.5,142.6,143.28,24.75
12:49:08,662.7,659.57,25.25,143.9,146.69,24
12:49:09,671,671,25,145.2,146.59,24.5
12:49:10,680.5,670.94,25.75,143.4,144.08,24.75
12:49:10,691.6,688.33,25.25,140.9,142.25,24.5
12:49:11,699.9,696.59,25.25,141.2,143.93,24
12:49:12,706.7,703.36,25.25,144.3,144.99,24.75
12:49:13,717,713.61,25.25,144.9,146.29,24.5
12:49:14,723.7,716.89,25.5,147.9,149.32,24.5
12:49:16,732.6,729.14,25.25,145.8,147.91,24.25
12:49:16,742.2,735.22,25.5,144.4,145.78,24.5
12:49:17,747,747,25,143.9,144.59,24.75
12:49:18,755.2,755.2,25,145.2,146.59,24.5
12:49:19,763,759.39,25.25,148,150.14,24.25
12:49:20,771.3,767.65,25.25,148.5,149.92,24.5
12:49:21,777.3,773.63,25.25,149.3,150.73,24.5
12:49:22,782,774.64,25.5,147,149.85,24
12:49:23,790.8,783.36,25.5,144.9,146.99,24.25
12:49:24,795.3,791.54,25.25,146.2,147.6,24.5
12:49:25,802.3,798.51,25.25,148.8,149.51,24.75
12:49:26,808.7,812.56,24.75,149.8,151.24,24.5
12:49:27,811.8,804.16,25.5,151.9,153.36,24.5
12:49:28,818.5,814.63,25.25,148.5,151.38,24
12:49:29,824.3,820.4,25.25,147.9,150.76,24
12:49:30,827.5,823.59,25.25,147.8,150.66,24
12:49:31,834.2,830.26,25.25,149.8,151.97,24.25
12:49:32,836.5,832.55,25.25,151.4,152.85,24.5
12:49:33,843.1,843.1,25,152.9,154.37,24.5
12:49:34,846.9,838.93,25.5,152.4,153.13,24.75
12:49:35,852,843.98,25.5,150.6,152.78,24.25
12:49:36,855.1,851.06,25.25,149.3,151.46,24.25
12:49:37,859.5,855.44,25.25,150.7,152.88,24.25
12:49:38,862,853.89,25.5,152.9,153.63,24.75
12:49:39,867.7,859.53,25.5,154.2,155.68,24.5
12:49:40,870.1,865.99,25.25,155,157.24,24.25
12:49:41,874.7,870.56,25.25,153.3,155.52,24.25
12:49:42,877.8,873.65,25.25,151.9,153.36,24.5
12:49:43,879.8,875.64,25.25,151.9,153.36,24.5
12:49:44,885,880.82,25.25,153.8,155.28,24.5
12:49:45,886.9,878.55,25.5,156.4,157.9,24.5
12:49:46,889,884.8,25.25,157.3,159.57,24.25
12:49:47,892.5,888.28,25.25,154.6,156.08,24.5
12:49:48,894.2,885.79,25.5,154.1,154.84,24.75
12:49:49,897.2,892.96,25.25,153.3,155.52,24.25
12:49:50,902.2,897.93,25.25,155.6,156.34,24.75
12:49:51,901.8,901.8,25,157.4,160.45,24
12:49:52,904,899.73,25.25,159.1,162.18,24
12:49:53,908.4,904.11,25.25,157,159.27,24.25
12:49:53,908.6,904.3,25.25,155.9,158.92,24
12:49:54,913.6,913.6,25,154.3,155.78,24.5
12:49:55,913.7,913.7,25,156.8,159.84,24
12:49:56,916.7,916.7,25,157.9,159.41,24.5
12:49:57,916.9,912.57,25.25,160.5,162.82,24.25
12:49:58,921.1,916.75,25.25,160.1,163.2,24
12:49:59,922.6,918.24,25.25,157.4,159.68,24.25
12:50:00,923.9,919.53,25.25,156.4,157.9,24.5
12:50:01,924.4,924.4,25,157.3,158.05,24.75
12:50:02,927.9,919.17,25.5,159.3,161.6,24.25
12:50:03,930.1,921.35,25.5,161.4,162.95,24.5
12:50:04,930.3,930.3,25,163,164.56,24.5
12:50:05,931.7,918.61,25.75,159.2,159.96,24.75
12:50:06,933.2,937.65,24.75,158.7,160.99,24.25
12:50:07,935.3,926.5,25.5,157.8,158.55,24.75
12:50:08,935.6,926.8,25.5,161.7,163.25,24.5
12:50:09,938.5,934.06,25.25,162.4,163.96,24.5
12:50:10,938.6,934.16,25.25,164.1,164.88,24.75
12:50:11,940.8,931.95,25.5,162.7,165.85,24
12:50:12,940.8,940.8,25,161.2,162.75,24.5
12:50:13,943.1,938.64,25.25,159.5,163.38,23.75
12:50:14,945.9,937,25.5,162.3,163.86,24.5
12:50:15,944.6,949.11,24.75,164.5,166.08,24.5
12:50:16,948.1,948.1,25,165.4,169.42,23.75
12:50:17,947.6,938.68,25.5,165.7,167.29,24.5
12:50:18,948.3,943.82,25.25,163.4,164.97,24.5
12:50:19,949.9,945.41,25.25,161.9,164.24,24.25
12:50:20,952.7,948.2,25.25,162.3,163.07,24.75
12:50:21,953.4,944.43,25.5,165.5,167.09,24.5
12:50:22,953.5,948.99,25.25,166.4,168,24.5
12:50:23,952.9,948.4,25.25,168.5,169.3,24.75
12:50:24,957.1,948.09,25.5,165,167.39,24.25
12:50:25,955.8,951.28,25.25,164.3,165.88,24.5
12:50:26,958.7,954.17,25.25,163.2,164.77,24.5
12:50:27,957.4,948.39,25.5,167.1,169.52,24.25
12:50:28,958.2,953.67,25.25,168,170.43,24.25
12:50:29,959.6,955.06,25.25,169.5,171.95,24.25
12:50:30,960.5,951.46,25.5,166.8,168.4,24.5
12:50:31,963.1,958.55,25.25,165.4,168.6,24
12:50:32,963.1,958.55,25.25,164.1,167.28,24
12:50:33,961.9,961.9,25,168.5,171.76,24
12:50:34,963.3,954.23,25.5,169.3,171.75,24.25
12:50:35,964.7,960.14,25.25,170.4,171.21,24.75
12:50:36,965.7,961.13,25.25,170.3,171.11,24.75
12:50:37,967.6,958.49,25.5,168.1,169.71,24.5
12:50:37,967.7,954.1,25.75,166.7,169.11,24.25
12:50:38,967.1,962.53,25.25,167.2,169.62,24.25
12:50:39,967.1,962.53,25.25,171.1,173.57,24.25
12:50:40,968.7,964.12,25.25,172.5,173.32,24.75
12:50:41,968.6,964.02,25.25,173.3,174.96,24.5
12:50:42,968.7,959.58,25.5,169.9,172.36,24.25
12:50:43,970.2,965.61,25.25,168.9,172.17,24
12:50:44,970.2,965.61,25.25,168.4,169.2,24.75
12:50:45,972.9,968.3,25.25,171.7,172.52,24.75
12:50:46,971.1,961.96,25.5,173.4,174.23,24.75
12:50:47,971.8,981.12,24.5,174.8,177.33,24.25
12:50:48,972.4,963.25,25.5,172.4,174.05,24.5
12:50:49,973.8,973.8,25,170,171.63,24.5
12:50:50,974,974,25,169.8,171.43,24.5
12:50:51,975.2,975.2,25,172.2,174.69,24.25
12:50:52,976.7,972.08,25.25,174,176.52,24.25
12:50:53,976.7,972.08,25.25,175.8,177.49,24.5
12:50:54,975.5,970.89,25.25,174.9,178.29,24
12:50:55,978.2,968.99,25.5,172.6,175.1,24.25
12:50:56,976.2,971.58,25.25,171.6,174.92,24
12:50:57,978.4,973.77,25.25,172.3,173.95,24.5
12:50:58,977.5,982.17,24.75,176.1,176.94,24.75
12:50:59,978.6,969.39,25.5,177.5,180.94,24
12:51:00,979.1,969.89,25.5,178.8,180.51,24.5
12:51:01,981.2,976.56,25.25,175.2,178.59,24
12:51:02,979.9,979.9,25,173.9,174.73,24.75
12:51:03,982,986.69,24.75,173.1,174.76,24.5
12:51:04,981.3,976.66,25.25,176.7,179.25,24.25
12:51:05,980,970.78,25.5,179.2,180.92,24.5
12:51:06,981.4,972.16,25.5,180.3,182.91,24.25
12:51:07,982,972.76,25.5,177.5,179.2,24.5
12:51:08,983,987.69,24.75,176.1,177.79,24.5
12:51:09,984.2,979.55,25.25,175.2,177.73,24.25
12:51:10,982.3,977.66,25.25,179.3,181.89,24.25
12:51:11,982.3,986.99,24.75,180.6,181.46,24.75
12:51:12,985.1,975.83,25.5,182.4,185.04,24.25
12:51:13,982.3,977.66,25.25,181,182.74,24.5
12:51:14,985,989.7,24.75,178.4,180.11,24.5
12:51:15,984.4,984.4,25,177,178.7,24.5
12:51:16,985.2,975.93,25.5,178.9,180.62,24.5
12:51:17,984.5,993.94,24.5,181.1,183.72,24.25
12:51:18,985.2,985.2,25,183.8,185.56,24.5
12:51:19,986.6,981.94,25.25,183.8,187.36,24
12:51:20,987.3,982.63,25.25,180.2,181.06,24.75
12:51:21,985.9,976.62,25.5,179.2,181.79,24.25
12:51:22,987.4,982.73,25.25,179.2,180.06,24.75
12:51:22,986.6,986.6,25,182.4,185.04,24.25
12:51:23,988,983.33,25.25,184.8,185.68,24.75
12:51:24,987.5,982.83,25.25,185.6,187.38,24.5
12:51:25,987.4,987.4,25,182.5,184.25,24.5
12:51:26,989.5,989.5,25,180.5,182.23,24.5
12:51:27,988,988,25,180.2,180.2,25
12:51:28,987.4,978.11,25.5,184.9,186.67,24.5
12:51:29,988.2,978.9,25.5,186.3,189.91,24
12:51:30,990.3,980.98,25.5,187.9,188.8,24.75
12:51:31,988.3,983.63,25.25,186.1,186.99,24.75
12:51:32,990.4,981.08,25.5,183.8,185.56,24.5
12:51:33,987.6,978.31,25.5,179.6,181.32,24.5
12:51:34,989.1,984.42,25.25,173,174.66,24.5
12:51:35,989.1,989.1,25,180.2,181.06,24.75
12:51:36,991,981.67,25.5,182.5,184.25,24.5
12:51:37,989.1,979.79,25.5,183.7,184.58,24.75
12:51:38,989.9,989.9,25,179.6,181.32,24.5
12:51:39,992.5,992.5,25,177.5,178.35,24.75
12:51:40,991.8,987.11,25.25,178.8,179.65,24.75
12:51:41,991.9,987.21,25.25,182.3,184.05,24.5
12:51:42,991.9,982.57,25.5,183.4,185.16,24.5
12:51:43,991.2,981.87,25.5,182.9,184.65,24.5
12:51:44,992.6,983.26,25.5,174,175.67,24.5
12:51:45,990.7,986.02,25.25,176.9,179.46,24.25
12:51:46,991.2,981.87,25.5,173.5,175.16,24.5
12:51:47,992.2,982.86,25.5,178.5,177.66,25.25
12:51:48,990.8,981.48,25.5,180,180,25
12:51:49,992,987.31,25.25,189.3,189.3,25
12:51:50,991.2,986.51,25.25,186.5,186.5,25
12:51:51,991.5,986.81,25.25,184.1,184.1,25
12:51:52,991.5,986.81,25.25,181.6,182.47,24.75
12:51:53,990.9,986.22,25.25,185.4,186.28,24.75
12:51:54,993.5,984.15,25.5,187.4,186.51,25.25
12:51:55,990.3,985.62,25.25,189.5,189.5,25
12:51:56,994.9,980.92,25.75,189.5,189.5,25
12:51:57,1009,994.82,25.75,184.4,186.17,24.5
12:51:58,1008,998.51,25.5,182.9,183.77,24.75
12:51:59,1008,993.84,25.75,184.3,184.3,25
12:52:00,1010,1000.5,25.5,186.7,188.49,24.5
12:52:01,1009,999.5,25.5,189.9,189.9,25
12:52:02,1008,998.51,25.5,191,191.91,24.75
12:52:03,1009,1004.23,25.25,185.8,186.69,24.75
12:52:04,1007,1011.81,24.75,185.5,185.5,25
12:52:04,1010,1000.5,25.5,183.3,183.3,25
12:52:05,1009,999.5,25.5,187.5,187.5,25
12:52:06,1008,1008,25,190,190,25
12:52:07,1007,997.52,25.5,191.8,190.89,25.25
12:52:08,1009,1009,25,188.6,190.41,24.5
12:52:09,1008,1003.23,25.25,186.8,186.8,25
12:52:10,1008,998.51,25.5,184.6,186.37,24.5
12:52:11,1011,1006.22,25.25,188,188.9,24.75
12:52:12,1010,1010,25,190.4,191.31,24.75
12:52:13,1012,1002.48,25.5,184.3,185.18,24.75
12:52:14,1012,997.78,25.75,173.1,173.1,25
12:52:15,1011,996.8,25.75,160.1,160.1,25
12:52:16,1012,1002.48,25.5,154.7,154.7,25
12:52:17,1012,1007.22,25.25,152,152,25
12:52:18,1010,1010,25,118.5,119.64,24.5
12:52:19,1012,1002.48,25.5,159.6,159.6,25
12:52:20,1011,996.8,25.75,162.3,163.07,24.75
12:52:21,1012,1002.48,25.5,160.6,160.6,25
12:52:22,1011,1001.49,25.5,159.9,160.66,24.75
12:52:23,1012,1002.48,25.5,159.6,161.13,24.5
12:52:24,1012,1002.48,25.5,163.1,163.1,25
12:52:25,1011,996.8,25.75,164.9,165.69,24.75
12:52:26,1011,996.8,25.75,167.1,167.9,24.75
