,T_cal,T_run,Tin,Tout,V,baseline,t,t_start,x,x_run
0,23.209873517338643,0.00010997967269425044,23.198028564453125,22.84367498471581,-0.0014898749999999942,-0.002135124999999995,1614175747.2316873,1614175772.0,5.84605224609375,6.136062873787084
1,23.20997519960244,0.00022066912985533978,,,0.00038514787142035576,-0.0021351478714203296,1614175747.2330103,,5.84605224609375,6.1581667342598685
2,23.210274894185982,0.0003435003558560577,,,0.0011351707428406631,-0.002135170742840664,1614175747.2354121,,5.84605224609375,6.175621205437294
3,23.210244584338604,0.000541348152885458,,,-0.00011480638573897577,-0.0021351936142609985,1614175747.2393522,,5.84605224609375,6.193791922496027
4,23.210379285764056,0.0007141843254735075,,,0.0005102164856813454,-0.002135216485681333,1614175747.242846,,5.84605224609375,6.211221366779097
5,23.210315986946256,0.000862008873620334,,,-0.0002397606428983486,-0.0021352393571016674,1614175747.2463355,,5.84605224609375,6.22911559624305
6,23.210351697307452,0.0004846808199758364,,,0.00013526222852199964,-0.0021352622285220014,1614175747.2504284,,5.84605224609375,6.278808282620566
7,23.21045341580073,0.0003574186794325877,,,0.0003852850999423621,-0.002135285099942336,1614175747.2539172,,5.84605224609375,6.285049513369998
8,23.210687144519916,0.0006302647451953982,,,0.000885307971362697,-0.0021353079713626703,1614175747.2581444,,5.84605224609375,6.312960459360391
9,23.210854877183518,0.0007780709910469867,,,0.0006353308427830035,-0.002135330842783005,1614175747.2618697,,5.84605224609375,6.324744551331058
10,23.211088617979197,0.0007758303681197498,,,0.0008853537142033659,-0.0021353537142033393,1614175747.2653599,,5.84605224609375,6.342170420343506
11,23.21138836690696,0.0008986204139562168,,,0.0011353765856236728,-0.0021353765856236737,1614175747.2691162,,5.84605224609375,6.36134340493332
12,23.211622119779133,0.0010214058842187939,,,0.0008853994570440348,-0.002135399457044008,1614175747.2738369,,5.84605224609375,6.385217870391285
13,23.21162487136114,0.001144186778907648,,,1.0422328464354622e-05,-0.0021354223284643426,1614175747.2773259,,5.84605224609375,6.402644931160608
14,23.211594627934474,0.0013419842446251475,,,-0.00011455480011529715,-0.002135445199884677,1614175747.2860663,,5.84605224609375,6.420543927652056
15,23.211465387405305,0.001114657304021397,,,-0.0004895319286949769,-0.0021354680713050115,1614175747.2873058,,5.84605224609375,6.437972180178252
16,23.211237149773634,0.0008373116901088804,,,-0.0008645090572746567,-0.002135490942725346,1614175747.288521,,5.84605224609375,6.476481420049627
17,23.211074920274044,0.001060102477972448,,,-0.0006144861858542942,-0.0021355138141456805,1614175747.2927856,,5.84605224609375,6.493972835690148
18,23.211143704141115,0.001457447384380584,,,0.00026053668556599895,-0.0021355366855660145,1614175747.2962828,,5.84605224609375,6.515665194311716
19,23.211443501374845,0.0019780543473316516,,,0.001135559556986348,-0.002135559556986349,1614175747.3001063,,5.855465108486309,6.533107659145246
20,23.211545298365326,0.0019757711427968454,,,0.0003855824284067096,-0.0021355824284066834,1614175747.3035963,,5.869183296429587,6.552284623323147
21,23.211713103487888,0.001823649376338009,,,0.0006356052998270165,-0.002135605299827018,1614175747.30723,,5.883466593494999,6.5704376385767445
22,23.21191391569561,0.001746440037008743,,,0.0007606281712473372,-0.0021356281712473523,1614175747.3119369,,5.901968059977865,6.593582703189739
23,23.212345741269996,0.0018440324532773282,,,0.0016356510426676863,-0.002135651042667687,1614175747.3154113,,5.91562533234413,6.61146720036878
24,23.21264556869496,0.0018916756360901745,,,0.0011356739140880204,-0.0021356739140880212,1614175747.3243015,,5.950570255969554,6.628932809351516
25,23.212747395876672,0.0019143419175643634,,,0.0003856967855083819,-0.0021356967855083557,1614175747.3255568,,5.955504417707589,6.667172169995508
26,23.212354213392885,0.0021118099546362993,,,-0.0014892803430712992,-0.00213571965692869,1614175747.3267684,,5.960267078667266,6.684711770625454
27,23.21189503485351,0.002409162750955088,,,-0.0017392574716509927,-0.0021357425283490246,1614175747.331031,,5.977022610996673,6.705868608073076
28,23.211567866540047,0.0026066216495838936,,,-0.0012392346002306578,-0.002135765399769359,1614175747.3345203,,5.990737987451781,6.7233425709514645
29,23.21180172206241,0.0027791036468738355,,,0.0008857882711897202,-0.0021357882711896935,1614175747.3383672,,6.0058591079918,6.742703320833727
30,23.211969581529193,0.002826719414356938,,,0.0006358111426100262,-0.0021358111426100276,1614175747.341856,,6.019572610121461,6.760857529500989
31,23.2119064397058,0.002849358280501251,,,-0.00023916598596965396,-0.002135834014030362,1614175747.3454797,,6.0338165463524955,6.778331492379378
32,23.21164529763916,0.002946909573775067,,,-0.0009891431145492924,-0.0021358568854506965,1614175747.3489695,,6.04753379713305,6.801924087116631
33,23.211318159516928,0.0030944009620615933,,,-0.001239120243128986,-0.002135879756871031,1614175747.352549,,6.061604358260279,6.819652247105599
34,23.211651048371277,0.0031419984526579836,,,0.0012609026282913507,-0.0021359026282913654,1614175747.3623893,,6.100283875337947,6.857858192166979
35,23.211455926513203,0.00321456370614994,,,-0.0007390745002883166,-0.0021359254997117,1614175747.3636343,,6.105177739078882,6.875384665246614
36,23.211194808599547,0.003287919480553689,,,-0.0009890516288679546,-0.0021359483711320343,1614175747.3691294,,6.12677746552489,6.896453190083048
37,23.211065700911803,0.0034630139958519183,,,-0.0004890287574476197,-0.0021359712425523688,1614175747.3714917,,6.136062873787084,6.913902644252583
38,23.21090359821539,0.0035606349633311185,,,-0.0006140058860272714,-0.0021359941139727032,1614175747.3764627,,6.1581667342598685,6.933028345740369
