t,T4,T5,T6,T7,T8,Tin,Tin_amb,Tout,note,duty
2021-02-17 17:05:40,25.52145192323349,26.21659212940254,24.771731906743543,24.48570356600622,23.8300430077296,23.848388671875,24.224606230113082,23.859696320481476,Started logging,0.0
2021-02-17 17:05:43,25.52145192323349,26.224536061874044,24.775400045511415,24.481783714749003,23.837414562848046,23.852081298828125,24.22090160913089,23.859696320481476,,
2021-02-17 17:05:43,25.514036176612645,26.228524509297497,24.771731906743543,24.481783714749003,23.837414562848046,23.848388671875,24.23578183674269,23.863380756649775,,
2021-02-17 17:05:44,25.52145192323349,26.23247999434555,24.775400045511415,24.481783714749003,23.84111563409009,23.852081298828125,24.224606230113082,23.867065192818075,,
2021-02-17 17:05:45,25.521605141138878,26.224733836126447,24.768216607091,24.478027190627504,23.833897015799824,23.855926513671875,24.22105596833848,23.863563455963906,,
2021-02-17 17:05:46,25.51422003809911,26.224733836126447,24.768216607091,24.478027190627504,23.83022653192342,23.84857177734375,24.22105596833848,23.867217442246517,,
2021-02-17 17:05:47,25.521605141138878,26.232677768597952,24.78295029780862,24.485899558569077,23.83759808704187,23.844879150390625,24.22479146116219,23.870901878414816,,
2021-02-17 17:05:48,25.525313014449303,26.232677768597952,24.77558345244981,24.485899558569077,23.84129915828391,23.866943359375,24.22479146116219,23.870901878414816,,
2021-02-17 17:05:49,25.521605141138878,26.232677768597952,24.779282159040747,24.489852075253438,23.83022653192342,23.859619140625,24.22105596833848,23.863563455963906,,
2021-02-17 17:05:50,25.517927911409533,26.224733836126447,24.77188474585887,24.485899558569077,23.83022653192342,23.84857177734375,24.22105596833848,23.859879019795606,,
2021-02-17 17:05:51,25.516073974754324,26.22275609360242,24.768201323179465,24.48393963294047,23.833897015799824,23.85040283203125,24.22105596833848,23.863548231021063,,
2021-02-17 17:05:52,25.521605141138878,26.2287222835499,24.78295029780862,24.485899558569077,23.844969642160315,23.852264404296875,24.22849608214438,23.867217442246517,,
2021-02-17 17:05:53,25.518081129314922,26.228887095426902,24.775766859388202,24.48214303444758,23.841452095112093,23.8487548828125,24.2249766922113,23.867400141560648,,
2021-02-17 17:05:54,25.514403899585577,26.232842580474955,24.779434998156074,24.490015402389155,23.837781611235688,23.856109619140625,24.221241199387592,23.863715705392348,,
2021-02-17 17:05:55,25.52546623235469,26.228887095426902,24.772068152797264,24.48609555113194,23.834080539993646,23.8524169921875,24.22868131319349,23.867400141560648,,
2021-02-17 17:05:56,25.510696026275156,26.220943162955397,24.779434998156074,24.48609555113194,23.841452095112093,23.856109619140625,24.2249766922113,23.856377282941438,,
2021-02-17 17:05:57,25.514557117490966,26.229051907303905,24.772220991912594,24.49017872952487,23.84160503194028,23.85992431640625,24.22513105141889,23.86386795482079,,
2021-02-17 17:05:58,25.521789002625347,26.236831027898408,24.783133704747012,24.48609555113194,23.841452095112093,23.856109619140625,24.23238593417568,23.871084577728947,,
2021-02-17 17:05:59,25.521942220530736,26.229051907303905,24.775919698503532,24.47835384489894,23.83053240557979,23.85992431640625,24.232540293383273,23.8712063772717,,
2021-02-17 17:06:00,25.52563477205062,26.235001616063684,24.777753767887468,24.49017872952487,23.839769790002077,23.856246948242188,24.230687982892178,23.86571017290494,,
2021-02-17 17:06:01,25.525650093841158,26.233007392351958,24.779587837271404,24.49017872952487,23.84160503194028,23.85992431640625,24.22513105141889,23.86021396853818,,
