x_high_0.025,T_high_0.025,x_rxn,T_rxn
0.05498,313.5282414,0.05654,317.8899704
0.055,313.52484,0.05657,317.8883133
0.05502,313.5214392,0.05661,317.8865173
0.05504,313.518039,0.05662,317.8846983
0.05506,313.5146395,0.05664,317.8829255
0.05508,313.5112406,0.05666,317.8811296
0.0551,313.5078423,0.05668,317.8789405
0.05512,313.5044446,0.05669,317.8766358
0.05514,313.5010476,0.05672,317.8745855
0.05516,313.4976512,0.05673,317.872674
0.05518,313.4942554,0.05676,317.8710168
0.0552,313.4908602,0.05676,317.869244
0.05522,313.4874657,0.05681,317.8671706
0.05524,313.4840717,0.05683,317.8649353
0.05526,313.4806784,0.05685,317.8627462
0.05528,313.4772858,0.05687,317.8607191
0.0553,313.4738937,0.05688,317.8585763
0.05532,313.4705023,0.0569,317.8564566
0.05534,313.4671115,0.05692,317.8543832
0.05536,313.4637213,0.05694,317.8525179
0.05538,313.4603317,0.05695,317.8507913
0.0554,313.4569428,0.05696,317.8489954
0.05542,313.4535545,0.057,317.8472226
0.05544,313.4501668,0.05702,317.8454499
0.05546,313.4467797,0.05704,317.8433533
0.05548,313.4433933,0.05706,317.8415343
0.0555,313.4400074,0.05708,317.8398309
0.05552,313.4366222,0.0571,317.8380812
0.05554,313.4332376,0.05711,317.8362391
0.05556,313.4298537,0.05714,317.8343044
0.05558,313.4264703,0.05714,317.8324623
0.0556,313.4230876,0.05715,317.8303426
0.05562,313.4197055,0.05719,317.8280842
0.05564,313.416324,0.05721,317.8262883
0.05566,313.4129431,0.05723,317.824238
0.05568,313.4095629,0.05725,317.8223958
0.0557,313.4061833,0.05726,317.8207156
0.05572,313.4028043,0.05728,317.8189197
0.05574,313.3994259,0.0573,317.8168231
0.05576,313.3960481,0.05732,317.8145647
0.05578,313.392671,0.05734,317.8122369
0.0558,313.3892945,0.05736,317.8105798
0.05582,313.3859186,0.05738,317.8087607
0.05584,313.3825433,0.05742,317.8070573
0.05586,313.3791687,0.05744,317.8050764
0.05588,313.3757946,0.05745,317.8032112
0.0559,313.3724212,0.05747,317.8016234
0.05592,313.3690484,0.0575,317.7998506
0.05594,313.3656762,0.05751,317.7977772
0.05596,313.3623046,0.05753,317.7957038
0.05598,313.3589337,0.05754,317.7939542
0.056,313.3555634,0.05757,317.7923664
0.05602,313.3521937,0.05758,317.7904549
0.05604,313.3488246,0.05763,317.7887515
0.05606,313.3454561,0.05765,317.7871638
0.05608,313.3420883,0.05766,317.785391
0.0561,313.338721,0.05768,317.7835489
0.05612,313.3353544,0.0577,317.7816836
0.05614,313.3319884,0.05772,317.7796564
0.05616,313.328623,0.05774,317.777583
0.05618,313.3252583,0.05776,317.7758334
0.0562,313.3218941,0.05776,317.7741532
0.05622,313.3185306,0.05777,317.7723804
0.05624,313.3151677,0.05781,317.7705151
0.05626,313.3118054,0.05783,317.7685574
0.05628,313.3084437,0.05785,317.7668309
0.0563,313.3050827,0.05787,317.7649656
0.05632,313.3017222,0.05789,317.7628228
0.05634,313.2983624,0.05791,317.7608188
0.05636,313.2950032,0.05793,317.7587685
0.05638,313.2916446,0.05795,317.756857
0.0564,313.2882866,0.05796,317.7551074
0.05642,313.2849293,0.05796,317.753219
0.05644,313.2815726,0.05801,317.7514231
0.05646,313.2782164,0.05802,317.7494191
0.05648,313.2748609,0.05804,317.7475539
0.0565,313.271506,0.05806,317.745758
0.05652,313.2681518,0.05808,317.7438465
0.05654,313.2647981,0.0581,317.7416806
0.05656,313.2614451,0.05811,317.7394684
0.05658,313.2580926,0.05813,317.7372332
0.0566,313.2547408,0.05815,317.7354835
0.05662,313.2513896,0.0582,317.7336183
0.05664,313.248039,0.05821,317.7316143
0.05666,313.2446891,0.05823,317.7296796
0.05668,313.2413397,0.05825,317.7279069
0.0567,313.237991,0.05827,317.7263885
0.05672,313.2346429,0.05829,317.7247546
0.05674,313.2312953,0.0583,317.7231437
0.05676,313.2279484,0.05833,317.7214635
0.05678,313.2246022,0.05834,317.7193669
0.0568,313.2212565,0.05838,317.7174092
0.05682,313.2179115,0.0584,317.7153358
0.05684,313.214567,0.05842,317.7135631
0.05686,313.2112232,0.05844,317.7116516
0.05688,313.20788,0.05846,317.7099482
0.0569,313.2045374,0.05848,317.7080136
0.05692,313.2011954,0.05849,317.7061483
0.05694,313.197854,0.05852,317.70426
0.05696,313.1945133,0.05853,317.7023716
0.05698,313.1911731,0.05857,317.700807
0.057,313.1878336,0.05859,317.6992193
0.05702,313.1844947,0.05861,317.6971459
0.05704,313.1811564,0.05863,317.6950263
0.05706,313.1778187,0.05865,317.6932073
0.05708,313.1744816,0.05867,317.6912495
0.0571,313.1711452,0.05869,317.6890605
0.05712,313.1678093,0.0587,317.686964
0.05714,313.1644741,0.05872,317.6852838
0.05716,313.1611395,0.05876,317.6836729
0.05718,313.1578054,0.05878,317.6820621
0.0572,313.154472,0.0588,317.6799887
0.05722,313.1511392,0.05882,317.6777997
0.05724,313.1478071,0.05884,317.6755876
0.05726,313.1444755,0.05886,317.6735373
0.05728,313.1411445,0.05888,317.6716259
0.0573,313.1378142,0.05889,317.66983
0.05732,313.1344845,0.05892,317.6682192
0.05734,313.1311554,0.05897,317.6665852
0.05736,313.1278268,0.05899,317.6649281
0.05738,313.1244989,0.05901,317.6627853
0.0574,313.1211717,0.05903,317.6608739
0.05742,313.117845,0.05905,317.6591011
0.05744,313.1145189,0.05907,317.6573053
0.05746,313.1111935,0.05908,317.6554169
0.05748,313.1078686,0.05911,317.6536673
0.0575,313.1045444,0.05912,317.6515708
0.05752,313.1012207,0.05916,317.6495206
0.05754,313.0978977,0.05918,317.6476554
0.05756,313.0945753,0.0592,317.6454201
0.05758,313.0912535,0.05921,317.643393
0.0576,313.0879324,0.05924,317.641574
0.05762,313.0846118,0.05925,317.6399401
0.05764,313.0812918,0.05928,317.6381442
0.05766,313.0779725,0.05929,317.6361865
0.05768,313.0746537,0.05931,317.6343213
0.0577,313.0713356,0.05935,317.6324329
0.05772,313.068018,0.05937,317.6308684
0.05774,313.0647011,0.05939,317.629165
0.05776,313.0613848,0.05941,317.6271379
0.05778,313.0580691,0.05942,317.6249721
0.0578,313.054754,0.05944,317.6228524
0.05782,313.0514395,0.05946,317.6208716
0.05784,313.0481257,0.05948,317.6189832
0.05786,313.0448124,0.0595,317.6170255
0.05788,313.0414997,0.05951,317.6150678
0.0579,313.0381877,0.05951,317.613272
0.05792,313.0348762,0.05956,317.6115455
0.05794,313.0315654,0.05957,317.6095415
0.05796,313.0282552,0.05959,317.6073988
0.05798,313.0249456,0.05961,317.6055567
0.058,313.0216365,0.05963,317.6040615
0.05802,313.0183281,0.05965,317.6024276
0.05804,313.0150203,0.05967,317.6005624
0.05806,313.0117132,0.05969,317.5987203
0.05808,313.0084066,0.05971,317.5970632
0.0581,313.0051006,0.05975,317.5955449
0.05812,313.0017952,0.05977,317.593934
0.05814,312.9984905,0.05978,317.5919301
0.05816,312.9951863,0.0598,317.5899724
0.05818,312.9918828,0.05983,317.5881072
0.0582,312.9885798,0.05984,317.5860338
0.05822,312.9852775,0.05986,317.5842149
0.05824,312.9819758,0.05988,317.5821878
0.05826,312.9786746,0.0599,317.5802301
0.05828,312.9753741,0.05994,317.5784805
0.0583,312.9720742,0.05996,317.5768697
0.05832,312.9687749,0.05998,317.5749813
0.05834,312.9654762,0.05999,317.5728617
0.05836,312.9621781,0.06001,317.5707421
0.05838,312.9588806,0.06003,317.5687844
0.0584,312.9555837,0.06005,317.5670117
0.05842,312.9522874,0.06007,317.5652622
0.05844,312.9489918,0.06009,317.5633045
0.05846,312.9456967,0.06013,317.5614855
0.05848,312.9424022,0.06014,317.5592965
0.0585,312.9391084,0.06016,317.5573851
0.05852,312.9358151,0.06018,317.5554736
0.05854,312.9325225,0.0602,317.5534466
0.05856,312.9292304,0.06022,317.5513501
0.05858,312.925939,0.06024,317.5494849
0.0586,312.9226482,0.06025,317.5476428
0.05862,312.9193579,0.06028,317.5455695
0.05864,312.9160683,0.06032,317.5435655
0.05866,312.9127793,0.06034,317.5417928
0.05868,312.9094909,0.06035,317.5397426
0.0587,312.906203,0.06037,317.5376924
0.05872,312.9029158,0.06039,317.5354341
0.05874,312.8996292,0.06041,317.5334301
0.05876,312.8963432,0.06043,317.5316575
0.05878,312.8930578,0.06044,317.5299079
0.0588,312.889773,0.06047,317.5279733
0.05882,312.8864888,0.06048,317.5258537
0.05884,312.8832052,0.06052,317.5238498
0.05886,312.8799222,0.06055,317.5219152
0.05888,312.8766398,0.06056,317.520235
0.0589,312.873358,0.06058,317.5184624
0.05892,312.8700769,0.0606,317.5167822
0.05894,312.8667963,0.06062,317.5149401
0.05896,312.8635163,0.06064,317.5129362
0.05898,312.8602369,0.06066,317.511071
0.059,312.8569581,0.06066,317.5091364
0.05902,312.85368,0.06067,317.5070168
0.05904,312.8504024,0.06071,317.5051517
0.05906,312.8471254,0.06073,317.5031015
0.05908,312.8438491,0.06075,317.5012825
0.0591,312.8405733,0.06077,317.4995099
0.05912,312.8372981,0.06079,317.4973903
0.05914,312.8340236,0.06081,317.4951551
0.05916,312.8307496,0.06082,317.4928274
0.05918,312.8274762,0.06085,317.4908928
0.0592,312.8242035,0.06086,317.4890508
0.05922,312.8209313,0.0609,317.4869774
0.05924,312.8176598,0.06092,317.485066
0.05926,312.8143888,0.06094,317.4831083
0.05928,312.8111185,0.06096,317.4811506
0.0593,312.8078487,0.06098,317.4791698
0.05932,312.8045795,0.061,317.4771659
0.05934,312.801311,0.06101,317.4750926
0.05936,312.798043,0.06103,317.4732274
0.05938,312.7947757,0.06105,317.4715704
0.0594,312.7915089,0.0611,317.4699133
0.05942,312.7882428,0.06111,317.46784
0.05944,312.7849772,0.06113,317.4656511
0.05946,312.7817122,0.06115,317.463624
0.05948,312.7784479,0.06117,317.4617588
0.0595,312.7751841,0.06119,317.4598705
0.05952,312.771921,0.0612,317.4582366
0.05954,312.7686584,0.06123,317.4565796
0.05956,312.7653964,0.06124,317.4550845
0.05958,312.7621351,0.06128,317.4534737
0.0596,312.7588743,0.0613,317.4514004
0.05962,312.7556141,0.06132,317.4492346
0.05964,312.7523546,0.06134,317.4474156
0.05966,312.7490956,0.06136,317.4456892
0.05968,312.7458372,0.06138,317.4436853
0.0597,312.7425794,0.06139,317.4417276
0.05972,312.7393223,0.06142,317.4399781
0.05974,312.7360657,0.06143,317.4380204
0.05976,312.7328097,0.06147,317.4360859
0.05978,312.7295543,0.06149,317.4340588
0.0598,312.7262996,0.06151,317.4321243
0.05982,312.7230454,0.06152,317.4301204
0.05984,312.7197918,0.06155,317.4284171
0.05986,312.7165388,0.06157,317.4267832
0.05988,312.7132864,0.06159,317.4250337
0.0599,312.7100346,0.0616,317.4232147
0.05992,312.7067834,0.06162,317.4212571
0.05994,312.7035328,0.06166,317.4194613
0.05996,312.7002828,0.06168,317.4178274
0.05998,312.6970334,0.0617,317.4155922
0.06,312.6937846,0.06172,317.4131027
0.06002,312.6905363,0.06173,317.4107287
0.06004,312.6872887,0.06175,317.4090254
0.06006,312.6840417,0.06178,317.4073222
0.06008,312.6807953,0.06179,317.4053876
0.0601,312.6775494,0.06181,317.4036612
0.06012,312.6743042,0.06185,317.4018886
0.06014,312.6710596,0.06187,317.4003009
0.06016,312.6678155,0.06189,317.398297
0.06018,312.6645721,0.06191,317.3963394
0.0602,312.6613292,0.06193,317.3942661
0.06022,312.6580869,0.06195,317.3923778
0.06024,312.6548453,0.06196,317.3904895
0.06026,312.6516042,0.06199,317.3885319
0.06028,312.6483637,0.062,317.386713
0.0603,312.6451239,0.06204,317.3850097
0.06032,312.6418846,0.06206,317.3832139
0.06034,312.6386459,0.06208,317.3811175
0.06036,312.6354078,0.06209,317.3789517
0.06038,312.6321703,0.06211,317.3768322
0.0604,312.6289334,0.06213,317.3746664
0.06042,312.6256971,0.06216,317.3728013
0.06044,312.6224613,0.06217,317.3709592
0.06046,312.6192262,0.06219,317.3690478
0.06048,312.6159917,0.0622,317.3673215
0.0605,312.6127578,0.06225,317.3654332
0.06052,312.6095244,0.06227,317.363568
0.06054,312.6062917,0.06229,317.3614948
0.06056,312.6030595,0.0623,317.3595371
0.06058,312.5998279,0.06232,317.3575795
0.0606,312.596597,0.06234,317.3556449
0.06062,312.5933666,0.06236,317.3537567
0.06064,312.5901368,0.06238,317.3517759
0.06066,312.5869076,0.0624,317.349772
0.06068,312.583679,0.06242,317.34793
0.0607,312.580451,0.06245,317.3460649
0.06072,312.5772236,0.06248,317.344431
0.06074,312.5739968,0.06249,317.3425196
0.06076,312.5707706,0.06251,317.3405619
0.06078,312.5675449,0.06253,317.3382343
0.0608,312.5643199,0.06255,317.3363229
0.06082,312.5610954,0.06257,317.3345503
0.06084,312.5578716,0.06259,317.3327083
0.06086,312.5546483,0.06261,317.3307969
0.06088,312.5514256,0.06264,317.3288392
0.0609,312.5482036,0.06266,317.3268122
0.06092,312.5449821,0.06268,317.3250165
0.06094,312.5417612,0.0627,317.3235445
0.06096,312.5385409,0.06272,317.3219569
0.06098,312.5353211,0.06274,317.3200686
0.061,312.532102,0.06276,317.318111
0.06102,312.5288835,0.06278,317.3159452
0.06104,312.5256655,0.0628,317.3139413
0.06106,312.5224482,0.06284,317.3119374
0.06108,312.5192314,0.06285,317.3099798
0.0611,312.5160152,0.06287,317.3081147
0.06112,312.5127997,0.06289,317.306157
0.06114,312.5095847,0.06291,317.3044307
0.06116,312.5063703,0.06293,317.3026812
0.06118,312.5031564,0.06295,317.3007929
0.0612,312.4999432,0.06296,317.2990665
0.06122,312.4967306,0.06299,317.2971089
0.06124,312.4935186,0.063,317.2951282
0.06126,312.4903071,0.06305,317.2931705
0.06128,312.4870962,0.06306,317.2911435
0.0613,312.483886,0.06308,317.2890934
0.06132,312.4806763,0.0631,317.2872745
0.06134,312.4774672,0.06312,317.2855482
0.06136,312.4742587,0.06314,317.2837062
0.06138,312.4710508,0.06316,317.2820029
0.0614,312.4678434,0.06318,317.2802303
0.06142,312.4646367,0.06318,317.278157
0.06144,312.4614305,0.06319,317.2761532
0.06146,312.458225,0.06323,317.2742649
0.06148,312.45502,0.06325,317.2727236
0.0615,312.4518156,0.06327,317.2710897
0.06152,312.4486118,0.06329,317.2690627
0.06154,312.4454086,0.06331,317.2671976
0.06156,312.442206,0.06333,317.2653325
0.06158,312.439004,0.06334,317.2633749
0.0616,312.4358025,0.06337,317.2614404
0.06162,312.4326017,0.06337,317.2592746
0.06164,312.4294014,0.06342,317.2572014
0.06166,312.4262017,0.06344,317.2553363
0.06168,312.4230026,0.06346,317.2539106
0.0617,312.4198041,0.06348,317.2521842
0.06172,312.4166062,0.0635,317.2500416
0.06174,312.4134088,0.06352,317.2477602
0.06176,312.4102121,0.06353,317.2455713
0.06178,312.4070159,0.06355,317.2437062
0.0618,312.4038204,0.06357,317.2419105
0.06182,312.4006254,0.06361,317.239976
0.06184,312.397431,0.06363,317.2378334
0.06186,312.3942372,0.06365,317.2359914
0.06188,312.3910439,0.06367,317.2340569
0.0619,312.3878513,0.06369,317.2321918
0.06192,312.3846592,0.06371,317.2304423
0.06194,312.3814678,0.06372,317.2286235
0.06196,312.3782769,0.06374,317.2268971
0.06198,312.3750866,0.06376,317.2250551
0.062,312.3718969,0.0638,317.2228894
0.06202,312.3687078,0.06382,317.220793
0.06204,312.3655192,0.06384,317.2187198
0.06206,312.3623313,0.06386,317.2168316
0.06208,312.3591439,0.06388,317.2149433
0.0621,312.3559571,0.0639,317.2129626
0.06212,312.3527709,0.06391,317.2112594
0.06214,312.3495853,0.06393,317.2093943
0.06216,312.3464003,0.06395,317.2075523
0.06218,312.3432158,0.06399,317.205456
0.0622,312.340032,0.06401,317.2033133
0.06222,312.3368487,0.06403,317.2015639
0.06224,312.333666,0.06405,317.199745
0.06226,312.3304839,0.06407,317.1978337
0.06228,312.3273024,0.06409,317.1957605
0.0623,312.3241214,0.0641,317.1937566
0.06232,312.3209411,0.06413,317.191799
0.06234,312.3177613,0.06414,317.189772
0.06236,312.3145821,0.06418,317.1879301
0.06238,312.3114035,0.0642,317.18588
0.0624,312.3082255,0.06422,317.1841768
0.06242,312.3050481,0.06424,317.1825892
0.06244,312.3018712,0.06425,317.1808628
0.06246,312.2986949,0.06427,317.1789978
0.06248,312.2955192,0.0643,317.1771327
0.0625,312.2923441,0.06431,317.1752444
0.06252,312.2891696,0.06433,317.1730325
0.06254,312.2859957,0.06437,317.1708899
0.06256,312.2828223,0.06439,317.1689091
0.06258,312.2796496,0.06441,317.1670903
0.0626,312.2764774,0.06443,317.1650402
0.06262,312.2733058,0.06445,317.1630826
0.06264,312.2701347,0.06447,317.1614488
0.06266,312.2669643,0.06448,317.1596993
0.06268,312.2637944,0.06451,317.1578343
0.0627,312.2606251,0.06452,317.1558304
0.06272,312.2574564,0.06456,317.1537803
0.06274,312.2542883,0.06458,317.1518921
0.06276,312.2511208,0.0646,317.1497264
0.06278,312.2479538,0.06461,317.1477226
0.0628,312.2447875,0.06463,317.1458343
0.06282,312.2416217,0.06465,317.1442699
0.06284,312.2384565,0.06467,317.1424742
0.06286,312.2352918,0.06468,317.1404935
0.06288,312.2321278,0.06471,317.1385359
0.0629,312.2289643,0.06472,317.136509
0.06292,312.2258014,0.06477,317.1345976
0.06294,312.2226391,0.06479,317.1323163
0.06296,312.2194774,0.0648,317.1302431
0.06298,312.2163163,0.06482,317.1281005
0.063,312.2131557,0.06484,317.1261198
0.06302,312.2099957,0.06486,317.1243241
0.06304,312.2068363,0.06488,317.1223202
0.06306,312.2036775,0.0649,317.1202008
0.06308,312.2005192,0.06492,317.1181969
0.0631,312.1973616,0.06494,317.1159619
0.06312,312.1942045,0.06494,317.1138424
0.06314,312.191048,0.06495,317.1118154
0.06316,312.1878921,0.06501,317.1101585
0.06318,312.1847367,0.06503,317.1084784
0.0632,312.1815819,0.06505,317.106914
0.06322,312.1784278,0.06507,317.1050489
0.06324,312.1752742,0.06508,317.1029064
0.06326,312.1721211,0.06511,317.1007869
0.06328,312.1689687,0.06513,317.0985981
0.0633,312.1658168,0.06515,317.096733
0.06332,312.1626655,0.06516,317.0950067
0.06334,312.1595148,0.06519,317.0930491
0.06336,312.1563647,0.06519,317.0911609
0.06338,312.1532151,0.06524,317.089319
0.0634,312.1500661,0.06526,317.0877546
0.06342,312.1469177,0.06528,317.0859126
0.06344,312.1437699,0.0653,317.0839319
0.06346,312.1406226,0.06531,317.0819512
0.06348,312.137476,0.06534,317.0797624
0.0635,312.1343299,0.06535,317.077643
0.06352,312.1311844,0.06537,317.0754773
0.06354,312.1280394,0.06538,317.0734734
0.06356,312.1248951,0.06541,317.0717703
0.06358,312.1217513,0.06542,317.069859
0.0636,312.1186081,0.06547,317.0679476
0.06362,312.1154655,0.06548,317.0661057
0.06364,312.1123234,0.06551,317.0641019
0.06366,312.1091819,0.06553,317.0619362
0.06368,312.106041,0.06554,317.0600711
0.0637,312.1029007,0.06556,317.0584374
0.06372,312.099761,0.06558,317.0566186
0.06374,312.0966218,0.0656,317.0547997
0.06376,312.0934832,0.06561,317.0529809
0.06378,312.0903452,0.06564,317.0510465
0.0638,312.0872078,0.06565,317.0492971
0.06382,312.0840709,0.06569,317.0474552
0.06384,312.0809346,0.06571,317.0456364
0.06386,312.0777989,0.06574,317.0438176
0.06388,312.0746638,0.06575,317.0421375
0.0639,312.0715292,0.06577,317.0404344
0.06392,312.0683952,0.06579,317.0384074
0.06394,312.0652618,0.06581,317.0364036
0.06396,312.062129,0.06583,317.0344229
0.06398,312.0589967,0.06584,317.0324654
0.064,312.0558651,0.06587,317.0304616
0.06402,312.0527339,0.06587,317.0283884
0.06404,312.0496034,0.06592,317.0266621
0.06406,312.0464734,0.06594,317.0249127
0.06408,312.0433441,0.06596,317.0230014
0.0641,312.0402153,0.06598,317.021067
0.06412,312.037087,0.06599,317.0190169
0.06414,312.0339594,0.06602,317.0175219
0.06416,312.0308323,0.06604,317.0158187
0.06418,312.0277058,0.06606,317.0140462
0.0642,312.0245798,0.06607,317.011973
0.06422,312.0214545,0.0661,317.010108
0.06424,312.0183297,0.0661,317.0084511
0.06426,312.0152054,0.06615,317.006771
0.06428,312.0120818,0.06617,317.0050679
0.0643,312.0089587,0.06619,317.0029716
0.06432,312.0058362,0.06621,317.001014
0.06434,312.0027143,0.06623,316.9989409
0.06436,311.999593,0.06625,316.9970527
0.06438,311.9964722,0.06626,316.9951183
0.0644,311.993352,0.06628,316.9929757
0.06442,311.9902323,0.06629,316.9908794
0.06444,311.9871133,0.06632,316.9890838
0.06446,311.9839948,0.06633,316.9874269
0.06448,311.9808769,0.06638,316.98577
0.0645,311.9777595,0.06639,316.9839281
0.06452,311.9746428,0.06642,316.981878
0.06454,311.9715266,0.06644,316.9797124
0.06456,311.9684109,0.06645,316.9779398
0.06458,311.9652959,0.06647,316.9764217
0.0646,311.9621814,0.06649,316.9747186
0.06462,311.9590675,0.06651,316.9731542
0.06464,311.9559542,0.06652,316.9713354
0.06466,311.9528414,0.06655,316.9695166
0.06468,311.9497292,0.06656,316.967536
0.0647,311.9466176,0.06661,316.9655322
0.06472,311.9435065,0.06663,316.963644
0.06474,311.940396,0.06664,316.9615477
0.06476,311.9372861,0.06666,316.9596827
0.06478,311.9341768,0.06668,316.9577714
0.0648,311.931068,0.0667,316.9559758
0.06482,311.9279598,0.06672,316.954157
0.06484,311.9248522,0.06673,316.9522689
0.06486,311.9217451,0.06676,316.9505888
0.06488,311.9186386,0.06678,316.9488857
0.0649,311.9155327,0.06678,316.9470669
0.06492,311.9124274,0.06683,316.9452482
0.06494,311.9093226,0.06685,316.9434756
0.06496,311.9062184,0.06687,316.9415644
0.06498,311.9031148,0.06689,316.9394912
0.065,311.9000117,0.06691,316.9374643
0.06502,311.8969092,0.06693,316.9352293
0.06504,311.8938073,0.06694,316.9329711
0.06506,311.8907059,0.06696,316.9309905
0.06508,311.8876051,0.06699,316.9290792
0.0651,311.8845049,0.067,316.9273992
0.06512,311.8814053,0.06701,316.9258579
0.06514,311.8783062,0.06706,316.9240623
0.06516,311.8752077,0.06707,316.9222435
0.06518,311.8721097,0.0671,316.9204479
0.0652,311.8690123,0.06711,316.9187216
0.06522,311.8659155,0.06713,316.9168335
0.06524,311.8628193,0.06715,316.915061
0.06526,311.8597236,0.06717,316.9132885
0.06528,311.8566285,0.06719,316.911331
0.0653,311.853534,0.06721,316.9092809
0.06532,311.85044,0.06723,316.9072772
0.06534,311.8473466,0.06723,316.9055278
0.06536,311.8442538,0.06724,316.9039634
0.06538,311.8411615,0.06729,316.9022834
0.0654,311.8380699,0.0673,316.9006728
0.06542,311.8349787,0.06732,316.8989466
0.06544,311.8318882,0.06734,316.8970122
0.06546,311.8287982,0.06736,316.8950315
0.06548,311.8257088,0.06738,316.8930278
0.0655,311.8226199,0.0674,316.8911859
0.06552,311.8195316,0.06742,316.8892978
0.06554,311.8164439,0.06743,316.8873634
0.06556,311.8133567,0.06746,316.8856603
0.06558,311.8102701,0.06746,316.8840265
0.0656,311.8071841,0.06747,316.8821384
0.06562,311.8040987,0.06751,316.8802965
0.06564,311.8010138,0.06753,316.8785009
0.06566,311.7979294,0.06755,316.876659
0.06568,311.7948457,0.06757,316.874609
0.0657,311.7917625,0.06759,316.8726746
0.06572,311.7886799,0.06761,316.8708096
0.06574,311.7855978,0.06762,316.8688753
0.06576,311.7825163,0.06765,316.8671953
0.06578,311.7794354,0.06766,316.8655615
0.0658,311.776355,0.06768,316.8641128
0.06582,311.7732752,0.06769,316.8628953
0.06584,311.770196,0.0677,316.8613541
0.06586,311.7671173,0.06774,316.8595354
0.06588,311.7640392,0.06776,316.8577629
0.0659,311.7609617,0.06778,316.855921
0.06592,311.7578847,0.0678,316.8539635
0.06594,311.7548083,0.06781,316.8520754
0.06596,311.7517325,0.06783,316.8502335
0.06598,311.7486572,0.06785,316.8485073
0.066,311.7455825,0.06788,316.8468736
0.06602,311.7425084,0.06789,316.8452398
0.06604,311.7394348,0.06791,316.8434905
0.06606,311.7363618,0.06792,316.8413711
0.06608,311.7332893,0.06792,316.8395755
0.0661,311.7302174,0.06797,316.8378724
0.06612,311.7271461,0.06799,316.8360768
0.06614,311.7240753,0.06801,316.8343274
0.06616,311.7210051,0.06802,316.8325549
0.06618,311.7179355,0.06804,316.8307362
0.0662,311.7148664,0.06806,316.8288481
0.06622,311.7117979,0.06808,316.8267518
0.06624,311.70873,0.0681,316.8249562
0.06626,311.7056626,0.06812,316.823045
0.06628,311.7025958,0.06814,316.8213188
0.0663,311.6995295,0.06814,316.8197544
0.06632,311.6964638,0.06815,316.8178201
0.06634,311.6933987,0.0682,316.8159088
0.06636,311.6903341,0.06821,316.8139282
0.06638,311.6872701,0.06823,316.8119939
0.0664,311.6842067,0.06825,316.8101289
0.06642,311.6811438,0.06827,316.808287
0.06644,311.6780815,0.06829,316.8063527
0.06646,311.6750197,0.06831,316.8044646
0.06648,311.6719585,0.06833,316.8025071
0.0665,311.6688979,0.06834,316.8005496
0.06652,311.6658378,0.06837,316.7986152
0.06654,311.6627783,0.06838,316.7966577
0.06656,311.6597194,0.06842,316.7945846
0.06658,311.656661,0.06844,316.7927197
0.0666,311.6536032,0.06846,316.7909934
0.06662,311.6505459,0.06848,316.7891747
0.06664,311.6474892,0.06849,316.7873791
0.06666,311.6444331,0.06852,316.7855373
0.06668,311.6413775,0.06854,316.7837417
0.0667,311.6383225,0.06856,316.7820386
0.06672,311.635268,0.06857,316.7803355
0.06674,311.6322141,0.0686,316.7785399
0.06676,311.6291608,0.0686,316.77686
0.06678,311.626108,0.06865,316.7750875
0.0668,311.6230558,0.06867,316.7730375
0.06682,311.6200041,0.06869,316.7709182
0.06684,311.616953,0.06871,316.7691226
0.06686,311.6139025,0.06872,316.7674426
0.06688,311.6108525,0.06875,316.7657858
0.0669,311.6078031,0.06877,316.7642446
0.06692,311.6047543,0.06878,316.7623565
0.06694,311.601706,0.0688,316.760214
0.06696,311.5986582,0.06883,316.7582797
0.06698,311.5956111,0.06883,316.7565303
0.067,311.5925645,0.06888,316.7548504
0.06702,311.5895184,0.0689,316.753101
0.06704,311.5864729,0.06892,316.7512129
0.06706,311.583428,0.06894,316.7490473
0.06708,311.5803836,0.06895,316.7471824
0.0671,311.5773398,0.06898,316.7453868
0.06712,311.5742965,0.06899,316.74373
0.06714,311.5712538,0.06901,316.7420963
0.06716,311.5682117,0.06902,316.740347
0.06718,311.5651701,0.06905,316.7385514
0.0672,311.562129,0.06906,316.7364551
0.06722,311.5590886,0.0691,316.7343821
0.06724,311.5560487,0.06912,316.7323552
0.06726,311.5530093,0.06915,316.730444
0.06728,311.5499705,0.06917,316.7286253
0.0673,311.5469323,0.06918,316.7268529
0.06732,311.5438946,0.0692,316.7252192
0.06734,311.5408575,0.06922,316.7233773
0.06736,311.5378209,0.06924,316.7214661
0.06738,311.5347849,0.06925,316.7195318
0.0674,311.5317495,0.06928,316.7174125
0.06742,311.5287146,0.06929,316.7155244
0.06744,311.5256802,0.06933,316.7136825
0.06746,311.5226465,0.06935,316.7121182
0.06748,311.5196132,0.06937,316.7102995
0.0675,311.5165806,0.06939,316.7085733
0.06752,311.5135485,0.0694,316.7066853
0.06754,311.5105169,0.06943,316.7046584
0.06756,311.5074859,0.06945,316.7030479
0.06758,311.5044555,0.06947,316.7015992
0.0676,311.5014256,0.06948,316.6998036
0.06762,311.4983963,0.06951,316.6978462
0.06764,311.4953675,0.06951,316.6959812
0.06766,311.4923393,0.06956,316.6943013
0.06768,311.4893116,0.06958,316.6924595
0.0677,311.4862845,0.0696,316.6907102
0.06772,311.483258,0.06961,316.6890071
0.06774,311.480232,0.06963,316.6870497
0.06776,311.4772066,0.06965,316.6851385
0.06778,311.4741817,0.06967,316.6832966
