t,T4,T5,T6,T7,T8,Tin,Tin_amb,Tout,note,Tset,flowrate,duty
2021-02-18 15:22:40,25.56150308370227,25.985459953094683,24.815352190258157,24.24482870625032,23.6229359550034,23.847808837890625,23.907645033245142,23.83707205541498,Started logging,,,0.0
2021-02-18 15:22:43,25.554087337081423,25.97751602062318,24.804286638308408,24.236956338308747,23.619234883761354,23.85882568359375,23.903909540421434,23.833418069132367,,,,
2021-02-18 15:22:43,25.56150308370227,25.97751602062318,24.800618499540537,24.233036487051532,23.619234883761354,23.8441162109375,23.900204919439243,23.840756491583274,,,,
2021-02-18 15:22:44,25.557795210391845,25.98147150567123,24.807985344899347,24.236956338308747,23.619234883761354,23.85150146484375,23.900204919439243,23.840756491583274,,,,
2021-02-18 15:22:45,25.55041010735208,25.969572088151676,24.811684051490285,24.233036487051532,23.611893916008544,23.8441162109375,23.889029312809633,23.833418069132367,,,,
2021-02-18 15:22:46,25.55041010735208,25.97751602062318,24.800618499540537,24.240876189565963,23.619234883761354,23.85150146484375,23.896469426615536,23.83707205541498,,,,
2021-02-18 15:22:47,25.554087337081423,25.969572088151676,24.800618499540537,24.22908397036717,23.61556439988495,23.8441162109375,23.892733933791824,23.833418069132367,,,,
2021-02-18 15:22:48,25.546702234041657,25.969572088151676,24.7969197929496,24.233036487051532,23.6081928447665,23.847808837890625,23.889029312809633,23.826079646681457,,,,
2021-02-18 15:22:49,25.550563325257468,25.969736900028675,24.793404493297054,24.22532744624567,23.604675297718277,23.840606689453125,23.885479051035034,23.8299163322782,,,,
2021-02-18 15:22:50,25.546886095528123,25.965781414980626,24.800771338655867,24.237152330871606,23.619418407955177,23.840606689453125,23.889183672017225,23.8299163322782,,,,
2021-02-18 15:22:51,25.548724710392797,25.969736900028675,24.795253846592523,24.239112256500214,23.617567872334153,23.840606689453125,23.88733136152613,23.83726997967195,,,,
2021-02-18 15:22:52,25.546886095528123,25.973692385076728,24.804470045246802,24.24107218212882,23.612046852836727,23.84429931640625,23.885479051035034,23.837285204614794,,,,
2021-02-18 15:22:53,25.55427119856789,25.969736900028675,24.797103199887992,24.233199814187248,23.612046852836727,23.840606689453125,23.892919164840936,23.833600768446495,,,,
2021-02-18 15:22:54,25.546886095528123,25.965781414980626,24.797103199887992,24.233199814187248,23.60837636896032,23.840606689453125,23.881743558211326,23.826262345995588,,,,
2021-02-18 15:22:55,25.546886095528123,25.965781414980626,24.804470045246802,24.245024698813182,23.615717336713132,23.84429931640625,23.889183672017225,23.833600768446495,,,,
2021-02-18 15:22:56,25.546886095528123,25.969736900028675,24.800771338655867,24.233199814187248,23.612046852836727,23.836944580078125,23.881743558211326,23.833600768446495,,,,
2021-02-18 15:22:57,25.547008669852435,25.965913264482225,24.789858625821445,24.229410624638607,23.615870273541315,23.837066650390625,23.881867045577398,23.830068581706637,,,,
2021-02-18 15:22:58,25.547008669852435,25.97389015932913,24.793526764589316,24.22153825669703,23.60849871842287,23.84075927734375,23.881867045577398,23.83372256798925,,,,
2021-02-18 15:22:59,25.547008669852435,25.97389015932913,24.793526764589316,24.233363141322965,23.615870273541315,23.848114013671875,23.881867045577398,23.83372256798925,,,,
2021-02-18 15:23:00,25.550793152115553,25.979905792839713,24.802834666712794,24.241300840118825,23.61778198389361,23.8408203125,23.889415210828613,23.839294897070232,,,,
2021-02-18 15:23:01,25.558101646202626,25.98578957684869,24.800924177771194,24.23728299258018,23.619540757417724,23.851806640625,23.889338031224817,23.84471497672277,,,,
2021-02-18 15:23:02,25.547161887757824,25.977977493878786,24.797378310295585,24.245318687657473,23.612352726493093,23.844573974609375,23.88949239043241,23.8412132398686,,,,
2021-02-18 15:23:03,25.550869761068245,25.966078076359228,24.797378310295585,24.229573951774324,23.612352726493093,23.840911865234375,23.88205227662651,23.82653639496678,,,,
2021-02-18 15:23:04,25.547161887757824,25.974022008830733,24.79371017152771,24.237446319715897,23.612352726493093,23.840911865234375,23.8857568976087,23.8448976760369,,,,
2021-02-18 15:23:05,25.550869761068245,25.966078076359228,24.797378310295585,24.23352646845868,23.60865165525105,23.8482666015625,23.8857568976087,23.83387481741769,,,,
2021-02-18 15:23:06,25.562146598904903,25.990140610401546,24.808627269183724,24.25341971358905,23.630949844800217,23.84844970703125,23.889677621481518,23.83405751673182,,,,
2021-02-18 15:23:07,25.56193209383736,25.98196594130224,24.804745155654395,24.245318687657473,23.619693694245907,23.855621337890625,23.8931970114146,23.8448976760369,,,,
2021-02-18 15:23:08,25.551053622554715,25.98216371555464,24.801260423824914,24.24551468022033,23.616237321928956,23.84478759765625,23.88594212865781,23.84508037535103,,,,
2021-02-18 15:23:09,25.552907559209924,25.980202454218315,24.803109777120383,24.23765864499233,23.614386786307936,23.844772338867188,23.88594212865781,23.83774195290012,,,,
2021-02-18 15:23:10,25.554761495865137,25.990140610401546,24.804959130415853,24.24551468022033,23.62727936092381,23.8558349609375,23.893413114305226,23.841395939182732,,,,
2021-02-18 15:23:11,25.55859194349987,25.97441755733554,24.801413262940244,24.23783830484162,23.62003015526791,23.852294921875,23.8860964878654,23.834240216045952,,,,
2021-02-18 15:23:12,25.547498967149682,25.982328527431644,24.805111969531183,24.24567800735605,23.616359671391503,23.833892822265625,23.8860964878654,23.837894202328563,,,,
2021-02-18 15:23:13,25.55488407018945,25.982328527431644,24.801413262940244,24.241758156098836,23.612689187515098,23.852294921875,23.88239186688321,23.834240216045952,,,,
2021-02-18 15:23:14,25.543821737420338,25.97441755733554,24.790347710990496,24.229933271472902,23.608988116273057,23.844940185546875,23.8786563740595,23.830555779877653,,,,
2021-02-18 15:23:15,25.55859194349987,25.97441755733554,24.794046417581434,24.241758156098836,23.62003015526791,23.844940185546875,23.8860964878654,23.834240216045952,,,,
2021-02-18 15:23:16,25.551360058365493,25.978537854260594,24.80526480864651,24.241921483234552,23.62021367946173,23.8487548828125,23.882546226090803,23.841700438039616,,,,
2021-02-18 15:23:17,25.551360058365493,25.982493339308647,24.80526480864651,24.241921483234552,23.62021367946173,23.8450927734375,23.8899863398967,23.841700438039616,,,,
2021-02-18 15:23:18,25.555052609885376,25.984487563020373,24.80526480864651,24.249793851176126,23.62021367946173,23.846923828125,23.886266282993752,23.845369649265074,,,,
2021-02-18 15:23:19,25.55874516140526,25.9944257192036,24.80526480864651,24.245841334491768,23.616543195585326,23.852447509765625,23.8899863398967,23.845384874207916,,,,
2021-02-18 15:23:20,25.54780540296046,25.9866136362337,24.794321527989023,24.23813229368591,23.612964473805828,23.848907470703125,23.878965092474683,23.84550667375067,,,,
2021-02-18 15:23:21,25.54780540296046,25.978669703762193,24.798020234579962,24.23417977700155,23.612964473805828,23.841522216796875,23.886405206280582,23.83816825129976,,,,
2021-02-18 15:23:22,25.54780540296046,25.97471421871414,24.798020234579962,24.23417977700155,23.616634957682233,23.852569580078125,23.878965092474683,23.83816825129976,,,,
2021-02-18 15:23:23,25.54409752965004,25.978669703762193,24.790653389221152,24.23813229368591,23.612964473805828,23.84521484375,23.878965092474683,23.83082982884885,,,,
2021-02-18 15:23:24,25.54780540296046,25.97471421871414,24.794321527989023,24.246004661627484,23.624006512800683,23.837860107421875,23.882669713456874,23.83816825129976,,,,
2021-02-18 15:23:25,25.555374367486692,25.98282296306265,24.79817307369529,24.2461679887632,23.613147997999647,23.84539794921875,23.882854944505983,23.8420049368965,,,,
2021-02-18 15:23:26,25.555374367486692,25.978867478014596,24.79817307369529,24.242248137505985,23.616818481876056,23.84539794921875,23.871679337876376,23.83466651444559,,,,
2021-02-18 15:23:27,25.54242745448129,25.97094002673079,24.78895687504101,24.23635202790659,23.609462220440424,23.839859008789062,23.86982702738528,23.83466651444559,,,,
2021-02-18 15:23:28,25.544434609041893,25.96709990999664,24.79832591281062,24.23453909670013,23.605929379709384,23.838165283203125,23.875569189907676,23.842157186324943,,,,
2021-02-18 15:23:29,25.54072673573147,25.971088357420093,24.79095906745181,24.23453909670013,23.613300934827834,23.84185791015625,23.875569189907676,23.83484921375972,,,,
2021-02-18 15:23:30,25.548265056676627,25.983152586816654,24.794810613158074,24.246494643034637,23.613453871656017,23.83831787109375,23.87942817009746,23.823978604568953,,,,
2021-02-18 15:23:31,25.555680803297474,25.987141034240107,24.798478751925945,24.250447159718995,23.609752800413972,23.849365234375,23.883163662921167,23.842309435753386,,,,
2021-02-18 15:23:32,25.548265056676627,25.9791971017686,24.794810613158074,24.238654940520206,23.613453871656017,23.849365234375,23.883163662921167,23.838624999585086,,,,
2021-02-18 15:23:33,25.555680803297474,25.9791971017686,24.794810613158074,24.238654940520206,23.61712435553242,23.849365234375,23.875692677273747,23.831317027019864,,,,
2021-02-18 15:23:34,25.552156791473518,25.97543939097295,24.78392846814672,24.234898416398707,23.609936324607794,23.842193603515625,23.875908780164377,23.835184162502294,,,,
2021-02-18 15:23:35,25.544587826947282,25.971253169297096,24.794810613158074,24.238654940520206,23.61712435553242,23.842010498046875,23.875692677273747,23.834971013302475,,,,
2021-02-18 15:23:36,25.546610303298422,25.979394876021004,24.794994020096468,24.24473070996889,23.617323173409062,23.840362548828125,23.879628837067326,23.838838148784905,,,,
2021-02-18 15:23:37,25.54477168843375,25.979394876021004,24.787627174737658,24.238850933083068,23.609936324607794,23.838531494140625,23.872204159182186,23.831499726333995,,,,
2021-02-18 15:23:38,25.55586466478394,25.979394876021004,24.787627174737658,24.238850933083068,23.621008950968285,23.84588623046875,23.872204159182186,23.846176571235816,,,,
2021-02-18 15:23:39,25.552310009378907,25.979559687898007,24.787780013852984,24.239014260218784,23.617491403920063,23.846038818359375,23.883503253177867,23.84264438449596,,,,
2021-02-18 15:23:40,25.54492490633914,25.979559687898007,24.787780013852984,24.239014260218784,23.617491403920063,23.846038818359375,23.883503253177867,23.835336411930736,,,,
2021-02-18 15:23:41,25.54492490633914,25.979559687898007,24.787780013852984,24.242966776903142,23.617491403920063,23.84234619140625,23.87976776035416,23.846328820664258,,,,
2021-02-18 15:23:42,25.545047480663452,25.97972449977501,24.7805660076095,24.243097438611716,23.61024219826416,23.835113525390625,23.876217498579557,23.83914264764179,,,,
2021-02-18 15:23:43,25.545047480663452,25.98367998482306,24.795269130504057,24.23914492192736,23.602870643145714,23.842498779296875,23.87248200575585,23.83545821147349,,,,
2021-02-18 15:23:44,25.548755353973874,25.97972449977501,24.791600991736185,24.243097438611716,23.61761375338261,23.842498779296875,23.876217498579557,23.82811978902258,,,,
2021-02-18 15:23:45,25.543285474751475,25.977812682001783,24.782461212639568,24.23726665986661,23.614004444237477,23.842575073242188,23.879999299165544,23.83553433618771,,,,
2021-02-18 15:23:46,25.533985147894338,25.975736052351557,24.776867301018566,24.231272553985782,23.61024219826416,23.8277587890625,23.86504189194995,23.83180422519088,,,,
2021-02-18 15:23:47,25.53781559552907,25.971945379180507,24.788055124260573,24.231435881121502,23.603023579973897,23.838958740234375,23.868900872139733,23.835610460901933,,,,
2021-02-18 15:23:48,25.53781559552907,25.96795693175705,24.78435641766964,24.231435881121502,23.603023579973897,23.827911376953125,23.865196251157542,23.828272038451022,,,,
2021-02-18 15:23:49,25.52675326275996,25.96795693175705,24.78435641766964,24.23538839780586,23.614096206334388,23.83526611328125,23.865196251157542,23.831926024733633,,,,
2021-02-18 15:23:50,25.545384560055307,25.968154706009454,24.788238531198967,24.227679357000003,23.61424914316257,23.839141845703125,23.86538148220665,23.832108724047764,,,,
2021-02-18 15:23:51,25.541676686744886,25.972110191057507,24.777203547072286,24.227679357000003,23.599506032925675,23.839141845703125,23.86538148220665,23.828454737765153,,,,
2021-02-18 15:23:52,25.545384560055307,25.968154706009454,24.784539824608032,24.235551724941576,23.60317651680208,23.83544921875,23.86908610318884,23.828454737765153,,,,
2021-02-18 15:23:53,25.534322227286196,25.964166258586,24.777203547072286,24.227679357000003,23.59580496168363,23.83544921875,23.861645989382943,23.824770301596853,,,,
2021-02-18 15:23:54,25.540006611576143,25.968319517886457,24.779159887748484,24.2298189424779,23.605179989251283,23.831924438476562,23.859932602178677,23.828576537307907,,,,
2021-02-18 15:23:55,25.534475445191585,25.97227500293451,24.77732581836455,24.231795200820077,23.607030524872304,23.835601806640625,23.865504969572722,23.828576537307907,,,,
2021-02-18 15:23:56,25.53815267492093,25.980218935406015,24.78469266372336,24.231795200820077,23.603329453630263,23.8319091796875,23.86180034859053,23.832260973476206,,,,
2021-02-18 15:23:57,25.534598019515897,25.96845136738806,24.784845502838685,24.23192586252865,23.60715287433485,23.82470703125,23.854483722150707,23.82872878673635,,,,
2021-02-18 15:23:58,25.534598019515897,25.972439814811512,24.78114679624775,24.23192586252865,23.610853945576896,23.832061767578125,23.861923835956606,23.82139036428544,,,,
2021-02-18 15:23:59,25.53110465127302,25.972670551439315,24.78502890977708,24.228202003834298,23.59999543077586,23.832275390625,23.854699825041333,23.828941935936168,,,,
2021-02-18 15:24:00,25.534598019515897,25.972439814811512,24.777478657479875,24.220100977902717,23.59608024797436,23.821014404296875,23.854483722150707,23.82504435056805,,,,
2021-02-18 15:24:01,25.523505043165706,25.960507434916554,24.770111812121065,24.220100977902717,23.59608024797436,23.828369140625,23.850748229326996,23.82139036428544,,,,
2021-02-18 15:24:02,25.54219762762321,25.976626036487367,24.777692632241337,24.228202003834298,23.59999543077586,23.8359375,23.854699825041333,23.82525749976787,,,,
2021-02-18 15:24:03,25.529266036408348,25.968682104015862,24.77029521905946,24.22624207820569,23.601845966396883,23.82489013671875,23.850964332217625,23.82341528168372,,,,
2021-02-18 15:24:04,25.534935098907752,25.972802400940918,24.7778149035336,24.23228518222723,23.607489335356856,23.828704833984375,23.854823312407408,23.82172531302801,,,,
2021-02-18 15:24:05,25.531257869178408,25.97679084836437,24.781513610124534,24.228365330970014,23.60381885148045,23.82135009765625,23.854823312407408,23.829063735478922,,,,
2021-02-18 15:24:06,25.538765546542486,25.97296721281792,24.777967742648926,24.240353542731665,23.615044414669125,23.83624267578125,23.85127305063281,23.825531548739065,,,,
2021-02-18 15:24:07,25.538765546542486,25.968978765394468,24.770600897290116,24.240353542731665,23.603971788308634,23.83990478515625,23.854977671614996,23.825531548739065,,,,
2021-02-18 15:24:08,25.53508831681314,25.965023280346415,24.777967742648926,24.224576141421373,23.603971788308634,23.828857421875,23.8624177854209,23.825531548739065,,,,
2021-02-18 15:24:09,25.538918764447878,25.965188092223418,24.77445244299638,24.220786951872732,23.59675317001837,23.825347900390625,23.84395642419298,23.822029811884896,,,,
2021-02-18 15:24:10,25.523995340462953,25.961034832922962,24.774269036057987,24.224576141421373,23.596600233190184,23.8251953125,23.85127305063281,23.825531548739065,,,,
2021-02-18 15:24:11,25.527856431678764,25.965188092223418,24.770753736405442,24.22473946855709,23.59675317001837,23.821685791015625,23.851427409840397,23.825714248053195,Tset updated to 29.0,29.0,,
2021-02-18 15:24:12,25.53164091394188,25.965270498161917,24.768980802667638,24.22877364880931,23.59497910281144,23.821762084960938,23.844049039717536,23.82027894345781,,,,
2021-02-18 15:24:13,25.531717522894578,25.977285283995375,24.77460528211171,24.232807829061525,23.607978733207045,23.82550048828125,23.85158176904799,23.825866497481638,,,,
2021-02-18 15:24:14,25.531717522894578,25.965352904100417,24.77460528211171,24.228855312377167,23.600607178088595,23.818145751953125,23.8478771480658,23.822182061313338,,,,
2021-02-18 15:24:15,25.535394752623922,25.973329798947322,24.778303988702646,24.232807829061525,23.596906106846554,23.829193115234375,23.859021882853888,23.829550933649937,,,,
2021-02-18 15:24:16,25.52816286748954,25.969473201025473,24.774758121227038,24.225066122828526,23.597059043674737,23.836700439453125,23.85917624206148,23.82967273319269,,,,
2021-02-18 15:24:17,25.531870740799967,25.957540821130515,24.76369256927729,24.229018639512883,23.585986417314246,23.825653076171875,23.848000635431873,23.82601874691008,,,,
2021-02-18 15:24:18,25.52816286748954,25.969473201025473,24.76736070804516,24.229018639512883,23.60072952755114,23.821990966796875,23.84056052162597,23.81864987457348,,,,
2021-02-18 15:24:19,25.531870740799967,25.96551771597742,24.76736070804516,24.229018639512883,23.597059043674737,23.81829833984375,23.848000635431873,23.82967273319269,,,,
2021-02-18 15:24:20,25.52816286748954,25.96551771597742,24.7710594146361,24.229018639512883,23.597059043674737,23.825653076171875,23.85173612825558,23.81864987457348,,,,
2021-02-18 15:24:21,25.532023958705356,25.965666046666723,24.765679477776555,24.22720570830642,23.591660373639854,23.8258056640625,23.85002274105132,23.820644342086073,,,,
2021-02-18 15:24:22,25.528316085394934,25.969638012902475,24.76751354716049,24.21735708202267,23.59351090926088,23.8294677734375,23.848154994639465,23.818802124001923,,,,
2021-02-18 15:24:23,25.52460821208451,25.96169408043097,24.76384540839262,24.221276933279885,23.59721198050292,23.818450927734375,23.844419501815754,23.815148137719312,,,,
2021-02-18 15:24:24,25.528469303300323,25.961858892307973,24.771365092866755,24.22934529378432,23.597364917331102,23.825958251953125,23.844573861023346,23.822638809598665,,,,
2021-02-18 15:24:25,25.52865316478679,25.97003356140728,24.76784979321421,24.229541286347178,23.597548441524925,23.829833984375,23.844789963913975,23.830159931363703,,,,
2021-02-18 15:24:26,25.532177176610745,25.969802824779478,24.771365092866755,24.217520409158386,23.604736472449552,23.822265625,23.848309353847053,23.822638809598665,,,,
2021-02-18 15:24:27,25.53236103809721,25.97003356140728,24.77154849980515,24.23349380303154,23.601249512766966,23.829833984375,23.852230077719874,23.822821508912796,,,,
2021-02-18 15:24:28,25.53236103809721,25.97003356140728,24.76784979321421,24.23349380303154,23.60491999664337,23.82244873046875,23.844789963913975,23.819137072744496,,,,
2021-02-18 15:24:29,25.524975935057444,25.966045113983828,24.76784979321421,24.22558876966282,23.597548441524925,23.81878662109375,23.844789963913975,23.822821508912796,,,,
2021-02-18 15:24:30,25.526967767827507,25.968204149572557,24.76986726953654,24.225768429512108,23.59953662029131,23.8262939453125,23.844944323121563,23.817477553974477,,,,
2021-02-18 15:24:31,25.528806382692178,25.96620992586083,24.76063578697073,24.22183224554132,23.594000307111063,23.8262939453125,23.844944323121563,23.819319772058627,,,,
2021-02-18 15:24:32,25.528959600597567,25.970330222785883,24.76445676485393,24.22983527519147,23.601524799057696,23.819091796875,23.845067810487638,23.819441571601377,,,,
2021-02-18 15:24:33,25.525251727287145,25.98222964030544,24.77182361021274,24.221962907249896,23.60522587029974,23.826416015625,23.845067810487638,23.82309555788399,Heater started,,,100.0
2021-02-18 15:24:34,25.53263683032691,25.96634177536243,24.768155471444867,24.22983527519147,23.608896354176146,23.826416015625,23.852507924293537,23.82309555788399,,,,100.0
2021-02-18 15:24:35,25.5327900482323,25.970495034662886,24.76460960396926,24.226078751069974,23.605348219762288,23.826568603515625,23.848957662518938,23.83061667964903,,,,100.0
2021-02-18 15:24:36,25.5327900482323,25.970495034662886,24.768308310560197,24.233951119011547,23.60167773588588,23.83026123046875,23.84522216969523,23.82327825719812,,,,100.0
2021-02-18 15:24:37,25.5327900482323,25.96255110219138,24.808841243945185,24.22999860232719,23.597976664643838,23.826568603515625,23.837782055889328,23.82327825719812,,,,100.0
2021-02-18 15:24:38,25.529112818502956,25.974483482086338,24.985737236025823,24.22999860232719,23.594306180767433,23.826568603515625,23.84148667687152,23.82693224348073,,,,100.0
2021-02-18 15:24:39,25.536574530495418,25.976560111736568,25.595748713122983,24.236009040921587,23.60914105310124,23.832199096679688,23.854622645437537,23.836204233672856,,,,100.0
2021-02-18 15:24:40,25.540359012758536,25.962715914068383,26.511652395637626,24.22624207820569,23.6018612600797,23.8341064453125,23.841702779762148,23.830768929077472,,,,100.0
2021-02-18 15:24:41,25.529266036408348,25.970692808915288,27.27453355588586,24.23414711157441,23.6018612600797,23.82305908203125,23.841702779762148,23.82711494279486,,,,100.0
2021-02-18 15:24:42,25.529419254313737,25.97085762079229,28.10756787006965,24.226405405341406,23.609385752026334,23.826904296875,23.838121646146032,23.827267192223303,,,,100.0
2021-02-18 15:24:43,25.529419254313737,25.96686917336884,28.96991672657336,24.226405405341406,23.60568468078429,23.826904296875,23.84185713896974,23.823582756055004,,,,100.0
2021-02-18 15:24:44,25.522034151273967,25.96686917336884,29.86546223892631,24.226405405341406,23.609385752026334,23.8232421875,23.83438615332232,23.834605614674214,,,,100.0
2021-02-18 15:24:45,25.529603115800203,25.959090052774336,30.761191158217652,24.22660139790427,23.609538688854517,23.83074951171875,23.84201149817733,23.831103877820045,,,,100.0
2021-02-18 15:24:46,25.522218012760437,25.971022432669294,31.648941875688873,24.230553914588626,23.620611315215008,23.82708740234375,23.83457138437143,23.823765455369134,,,,100.0
