t,T4,T5,T6,T7,T8,Tin,Tin_amb,Tout,note,flowrate,duty
2021-07-29 15:42:37,25.877407761034053,28.53088050626714,25.13417458483239,24.99120105105131,24.292309864597282,24.1182861328125,24.78422010131451,24.246470768495847,,,0.0
2021-07-29 15:42:39,25.88139142657418,28.507378332606628,25.130781556472108,24.9914950398956,24.288914667011607,24.118560791015625,24.777057834082274,24.250429253635343,,,
2021-07-29 15:42:39,25.88154464447957,28.483678384693714,25.127266256819563,24.987738515774105,24.285397119963385,24.122406005859375,24.788387799919477,24.257919925514695,,,
2021-07-29 15:42:40,25.870635529615846,28.47191081667576,25.1347859412937,24.98394932622546,24.285550056791568,24.10418701171875,24.773661931515267,24.243425779927005,,,
2021-07-29 15:42:41,25.874496620831657,28.472108590928162,25.134969348232094,24.988097835472683,24.289404064861795,24.100677490234375,24.777551783546567,24.243578029355447,,,
2021-07-29 15:42:42,25.878357712047467,28.43654218787109,25.135152755170488,24.996166195977118,24.296928556808428,24.104522705078125,24.777737014595676,24.236422306218667,,,
2021-07-29 15:42:43,25.89331177961347,28.440662484796146,25.13897373305369,25.00024937437005,24.300782564878652,24.112030029296875,24.78533148760917,24.25490538683154,,,
2021-07-29 15:42:44,25.882341377587593,28.448771229144654,25.13542786557808,24.99646018482141,24.297234430464794,24.123199462890625,24.79289508878114,24.25871162254259,,,
2021-07-29 15:42:45,25.882494595492982,28.39329555134572,25.139248843461278,24.992670995272768,24.297387367292977,24.1123046875,24.781904713200642,24.251525449520123,,,
2021-07-29 15:42:46,25.89392465123503,28.389669690051672,25.135886382924063,25.00090268291292,24.297723828314982,24.1236572265625,24.789684417263242,24.251829948377008,,,
2021-07-29 15:42:47,25.886508904614182,28.37378182510866,25.14695193487381,24.993030314971346,24.301394312191388,24.1199951171875,24.793389038245433,24.251829948377008,,,
2021-07-29 15:42:48,25.890400639411073,28.322294594733183,25.136069789862457,24.99714615879142,24.290505210024715,24.112823486328125,24.786103283647126,24.255697083859438,,,
2021-07-29 15:42:49,25.879552811709505,28.262945837824695,25.138148401830918,24.997391149494998,24.294420392826215,24.1112060546875,24.78264563739708,24.246760042409885,,,
2021-07-29 15:42:50,25.894537522856584,28.24730519069719,25.14759385915819,25.005508508140146,24.290964020509268,24.124298095703125,24.79030185409361,24.263492254595675,,,
2021-07-29 15:42:51,25.883444546506396,28.235372810802232,25.12916146184963,24.989763772257,24.287293536632863,24.116943359375,24.782861740287707,24.248784959808166,,,
2021-07-29 15:42:52,25.883444546506396,28.20356411854081,25.14389515256725,24.997636140198573,24.290964020509268,24.109588623046875,24.78659723311142,24.248784959808166,,,
2021-07-29 15:42:53,25.88007375258783,28.184050392303753,25.140532692030035,24.99796279447001,24.29867203664972,24.11358642578125,24.779496709562217,24.25645833100165,,,
2021-07-29 15:42:54,25.883904200222563,28.19212617427686,25.14805237650417,24.998126121605726,24.298794386112267,24.117401123046875,24.787029438892674,24.252926144261792,,,
2021-07-29 15:42:55,25.887765291438377,28.18833550110581,25.140838370260692,25.006161816683015,24.302648394182494,24.1138916015625,24.783479177118075,24.253078393690235,,,
2021-07-29 15:42:56,25.884057418127952,28.152571323796337,25.140838370260692,25.002209299998658,24.29894732294045,24.1138916015625,24.783479177118075,24.256762829858534,,,
2021-07-29 15:42:57,25.888102370830232,28.156922357349195,25.141174616314412,24.99864876844002,24.302984855204496,24.12158203125,24.787554260198483,24.253413342432808,,,
2021-07-29 15:42:58,25.88264781339837,28.168920661994953,25.139401682576608,24.99677050637927,24.29383923287912,24.112457275390625,24.78389594697857,24.253504692089873,,,
2021-07-29 15:42:59,25.880993060020167,28.165162951199303,25.13408288136319,24.99110305476988,24.29221810250037,24.114501953125,24.784127485789956,24.250033405121393,,,
2021-07-29 15:43:00,25.877315830290822,28.169151398622756,25.130384174772253,24.995022906027096,24.29588858637678,24.107147216796875,24.780422864807765,24.242694982670482,,,
2021-07-29 15:43:01,25.892239254275744,28.181248590394716,25.13423572047852,25.007011117788746,24.292371039328557,24.12200927734375,24.795426579785637,24.261208513169045,,,
2021-07-29 15:43:02,25.88133013941202,28.16552553732871,25.138087266184787,24.995382225725674,24.29252397615674,24.11114501953125,24.78443620420514,24.254022340146577,,,
2021-07-29 15:43:03,25.885191230627836,28.157746416734206,25.13827067312318,24.995578218288536,24.30007905546901,24.107635498046875,24.78832605623644,24.254205039460707,,,
2021-07-29 15:43:04,25.88151400089849,28.141858551791195,25.13827067312318,24.995578218288536,24.29270750035056,24.118682861328125,24.792061549060147,24.246866617009797,,,
2021-07-29 15:43:05,25.885344448533225,28.150000258515103,25.131056666879697,24.995708879997107,24.292860437178742,24.111480712890625,24.78107117347965,24.25067285272085,,,
2021-07-29 15:43:06,25.88182043670927,28.134277205449095,25.134908212585962,24.991985021302753,24.30041551649101,24.104278564453125,24.78122553268724,24.25453998820328,,,
2021-07-29 15:43:07,25.885650884344003,28.146341434845656,25.136879837173694,24.996051866982114,24.29316631083511,24.113632202148438,24.78323220238593,24.250977351577735,,,
2021-07-29 15:43:08,25.882126872520047,28.126629934356195,25.14258073617543,25.00015137808862,24.293319247663295,24.119293212890625,24.785238872084612,24.254814037174473,,,
2021-07-29 15:43:09,25.893373066775627,28.118850813761693,25.13903486869982,24.996362188539976,24.300843739609927,24.112091064453125,24.792833345098106,24.262304709053826,,,
2021-07-29 15:43:10,25.893526284681016,28.099172275647632,25.146585120997024,24.996558181102838,24.297326192561705,24.115936279296875,24.785547590499796,24.258802972199657,,,
2021-07-29 15:43:11,25.89735673231575,28.06353994783976,25.143039253521415,25.00064135949577,24.304850684508335,24.1234130859375,24.80058217731919,24.26260920791071,,,
2021-07-29 15:43:12,25.886447617452028,28.035917477254195,25.13952395386887,25.004757203315847,24.308704692578562,24.11993408203125,24.797031915544586,24.26279190722484,,,
2021-07-29 15:43:13,25.897540593802216,28.01604116488773,25.13952395386887,25.004757203315847,24.29763206621807,24.12725830078125,24.797031915544586,24.25545348477393,,,
2021-07-29 15:43:14,25.886631478938494,27.992374179350218,25.139676792984197,25.008873047135925,24.29781559041189,24.116424560546875,24.7972171465937,24.25195174791976,,,
2021-07-29 15:43:15,25.886754053262806,27.97665112628421,25.136161493331652,24.99329163838849,24.290596972121627,24.1202392578125,24.78619589917168,24.255757983630815,,,
2021-07-29 15:43:16,25.886922592958733,27.952967659558997,25.14553053110126,24.999351075123606,24.29810617038544,24.118560791015625,24.79008575120298,24.255910233059257,,,
2021-07-29 15:43:17,25.89462945359982,27.93343745213424,25.147685562627384,25.005573838994433,24.298427337724625,24.120697021484375,24.794099090600355,24.256214731916142,,,
2021-07-29 15:43:18,25.89462945359982,27.93343745213424,25.15135370139526,25.01347887236315,24.305798892843075,24.1280517578125,24.794099090600355,24.26358360425274,,,
2021-07-29 15:43:19,25.898459901234553,27.925625369164337,25.151506540510585,25.017562050756084,24.294879203310767,24.120849609375,24.801724435455363,24.260051417512884,,,
2021-07-29 15:43:20,25.891258659681252,27.921834695993287,25.15168994744898,24.99806079075144,24.30610476649944,24.12103271484375,24.794438680857056,24.263888103109625,,,
2021-07-29 15:43:21,25.891258659681252,27.905946831050276,25.14432310209017,24.99806079075144,24.295062727504586,24.11737060546875,24.794438680857056,24.256549680658715,,,
2021-07-29 15:43:22,25.89141187758664,27.926020917669142,25.137109095846686,24.990384415372723,24.298916735574814,24.117523193359375,24.794623911906164,24.260386366255457,,,
2021-07-29 15:43:23,25.891565095492034,27.91820883469924,25.140960641552955,25.002339961707232,24.299069672402997,24.10662841796875,24.791042778290045,24.25320019323299,,,
2021-07-29 15:43:24,25.891718313397423,27.92232913162429,25.14475105161309,25.006455805527306,24.29552153798914,24.1141357421875,24.79116626565612,24.25335244266143,,,
2021-07-29 15:43:25,25.882632491607833,27.91059452598174,25.143085105256013,24.99873043200788,24.29567447481732,24.112442016601562,24.79132062486371,24.249820255921573,,,
2021-07-29 15:43:26,25.88816365799239,27.89866214608678,25.141235751960544,24.998714099294308,24.299344958693727,24.12530517578125,24.79876073866961,24.249820255921573,,,
2021-07-29 15:43:27,25.888347519478856,27.89091598786768,25.14138859107587,24.99495757517281,24.2921569277691,24.11444091796875,24.79894596971872,24.253656941518315,,,
2021-07-29 15:43:28,25.884792864073823,27.899024732216184,25.137873291423325,24.99120105105131,24.288639380720877,24.1146240234375,24.7879247222967,24.246470768495847,,,
2021-07-29 15:43:29,25.896008414748323,27.90713347656469,25.134327423947717,24.995284229444245,24.29980376917828,24.107391357421875,24.788079081504293,24.25393099048951,,,
2021-07-29 15:43:30,25.885129943465678,27.879511005979126,25.13820953747705,25.00338525537582,24.300017880737734,24.11126708984375,24.791999805377113,24.25782857585763,,,
2021-07-29 15:43:31,25.8888378167761,27.86761158845957,25.13820953747705,24.99551288743425,24.296316809495693,24.1259765625,24.79573529820082,24.25049015340672,,,
