Time,Conductivity (mS),Conductivity @25*C (microS),Temperature,,
16:30:08,70.73,134.72,0,,
16:30:09,78.94,150.36,0,,
16:30:10,77.97,148.51,0,,
16:30:11,77.73,148.06,0,,
16:30:12,77.05,146.76,0,,
16:30:13,78.67,149.85,0,,
16:30:14,77.74,148.08,0,,
16:30:15,78.54,149.6,0,,
16:30:16,78.68,149.87,0,,
16:30:17,79.21,150.88,0,,
16:30:18,77.59,147.79,0,,
16:30:19,77.6,147.81,0,,
16:30:20,76.76,146.21,0,,
16:30:21,76.8,146.29,0,,
16:30:22,76.74,146.17,0,,
16:30:23,76.69,146.08,0,,
16:30:24,76.69,146.08,0,,
16:30:25,76.65,146,0,,
16:30:26,73.48,139.96,0,,
16:30:27,75.11,143.07,0,,
16:30:28,76.83,146.34,0,,
16:30:29,75.65,144.1,0,,
16:30:30,76.67,146.04,0,,
16:30:31,76.56,145.83,0,,
16:30:32,75.65,144.1,0,,
16:30:33,77.44,147.5,0,,
16:30:34,75.77,144.32,0,,
16:30:34,74.99,142.84,0,,
16:30:36,75.89,144.55,0,,
16:30:36,74.93,142.72,0,,
16:30:37,75.77,144.32,0,,
16:30:38,75.52,143.85,0,,
16:30:39,76.56,145.83,0,,
16:30:40,76.51,145.73,0,,
16:30:41,74.87,142.61,0,,
16:30:42,75.72,144.23,0,,
16:30:43,75.7,144.19,0,,
16:30:44,75.63,144.06,0,,
16:30:45,75.72,144.23,0,,
16:30:46,75.5,143.81,0,,
16:30:47,76.49,145.7,0,,
Time,Conductivity (mS),Conductivity @25*C (microS),Temperature,,
16:32:40,91.45,91.45,25,,
16:32:41,91.16,90.73,25.25,,
16:32:42,93.18,94.07,24.5,,
16:32:43,90.84,90.41,25.25,,
16:32:44,92.48,92.04,25.25,,
16:32:45,92.77,92.77,25,,
16:32:46,91.72,92.16,24.75,,
16:32:47,89.64,89.64,25,,
16:32:47,91.97,91.97,25,,
16:32:48,90.48,90.48,25,,
16:32:49,91.25,91.69,24.75,,
16:32:50,91.06,92.38,24.25,,
16:32:51,91,91.43,24.75,,
16:32:52,91.08,91.51,24.75,,
16:32:53,91.05,91.92,24.5,,
16:32:54,91,91.43,24.75,,
16:32:55,90.8,91.67,24.5,,
16:32:56,92.1,92.54,24.75,,
16:32:57,89.93,90.79,24.5,,
16:32:58,91.05,91.48,24.75,,
16:32:59,91.85,92.73,24.5,,
16:33:00,91.72,92.16,24.75,,
16:33:01,91.85,93.18,24.25,,
16:33:02,91.26,93.03,24,,
16:33:03,90.51,90.51,25,,
16:33:04,90.82,91.25,24.75,,
16:33:05,92.34,93.23,24.5,,
16:33:06,90.17,91.47,24.25,,
16:33:07,92.69,92.69,25,,
16:33:08,90.8,92.11,24.25,,
16:33:09,91.26,92.14,24.5,,
16:33:10,91.03,91.9,24.5,,
16:33:11,89.64,89.64,25,,
16:33:12,90.76,91.63,24.5,,
16:33:13,90.48,90.91,24.75,,
16:33:14,89.91,91.21,24.25,,
16:33:15,90.2,90.63,24.75,,
16:33:16,91.77,93.1,24.25,,
16:33:17,91.34,92.22,24.5,,
16:33:18,90.8,92.11,24.25,,
16:33:19,91.24,92.12,24.5,,
16:33:20,91.31,92.19,24.5,,
16:33:21,90.76,92.52,24,,
16:33:22,91.84,92.72,24.5,,
16:33:23,92.11,92.55,24.75,,
16:33:24,90.97,92.29,24.25,,
16:33:25,90.44,90.87,24.75,,
16:33:26,90.77,92.08,24.25,,
16:33:27,92.35,92.79,24.75,,
16:33:28,90.76,92.52,24,,
16:33:29,91.77,92.65,24.5,,
16:33:30,89.92,90.78,24.5,,
16:33:30,91.75,92.63,24.5,,
16:33:31,90.47,92.22,24,,
16:33:32,90.74,91.61,24.5,,
16:33:33,90.88,92.19,24.25,,
16:33:34,91.87,92.75,24.5,,
16:33:35,91.17,92.94,24,,
16:33:36,91.03,92.35,24.25,,
16:33:37,90.94,92.25,24.25,,
16:33:38,91.25,92.13,24.5,,
16:33:39,90.51,91.82,24.25,,
16:33:40,90.47,91.34,24.5,,
16:33:41,90.34,91.65,24.25,,
16:33:42,91.51,92.39,24.5,,
16:33:43,91.36,93.13,24,,
16:33:44,90.48,91.35,24.5,,
16:33:45,91.5,92.82,24.25,,
16:33:46,92.1,92.54,24.75,,
16:33:47,91.34,92.22,24.5,,
16:33:48,90.23,91.53,24.25,,
16:33:49,90.11,91.41,24.25,,
16:33:50,91.05,92.37,24.25,,
16:33:51,90.9,92.21,24.25,,
16:33:52,91.54,92.42,24.5,,
16:33:53,90.97,92.29,24.25,,
16:33:54,91.72,92.6,24.5,,
16:33:55,90.45,92.2,24,,
16:33:56,92.08,92.96,24.5,,
16:33:57,90.2,91.5,24.25,,
16:33:58,91.28,92.16,24.5,,
16:33:59,91.25,93.47,23.75,,
16:34:00,90.5,91.81,24.25,,
16:34:01,91.19,92.51,24.25,,
16:34:02,90.47,91.78,24.25,,
16:34:03,90.42,92.17,24,,
16:34:04,90.42,92.17,24,,
16:34:05,90.97,92.29,24.25,,
16:34:06,90.47,91.78,24.25,,
16:34:07,92.11,93.44,24.25,,
16:34:08,90.09,90.95,24.5,,
16:34:09,90.68,91.99,24.25,,
16:34:10,91.28,92.16,24.5,,
16:34:11,90.42,91.73,24.25,,
16:34:12,90.87,92.63,24,,
16:34:13,90.69,92,24.25,,
16:34:14,90.36,91.67,24.25,,
16:34:14,91.51,93.28,24,,
16:34:15,90.99,92.31,24.25,,
16:34:16,91.76,93.09,24.25,,
16:34:17,91.56,92.88,24.25,,
16:34:18,91.76,93.09,24.25,,
16:34:19,90.45,91.76,24.25,,
16:34:20,89.9,91.64,24,,
16:34:21,90.16,91.46,24.25,,
16:34:22,91.19,92.51,24.25,,
16:34:23,91.53,92.85,24.25,,
16:34:24,91.36,92.68,24.25,,
16:34:25,90.14,91,24.5,,
16:34:26,90.68,92.89,23.75,,
16:34:27,90.44,91.31,24.5,,
16:34:28,90.45,91.32,24.5,,
16:34:29,90.74,92.5,24,,
16:34:30,90.73,91.6,24.5,,
16:34:31,90.68,91.99,24.25,,
16:34:32,90.74,92.05,24.25,,
16:34:33,90.73,92.94,23.75,,
16:34:34,90.36,92.11,24,,
16:34:35,90.66,91.53,24.5,,
16:34:36,90.73,91.6,24.5,,
16:34:37,90.95,92.71,24,,
16:34:38,90.71,91.58,24.5,,
16:34:39,90.63,93.29,23.5,,
16:34:40,91.31,92.19,24.5,,
16:34:41,90.99,91.86,24.5,,
16:34:42,90.97,91.84,24.5,,
16:34:43,90.97,92.73,24,,
16:34:44,91.02,92.34,24.25,,
16:34:45,91.06,92.82,24,,
16:34:46,89.85,91.59,24,,
16:34:47,90.99,92.31,24.25,,
16:34:48,90.36,91.67,24.25,,
16:34:49,91.6,92.92,24.25,,
16:34:50,91.51,92.83,24.25,,
16:34:51,90.77,92.08,24.25,,
16:34:52,90.34,91.65,24.25,,
16:34:53,91.02,92.34,24.25,,
16:34:54,91.58,92.9,24.25,,
16:34:55,90.82,91.69,24.5,,
16:34:56,91.17,92.49,24.25,,
16:34:57,90.69,92,24.25,,
16:34:58,90.14,92.33,23.75,,
16:34:58,91.2,93.42,23.75,,
16:34:59,92.06,93.39,24.25,,
16:35:00,91.11,92.43,24.25,,
16:35:01,91.26,92.14,24.5,,
16:35:02,90.92,91.79,24.5,,
16:35:03,90.16,91.02,24.5,,
16:35:04,90.4,91.71,24.25,,
16:35:05,90.95,92.26,24.25,,
16:35:06,91.68,93.01,24.25,,
16:35:07,90.11,91.41,24.25,,
16:35:08,91.66,92.99,24.25,,
16:35:09,91.79,93.12,24.25,,
16:35:10,91.7,92.58,24.5,,
16:35:11,90.91,92.67,24,,
16:35:12,90.6,92.35,24,,
16:35:13,91.98,92.86,24.5,,
16:35:14,90.4,91.71,24.25,,
16:35:15,91.98,93.31,24.25,,
16:35:16,90.44,92.64,23.75,,
16:35:17,91.28,92.6,24.25,,
16:35:18,90.91,92.67,24,,
16:35:19,91.51,93.28,24,,
16:35:20,90.85,92.16,24.25,,
16:35:21,90.12,91.42,24.25,,
16:35:22,91.54,92.42,24.5,,
16:35:23,91.73,93.51,24,,
16:35:24,90.34,92.99,23.5,,
16:35:25,92.34,94.13,24,,
16:35:26,91.77,93.55,24,,
16:35:27,91.22,92.99,24,,
16:35:28,90.44,91.75,24.25,,
16:35:29,90.69,93.35,23.5,,
16:35:30,90.62,91.05,24.75,,
16:35:31,91.66,92.99,24.25,,
16:35:32,90.94,91.81,24.5,,
16:35:33,90.6,91.47,24.5,,
16:35:34,90.95,92.26,24.25,,
16:35:35,91.24,92.56,24.25,,
16:35:36,90.92,92.68,24,,
16:35:37,90.95,91.82,24.5,,
16:35:38,90.59,92.34,24,,
16:35:39,91.2,92.52,24.25,,
16:35:40,90.71,91.58,24.5,,
16:35:41,90.63,91.94,24.25,,
16:35:41,91.82,92.7,24.5,,
16:35:42,90.94,93.15,23.75,,
16:35:43,90.9,92.21,24.25,,
16:35:44,90.94,92.7,24,,
16:35:45,90.99,92.31,24.25,,
16:35:46,90.63,92.39,24,,
16:35:47,90.59,92.34,24,,
16:35:48,90.17,91.92,24,,
16:35:49,91.81,93.14,24.25,,
16:35:50,90.36,91.23,24.5,,
16:35:51,91.26,93.48,23.75,,
16:35:52,90.37,93.02,23.5,,
16:35:53,91.61,93.38,24,,
16:35:54,91.02,93.23,23.75,,
16:35:55,92.05,92.93,24.5,,
16:35:56,90.91,92.67,24,,
16:35:57,90.92,93.13,23.75,,
16:35:58,90.97,92.73,24,,
16:35:59,91.82,92.7,24.5,,
16:36:00,90.56,92.31,24,,
16:36:01,91.48,93.71,23.75,,
16:36:02,91.46,93.23,24,,
16:36:03,90.99,92.31,24.25,,
16:36:04,90.9,92.66,24,,
16:36:05,90.73,91.6,24.5,,
16:36:06,90.14,91.44,24.25,,
16:36:07,90.97,92.29,24.25,,
16:36:08,91.76,93.09,24.25,,
16:36:09,91.61,93.38,24,,
16:36:10,91.25,92.57,24.25,,
16:36:11,90.69,92.9,23.75,,
16:36:12,90.91,92.67,24,,
16:36:13,91.28,92.6,24.25,,
16:36:14,91.22,92.09,24.5,,
16:36:15,90.63,91.94,24.25,,
16:36:16,91.24,92.12,24.5,,
16:36:17,91.28,92.16,24.5,,
16:36:18,91.29,92.61,24.25,,
16:36:19,90.73,92.04,24.25,,
16:36:20,91.26,93.03,24,,
16:36:21,90.39,92.59,23.75,,
16:36:22,90.56,91.87,24.25,,
16:36:23,90.91,92.22,24.25,,
16:36:24,91.29,92.17,24.5,,
16:36:25,90.87,92.18,24.25,,
16:36:25,91.28,92.6,24.25,,
16:36:26,91,92.32,24.25,,
16:36:27,90.85,93.06,23.75,,
16:36:28,90.92,92.23,24.25,,
16:36:29,90.36,90.79,24.75,,
16:36:30,90.97,92.29,24.25,,
16:36:31,91.51,92.83,24.25,,
16:36:32,91.09,92.41,24.25,,
16:36:33,91.25,92.57,24.25,,
16:36:34,91.56,93.33,24,,
16:36:35,91.6,93.83,23.75,,
16:36:36,91.29,92.61,24.25,,
16:36:37,91.57,92.89,24.25,,
16:36:38,91.25,93.02,24,,
16:36:39,91.54,92.86,24.25,,
16:36:40,90.95,92.71,24,,
16:36:41,91.28,92.16,24.5,,
16:36:42,91.02,93.69,23.5,,
16:36:43,91.57,92.89,24.25,,
16:36:44,91,92.32,24.25,,
16:36:45,92.64,93.98,24.25,,
16:36:46,90.63,91.94,24.25,,
16:36:47,91.77,92.65,24.5,,
16:36:48,91.28,93.05,24,,
16:36:49,91.2,92.52,24.25,,
16:36:50,91.76,93.09,24.25,,
16:36:51,91.29,91.73,24.75,,
16:36:52,91.54,92.42,24.5,,
16:36:53,91.63,92.95,24.25,,
16:36:54,91.22,92.54,24.25,,
16:36:55,91.02,91.89,24.5,,
16:36:56,91.2,92.07,24.5,,
16:36:57,91.63,92.51,24.5,,
16:36:58,91.84,93.17,24.25,,
16:36:59,91,92.76,24,,
16:37:00,91.53,92.85,24.25,,
16:37:01,91.33,92.65,24.25,,
16:37:02,91.92,94.16,23.75,,
16:37:03,90.91,91.78,24.5,,
16:37:04,91.66,93.89,23.75,,
16:37:05,90.74,93.4,23.5,,
16:37:06,91.36,93.58,23.75,,
16:37:07,91,92.76,24,,
16:37:08,91.57,92.89,24.25,,
16:37:08,91.33,93.1,24,,
16:37:09,92.48,94.27,24,,
16:37:10,91.08,92.84,24,,
16:37:11,91.53,92.41,24.5,,
16:37:12,92.11,93.44,24.25,,
16:37:13,90.79,93,23.75,,
16:37:14,92.77,94.57,24,,
16:37:15,92.11,93.89,24,,
16:37:16,91.58,92.46,24.5,,
16:37:17,93,94.34,24.25,,
16:37:19,91.33,93.1,24,,
16:37:19,91.29,92.17,24.5,,
16:37:20,92.11,92.99,24.5,,
16:37:21,91.82,92.7,24.5,,
16:37:22,91.37,92.25,24.5,,
16:37:23,92.41,93.3,24.5,,
16:37:24,92.45,94.24,24,,
16:37:25,92.74,93.63,24.5,,
16:37:26,91.68,93.46,24,,
16:37:27,92.69,94.49,24,,
16:37:28,91.37,92.69,24.25,,
16:37:29,91.63,92.51,24.5,,
16:37:30,93.33,93.78,24.75,,
16:37:31,91.96,93.29,24.25,,
16:37:32,91.97,92.85,24.5,,
16:37:33,92.8,94.6,24,,
16:37:34,92.57,93.46,24.5,,
16:37:35,92.17,93.96,24,,
16:37:36,91.75,94.44,23.5,,
16:37:37,92.77,94.11,24.25,,
16:37:38,91.4,92.72,24.25,,
16:37:39,91.68,92.56,24.5,,
16:37:40,92.55,93.89,24.25,,
16:37:41,92.28,93.61,24.25,,
16:37:42,91.24,93.01,24,,
16:37:43,92.29,94.54,23.75,,
16:37:44,91.68,93.46,24,,
16:37:45,92.05,92.93,24.5,,
16:37:46,91.72,93.05,24.25,,
16:37:47,93.69,95.97,23.75,,
16:37:48,91.92,93.7,24,,
16:37:49,92,92.88,24.5,,
16:37:50,93.2,95.01,24,,
16:37:51,92.97,94.77,24,,
16:37:51,91.72,93.95,23.75,,
16:37:52,91.64,93.41,24,,
16:37:53,91.91,92.79,24.5,,
16:37:54,92.54,93.88,24.25,,
16:37:55,91.74,93.07,24.25,,
16:37:56,92.21,94.45,23.75,,
16:37:57,92.78,94.12,24.25,,
16:37:58,91.54,93.31,24,,
16:37:59,92.31,93.2,24.5,,
16:38:00,91.79,93.57,24,,
16:38:01,91.47,92.79,24.25,,
16:38:02,91.92,93.25,24.25,,
16:38:03,91.97,93.75,24,,
16:38:04,92.89,94.23,24.25,,
16:38:05,91.82,92.7,24.5,,
16:38:06,93.71,95.06,24.25,,
16:38:07,93.11,94,24.5,,
16:38:08,93.48,94.83,24.25,,
16:38:09,91.56,92.88,24.25,,
16:38:10,91.53,92.41,24.5,,
16:38:11,92.02,93.35,24.25,,
16:38:12,92.88,93.77,24.5,,
16:38:13,91.45,92.77,24.25,,
16:38:14,92.34,93.23,24.5,,
16:38:15,91.5,93.73,23.75,,
16:38:16,92.36,93.25,24.5,,
16:38:17,91.53,92.41,24.5,,
16:38:18,93.02,94.36,24.25,,
16:38:19,92.83,94.17,24.25,,
16:38:20,92.03,92.91,24.5,,
16:38:21,92.08,93.86,24,,
16:38:22,92.86,94.2,24.25,,
16:38:23,92.94,94.74,24,,
16:38:24,93.49,94.39,24.5,,
16:38:25,92.71,94.97,23.75,,
16:38:26,93.18,95.45,23.75,,
16:38:27,93.26,94.15,24.5,,
16:38:28,92.95,94.75,24,,
16:38:29,92.66,93.55,24.5,,
16:38:30,93.43,95.24,24,,
16:38:31,92.89,94.23,24.25,,
16:38:32,92.4,93.74,24.25,,
16:38:33,93.74,95.1,24.25,,
16:38:34,93.24,93.69,24.75,,
16:38:35,92.97,93.86,24.5,,
16:38:35,92.62,94.41,24,,
16:38:36,93.29,95.1,24,,
16:38:37,93.2,94.55,24.25,,
16:38:38,92.66,94,24.25,,
16:38:39,94.06,95.88,24,,
16:38:40,92.4,94.65,23.75,,
16:38:41,92.65,93.99,24.25,,
16:38:42,94.04,95.4,24.25,,
16:38:43,92.33,93.22,24.5,,
16:38:44,94.38,95.74,24.25,,
16:38:45,93.49,95.3,24,,
16:38:46,92.63,94.88,23.75,,
16:38:47,93.54,95.82,23.75,,
16:38:48,93.75,94.65,24.5,,
16:38:49,92.71,94.51,24,,
16:38:50,93.82,95.64,24,,
16:38:51,92.92,94.72,24,,
16:38:52,92.16,93.49,24.25,,
16:38:53,93.99,95.35,24.25,,
16:38:54,93.82,94.72,24.5,,
16:38:55,93.74,95.56,24,,
16:38:56,93.27,94.62,24.25,,
16:38:57,94.12,95.94,24,,
16:38:58,94.09,95.91,24,,
16:38:59,92.76,94.56,24,,
16:39:00,92.99,94.33,24.25,,
16:39:01,94.64,96.01,24.25,,
16:39:02,94.72,96.09,24.25,,
16:39:03,93.61,94.51,24.5,,
16:39:04,92.77,93.66,24.5,,
16:39:05,93.07,94.87,24,,
16:39:06,93.11,94.91,24,,
16:39:07,94.07,95.43,24.25,,
16:39:08,94.16,96.45,23.75,,
16:39:09,93.72,94.62,24.5,,
16:39:10,93.8,95.62,24,,
16:39:11,93.87,96.62,23.5,,
16:39:12,93.92,95.74,24,,
16:39:13,93.32,94.22,24.5,,
16:39:14,93.32,94.67,24.25,,
16:39:15,94.17,95.53,24.25,,
16:39:16,93.37,94.72,24.25,,
16:39:17,93.27,94.62,24.25,,
16:39:18,93.08,94.88,24,,
16:39:19,93.74,95.1,24.25,,
16:39:19,94.19,96.48,23.75,,
16:39:20,93.34,94.69,24.25,,
16:39:21,93.83,95.19,24.25,,
16:39:22,93.72,94.62,24.5,,
16:39:23,93.87,95.69,24,,
16:39:24,93.86,94.76,24.5,,
16:39:25,93.36,94.71,24.25,,
16:39:26,93.29,94.64,24.25,,
16:39:27,93.74,96.02,23.75,,
16:39:28,94.52,95.43,24.5,,
16:39:29,94.26,95.62,24.25,,
16:39:30,93.39,94.74,24.25,,
16:39:31,93.91,95.27,24.25,,
16:39:32,93.85,94.75,24.5,,
16:39:33,93.86,95.68,24,,
16:39:34,93.92,94.82,24.5,,
16:39:35,93.91,95.27,24.25,,
16:39:36,93.91,95.27,24.25,,
16:39:37,93.94,95.3,24.25,,
16:39:38,94.23,95.59,24.25,,
16:39:39,94.55,95.92,24.25,,
16:39:40,93.87,95.23,24.25,,
16:39:41,94.25,96.54,23.75,,
16:39:42,94.49,95.86,24.25,,
16:39:43,94.29,96.12,24,,
16:39:44,94.28,96.57,23.75,,
16:39:45,94.62,95.99,24.25,,
16:39:46,94.51,95.88,24.25,,
16:39:47,94.28,96.11,24,,
16:39:48,94.23,95.59,24.25,,
16:39:49,94.56,96.39,24,,
16:39:50,93.96,94.86,24.5,,
16:39:51,94.23,96.06,24,,
16:39:52,93.96,94.86,24.5,,
16:39:53,94.6,95.51,24.5,,
16:39:54,94.21,96.03,24,,
16:39:55,94.56,95.93,24.25,,
16:39:56,93.97,94.87,24.5,,
16:39:57,94.62,95.53,24.5,,
16:39:58,94.62,95.99,24.25,,
16:39:59,94.51,96.34,24,,
16:40:00,95.22,96.13,24.5,,
16:40:01,95.24,96.15,24.5,,
16:40:02,95.36,96.27,24.5,,
16:40:02,94.08,95.44,24.25,,
16:40:03,95.48,97.8,23.75,,
16:40:04,95.48,97.33,24,,
16:40:05,94.28,96.11,24,,
16:40:06,94.29,96.12,24,,
16:40:07,94.83,96.2,24.25,,
16:40:08,94.92,97.23,23.75,,
16:40:09,95.31,98.11,23.5,,
16:40:10,94.31,96.6,23.75,,
16:40:11,94,95.82,24,,
16:40:12,94.37,96.2,24,,
16:40:13,95.46,96.84,24.25,,
16:40:14,95.1,96.94,24,,
16:40:15,95.17,96.08,24.5,,
16:40:16,94.86,96.23,24.25,,
16:40:17,94.25,96.54,23.75,,
16:40:18,94.87,96.24,24.25,,
16:40:19,94.53,95.44,24.5,,
16:40:20,95.18,96.56,24.25,,
16:40:21,95.14,96.98,24,,
16:40:22,94.6,95.97,24.25,,
16:40:23,94.95,96.79,24,,
16:40:24,94.55,95.92,24.25,,
16:40:25,95.24,96.15,24.5,,
16:40:26,94.89,96.26,24.25,,
16:40:27,95.18,96.56,24.25,,
16:40:28,94.95,96.32,24.25,,
16:40:29,94.92,96.76,24,,
16:40:30,94.89,95.8,24.5,,
16:40:31,95.41,96.33,24.5,,
16:40:32,95.14,96.52,24.25,,
16:40:33,94.9,95.81,24.5,,
16:40:34,94.34,96.17,24,,
16:40:35,94.86,95.77,24.5,,
16:40:36,94.87,96.24,24.25,,
16:40:37,95.03,96.4,24.25,,
16:40:38,94.19,96.01,24,,
16:40:39,92.83,93.72,24.5,,
16:40:40,92.37,93.26,24.5,,
16:40:41,92.5,93.39,24.5,,
16:40:42,92.4,94.19,24,,
16:40:43,90.6,91.03,24.75,,
16:40:44,88.24,89.09,24.5,,
16:40:45,86.51,87.76,24.25,,
16:40:46,88.34,89.62,24.25,,
16:40:47,935.5,931.08,25.25,,
16:40:47,1475,1475,25,,
16:40:48,1466,1459.07,25.25,,
16:40:49,1299,1305.2,24.75,,
16:40:50,1434,1434,25,,
16:40:51,869,864.89,25.25,,
16:40:52,1447,1433.38,25.5,,
16:40:53,1387,1373.95,25.5,,
16:40:54,1393,1379.89,25.5,,
16:40:55,1228,1233.86,24.75,,
16:40:56,1423,1409.61,25.5,,
16:40:57,1421,1414.28,25.25,,
16:40:58,476.3,478.57,24.75,,
16:40:59,1122,1111.44,25.5,,
16:41:00,268.1,271.98,24.25,,
16:41:01,92.26,93.59,24.25,,
16:41:02,92.63,93.52,24.5,,
16:41:03,93.75,96.03,23.75,,
16:41:04,94.16,95.52,24.25,,
16:41:05,94.53,95.9,24.25,,
16:41:06,96.02,97.41,24.25,,
16:41:07,95.89,97.28,24.25,,
16:41:08,96.63,97.56,24.5,,
16:41:09,96.55,99.38,23.5,,
16:41:10,96.04,96.5,24.75,,
16:41:11,96.51,97.44,24.5,,
16:41:12,96.21,97.6,24.25,,
16:41:13,94.89,95.8,24.5,,
16:41:14,94.51,95.42,24.5,,
16:41:15,94.89,96.26,24.25,,
16:41:16,95.2,96.58,24.25,,
16:41:17,94.86,96.23,24.25,,
16:41:18,95.2,96.58,24.25,,
16:41:19,94.81,96.65,24,,
16:41:20,94.9,95.81,24.5,,
16:41:21,95.24,97.08,24,,
16:41:22,94.87,96.71,24,,
16:41:23,94.83,96.2,24.25,,
16:41:24,95.48,97.33,24,,
16:41:25,95.5,96.42,24.5,,
16:41:26,95.45,96.37,24.5,,
16:41:27,95.5,96.88,24.25,,
16:41:28,95.45,96.83,24.25,,
16:41:28,95.29,97.61,23.75,,
16:41:29,95.8,97.18,24.25,,
16:41:30,95.55,96.93,24.25,,
16:41:31,95.48,96.86,24.25,,
16:41:32,95.24,96.62,24.25,,
16:41:33,95.54,96.92,24.25,,
16:41:34,96.42,98.29,24,,
16:41:35,95.87,97.26,24.25,,
16:41:36,96.04,97.9,24,,
16:41:37,95.5,96.88,24.25,,
16:41:38,96.41,97.33,24.5,,
16:41:39,95.83,98.16,23.75,,
16:41:40,95.34,96.72,24.25,,
16:41:41,96.04,96.5,24.75,,
16:41:42,95.8,96.72,24.5,,
16:41:43,96.12,97.51,24.25,,
16:41:44,95.75,97.13,24.25,,
16:41:45,96.05,97.44,24.25,,
16:41:46,95.83,97.22,24.25,,
16:41:47,95.54,96,24.75,,
16:41:48,95.87,97.73,24,,
16:41:49,96.19,97.11,24.5,,
16:41:50,96.46,97.85,24.25,,
16:41:51,95.6,96.52,24.5,,
16:41:52,96.55,97.48,24.5,,
16:41:53,96.14,97.06,24.5,,
16:41:54,95.83,97.69,24,,
16:41:55,96.21,98.07,24,,
16:41:56,96.47,98.34,24,,
16:41:57,96.17,97.56,24.25,,
16:41:58,96.51,97.91,24.25,,
16:41:59,96.46,97.85,24.25,,
16:42:00,96.51,97.44,24.5,,
16:42:01,95.97,97.83,24,,
16:42:02,96.51,96.97,24.75,,
16:42:03,96.42,97.34,24.5,,
16:42:04,96.85,98.25,24.25,,
16:42:05,96.53,98.4,24,,
16:42:06,96.85,97.31,24.75,,
16:42:07,96.76,98.16,24.25,,
16:42:08,96.24,97.16,24.5,,
16:42:09,97.34,99.23,24,,
16:42:10,96.75,98.15,24.25,,
16:42:11,96.58,97.98,24.25,,
16:42:12,97.02,98.42,24.25,,
16:42:12,96.55,97.95,24.25,,
16:42:13,97,97.46,24.75,,
16:42:14,96.9,97.83,24.5,,
16:42:15,96.87,98.75,24,,
16:42:16,96.58,98.45,24,,
16:42:17,96.67,97.13,24.75,,
16:42:18,97.48,98.41,24.5,,
16:42:19,97.54,98.95,24.25,,
16:42:20,1083,1077.88,25.25,,
16:42:21,1486,1486,25,,
16:42:22,1469,1455.18,25.5,,
16:42:24,1456,1442.3,25.5,,
16:42:24,1464,1457.08,25.25,,
16:42:25,1463,1456.08,25.25,,
16:42:26,1457,1443.29,25.5,,
16:42:27,1459,1452.1,25.25,,
16:42:28,1452,1458.93,24.75,,
16:42:29,1453,1446.13,25.25,,
16:42:30,1459,1452.1,25.25,,
16:42:31,1459,1452.1,25.25,,
16:42:32,1458,1451.11,25.25,,
16:42:33,1475,1461.12,25.5,,
16:42:34,1457,1450.11,25.25,,
16:42:35,1459,1445.27,25.5,,
16:42:36,1465,1458.07,25.25,,
16:42:37,1458,1458,25,,
16:42:38,1465,1458.07,25.25,,
16:42:39,1450,1443.15,25.25,,
16:42:40,1446,1432.39,25.5,,
16:42:41,1446,1446,25,,
16:42:42,1440,1433.19,25.25,,
16:42:43,1463,1463,25,,
16:42:44,1457,1457,25,,
16:42:45,1452,1445.14,25.25,,
16:42:46,1461,1447.25,25.5,,
16:42:47,1453,1446.13,25.25,,
16:42:48,1458,1458,25,,
16:42:49,1449,1435.36,25.5,,
16:42:50,1452,1445.14,25.25,,
16:42:51,1453,1439.33,25.5,,
16:42:52,1444,1450.89,24.75,,
16:42:53,1440,1433.19,25.25,,
16:42:54,1445,1445,25,,
16:42:55,1437,1430.21,25.25,,
16:42:56,1436,1429.21,25.25,,
16:42:56,1445,1431.4,25.5,,
16:42:57,1446,1432.39,25.5,,
16:42:58,1443,1436.18,25.25,,
16:42:59,1441,1420.75,25.75,,
16:43:00,1445,1431.4,25.5,,
16:43:01,1434,1434,25,,
16:43:02,1353,1340.27,25.5,,
16:43:03,1408,1401.34,25.25,,
16:43:04,1339,1326.4,25.5,,
16:43:05,1435,1435,25,,
16:43:06,1327,1314.51,25.5,,
16:43:07,1380,1373.48,25.25,,
16:43:08,1418,1398.08,25.75,,
16:43:09,1400,1393.38,25.25,,
16:43:10,1415,1401.68,25.5,,
16:43:11,1418,1418,25,,
16:43:12,1415,1415,25,,
16:43:13,1353,1353,25,,
16:43:14,1408,1394.75,25.5,,
16:43:15,1358,1358,25,,
16:43:16,1442,1435.18,25.25,,
16:43:17,1415,1408.31,25.25,,
16:43:18,1412,1398.71,25.5,,
16:43:19,1364,1364,25,,
16:43:20,1346,1339.64,25.25,,
16:43:21,1382,1375.47,25.25,,
16:43:22,1440,1433.19,25.25,,
16:43:23,1363,1356.56,25.25,,
16:43:24,1341,1328.38,25.5,,
16:43:25,1318,1299.48,25.75,,
16:43:26,1374,1380.56,24.75,,
16:43:27,1385,1371.97,25.5,,
16:43:28,1323,1323,25,,
16:43:29,1375,1375,25,,
16:43:30,1472,1472,25,,
16:43:31,1397,1383.85,25.5,,
16:43:32,1366,1359.54,25.25,,
16:43:33,1407,1387.23,25.75,,
16:43:34,1391,1377.91,25.5,,
16:43:35,1451,1437.35,25.5,,
16:43:36,1433,1419.51,25.5,,
16:43:37,1427,1420.25,25.25,,
16:43:38,1399,1392.39,25.25,,
16:43:39,1377,1370.49,25.25,,
16:43:39,1433,1419.51,25.5,,
16:43:41,1395,1395,25,,
16:43:41,1420,1406.64,25.5,,
16:43:42,1361,1361,25,,
