Time,Conductivity (mS),Conductivity @25*C (microS),Temperature,,
17:47:06,10.67,10.72,24.75,,
17:47:07,10.33,10.43,24.5,,
17:47:08,10.33,10.33,25,,
17:47:09,10.34,10.49,24.25,,
17:47:10,10.33,10.33,25,,
17:47:11,10.66,10.71,24.75,,
17:47:12,10.34,10.34,25,,
17:47:13,10.66,10.66,25,,
17:47:14,10.95,11,24.75,,
17:47:15,10.67,10.77,24.5,,
17:47:16,10.67,10.72,24.75,,
17:47:17,10.66,10.71,24.75,,
17:47:18,10.66,10.71,24.75,,
17:47:19,10.94,10.94,25,,
17:47:20,10.34,10.34,25,,
17:47:21,10.33,10.38,24.75,,
17:47:22,10,10.05,24.75,,
17:47:23,10.67,10.77,24.5,,
17:47:24,10.34,10.39,24.75,,
17:47:25,10.67,10.77,24.5,,
17:47:26,10.33,10.38,24.75,,
17:47:27,10.66,10.71,24.75,,
17:47:28,10.33,10.38,24.75,,
17:47:29,10.01,10.06,24.75,,
17:47:30,10.01,10.01,25,,
17:47:31,10.01,10.11,24.5,,
17:47:32,10.67,10.77,24.5,,
17:47:33,10.01,10.06,24.75,,
17:47:34,10.34,10.34,25,,
17:47:35,10.67,10.67,25,,
17:47:36,10.67,10.77,24.5,,
17:47:37,10.34,10.44,24.5,,
17:47:38,10.01,10.01,25,,
17:47:39,10.67,10.72,24.75,,
17:47:40,10.34,10.44,24.5,,
17:47:41,10.34,10.34,25,,
17:47:42,10.34,10.39,24.75,,
17:47:42,10.66,10.76,24.5,,
17:47:43,10.33,10.38,24.75,,
17:47:44,10.34,10.39,24.75,,
17:47:45,10.68,10.78,24.5,,
17:47:46,10.01,10.06,24.75,,
17:47:47,10,10,25,,
17:47:48,10.34,10.39,24.75,,
17:47:49,10.66,10.76,24.5,,
17:47:50,10.01,10.15,24.25,,
17:47:51,10.67,10.67,25,,
17:47:52,10.68,10.73,24.75,,
17:47:53,10.67,10.77,24.5,,
17:47:54,10.34,10.44,24.5,,
17:47:55,10.67,10.72,24.75,,
17:47:56,10.01,10.11,24.5,,
17:47:57,10.35,10.4,24.75,,
17:47:58,10.33,10.33,25,,
17:47:59,10.34,10.34,25,,
17:48:00,10.01,10.11,24.5,,
17:48:01,10.34,10.34,25,,
17:48:02,10.34,10.34,25,,
17:48:03,10.67,10.72,24.75,,
17:48:04,10.02,10.16,24.25,,
17:48:05,10.02,10.16,24.25,,
17:48:06,10.35,10.45,24.5,,
17:48:07,10.02,10.21,24,,
17:48:08,9.68,9.73,24.75,,
17:48:09,10.34,10.39,24.75,,
17:48:10,10.01,10.11,24.5,,
17:48:11,9.69,9.69,25,,
17:48:12,10.02,10.07,24.75,,
17:48:13,10.01,10.06,24.75,,
17:48:14,9.69,9.78,24.5,,
17:48:15,10.01,10.06,24.75,,
17:48:16,10.02,10.07,24.75,,
17:48:17,10.34,10.39,24.75,,
17:48:18,10.34,10.34,25,,
17:48:19,9.69,9.74,24.75,,
17:48:20,10.68,10.68,25,,
17:48:21,10.02,10.07,24.75,,
17:48:22,10.02,10.12,24.5,,
17:48:23,10.02,10.07,24.75,,
17:48:24,10.02,10.16,24.25,,
17:48:25,10.02,10.16,24.25,,
17:48:25,10.02,10.12,24.5,,
17:48:26,10.34,10.39,24.75,,
17:48:27,10.68,10.73,24.75,,
17:48:28,10.02,10.07,24.75,,
17:48:29,10.02,10.07,24.75,,
17:48:30,10.02,10.07,24.75,,
17:48:31,10.02,10.12,24.5,,
17:48:32,9.69,9.78,24.5,,
17:48:33,9.69,9.74,24.75,,
17:48:34,10.01,10.06,24.75,,
17:48:35,10.35,10.45,24.5,,
17:48:36,9.69,9.74,24.75,,
17:48:37,10.02,10.07,24.75,,
17:48:38,10.33,10.48,24.25,,
17:48:39,10.35,10.35,25,,
17:48:40,10.35,10.45,24.5,,
17:48:41,10.35,10.35,25,,
17:48:42,10.35,10.4,24.75,,
17:48:43,10.34,10.39,24.75,,
17:48:44,10.35,10.35,25,,
17:48:45,10.02,10.02,25,,
17:48:46,10.36,10.41,24.75,,
17:48:47,10.02,10.12,24.5,,
17:48:48,10.02,10.07,24.75,,
17:48:49,10.02,10.07,24.75,,
17:48:50,10.03,10.03,25,,
17:48:51,10.35,10.45,24.5,,
17:48:52,10.02,10.02,25,,
17:48:53,9.69,9.78,24.5,,
17:48:54,10.01,10.06,24.75,,
17:48:55,10.03,10.03,25,,
17:48:56,9.68,9.68,25,,
17:48:57,10.02,10.07,24.75,,
17:48:58,9.7,9.79,24.5,,
17:48:59,10.02,10.02,25,,
17:49:00,10.02,9.97,25.25,,
17:49:01,9.36,9.45,24.5,,
17:49:02,10.02,10.07,24.75,,
17:49:03,9.36,9.45,24.5,,
17:49:04,9.69,9.78,24.5,,
17:49:05,10.02,10.02,25,,
17:49:06,9.7,9.75,24.75,,
17:49:07,10.34,10.39,24.75,,
17:49:08,10.35,10.4,24.75,,
17:49:08,10.03,10.08,24.75,,
17:49:09,9.69,9.74,24.75,,
17:49:10,10.68,10.73,24.75,,
17:49:11,9.69,9.69,25,,
17:49:12,9.69,9.74,24.75,,
17:49:13,9.36,9.36,25,,
17:49:14,10.02,10.12,24.5,,
17:49:15,10.01,10.01,25,,
17:49:16,10.02,10.07,24.75,,
17:49:17,10.35,10.4,24.75,,
17:49:18,10.02,10.12,24.5,,
17:49:19,9.36,9.45,24.5,,
17:49:20,10.02,10.12,24.5,,
17:49:21,9.68,9.77,24.5,,
17:49:22,10.01,10.06,24.75,,
17:49:23,9.68,9.82,24.25,,
17:49:24,9.69,9.74,24.75,,
17:49:25,9.69,9.69,25,,
17:49:26,9.69,9.74,24.75,,
17:49:27,9.68,9.77,24.5,,
17:49:28,10.35,10.4,24.75,,
17:49:29,9.36,9.4,24.75,,
17:49:30,10.02,10.07,24.75,,
17:49:31,9.36,9.36,25,,
17:49:32,9.69,9.69,25,,
17:49:33,10.02,10.07,24.75,,
17:49:34,10.35,10.5,24.25,,
17:49:35,10.35,10.35,25,,
17:49:36,9.69,9.74,24.75,,
17:49:37,10.02,10.12,24.5,,
17:49:38,10.02,10.12,24.5,,
17:49:39,9.68,9.82,24.25,,
17:49:40,10.34,10.34,25,,
17:49:41,10.02,10.07,24.75,,
17:49:42,9.69,9.69,25,,
17:49:43,10.02,10.07,24.75,,
17:49:44,10.02,10.02,25,,
17:49:45,10.02,10.02,25,,
17:49:46,9.36,9.36,25,,
17:49:47,9.69,9.69,25,,
17:49:48,9.06,9.06,25,,
17:49:49,10.02,10.07,24.75,,
17:49:50,9.68,9.77,24.5,,
17:49:51,9.68,9.73,24.75,,
17:49:52,9.35,9.39,24.75,,
17:49:52,9.69,9.69,25,,
17:49:53,9.69,9.74,24.75,,
17:49:54,9.36,9.45,24.5,,
17:49:55,9.69,9.78,24.5,,
17:49:56,9.69,9.74,24.75,,
17:49:57,9.68,9.73,24.75,,
17:49:58,9.35,9.44,24.5,,
17:49:59,10.02,10.07,24.75,,
17:50:00,9.69,9.69,25,,
17:50:01,9.68,9.73,24.75,,
17:50:02,9.68,9.68,25,,
17:50:03,9.68,9.77,24.5,,
17:50:04,9.35,9.35,25,,
17:50:05,9.35,9.35,25,,
17:50:06,9.35,9.39,24.75,,
17:50:07,8.74,8.74,25,,
17:50:08,9.07,9.11,24.75,,
17:50:09,9.07,9.11,24.75,,
17:50:10,9.07,9.07,25,,
17:50:11,9.07,9.11,24.75,,
17:50:12,9.36,9.36,25,,
17:50:13,9.06,9.1,24.75,,
17:50:14,9.35,9.35,25,,
17:50:15,9.35,9.35,25,,
17:50:16,9.06,9.06,25,,
17:50:17,9.06,9.1,24.75,,
17:50:18,9.35,9.44,24.5,,
17:50:19,9.06,9.1,24.75,,
17:50:20,9.35,9.39,24.75,,
17:50:21,9.06,9.15,24.5,,
17:50:22,9.06,9.1,24.75,,
17:50:23,9.06,9.1,24.75,,
17:50:24,9.35,9.35,25,,
17:50:25,9.35,9.39,24.75,,
17:50:26,9.68,9.68,25,,
17:50:27,9.68,9.68,25,,
17:50:28,9.34,9.34,25,,
17:50:29,9.06,9.1,24.75,,
17:50:30,8.73,8.73,25,,
17:50:31,9.35,9.39,24.75,,
17:50:32,9.06,9.1,24.75,,
17:50:33,9.34,9.38,24.75,,
17:50:34,9.05,9.05,25,,
17:50:35,9.05,9.05,25,,
17:50:36,9.35,9.35,25,,
17:50:36,9.35,9.35,25,,
17:50:37,9.06,9.06,25,,
17:50:38,9.34,9.38,24.75,,
17:50:39,9.35,9.44,24.5,,
17:50:40,9.67,9.67,25,,
17:50:41,10,10,25,,
17:50:43,9.67,9.67,25,,
17:50:43,9.34,9.34,25,,
17:50:44,9.67,9.76,24.5,,
17:50:45,9.67,9.72,24.75,,
17:50:46,9.68,9.68,25,,
17:50:47,9.35,9.35,25,,
17:50:48,9.67,9.76,24.5,,
17:50:49,9.34,9.43,24.5,,
17:50:50,9.68,9.68,25,,
17:50:51,10.01,10.01,25,,
17:50:52,9.67,9.76,24.5,,
17:50:53,9.68,9.82,24.25,,
17:50:54,9.35,9.35,25,,
17:50:55,9.68,9.63,25.25,,
17:50:56,9.06,9.51,22.5,,
17:50:57,9.35,9.58,23.75,,
17:50:58,9.36,9.54,24,,
17:50:59,9.68,9.87,24,,
17:51:00,9.68,9.87,24,,
17:51:01,9.68,10.06,23,,
17:51:02,10.02,10.31,23.5,,
17:51:03,9.06,9.24,24,,
17:51:04,374,404.76,21,,
17:51:05,9.68,9.96,23.5,,
17:51:06,9.68,9.82,24.25,,
17:51:07,940.6,940.6,25,,
17:51:08,898.1,898.1,25,,
17:51:09,1381,1387.59,24.75,,
17:51:10,1379,1372.48,25.25,,
17:51:11,1377,1377,25,,
17:51:12,1379,1385.58,24.75,,
17:51:13,1379,1379,25,,
17:51:14,1377,1377,25,,
17:51:15,1376,1369.49,25.25,,
17:51:16,1378,1365.03,25.5,,
17:51:17,1376,1369.49,25.25,,
17:51:18,1377,1370.49,25.25,,
17:51:19,1377,1351.32,26,,
17:51:20,1376,1350.34,26,,
17:51:20,1378,1365.03,25.5,,
17:51:21,1376,1363.05,25.5,,
17:51:23,1378,1371.49,25.25,,
17:51:23,1378,1371.49,25.25,,
17:51:24,1380,1367.01,25.5,,
17:51:25,1379,1385.58,24.75,,
17:51:26,1377,1370.49,25.25,,
17:51:27,1377,1364.04,25.5,,
17:51:29,1377,1377,25,,
17:51:29,1373,1366.51,25.25,,
17:51:30,1376,1369.49,25.25,,
17:51:31,1378,1365.03,25.5,,
17:51:32,1376,1369.49,25.25,,
17:51:33,1377,1377,25,,
17:51:34,1379,1359.63,25.75,,
17:51:35,1376,1363.05,25.5,,
17:51:36,1377,1370.49,25.25,,
17:51:37,1377,1383.57,24.75,,
17:51:38,1376,1376,25,,
17:51:39,1375,1375,25,,
17:51:40,1379,1372.48,25.25,,
17:51:41,1378,1378,25,,
17:51:42,1376,1382.57,24.75,,
17:51:43,1375,1381.56,24.75,,
17:51:44,1372,1385.16,24.5,,
17:51:45,1375,1388.19,24.5,,
17:51:46,1376,1382.57,24.75,,
17:51:47,1374,1387.18,24.5,,
17:51:48,1373,1392.85,24.25,,
17:51:49,1374,1367.5,25.25,,
17:51:50,1373,1392.85,24.25,,
17:51:51,1374,1380.56,24.75,,
17:51:52,1376,1376,25,,
17:51:53,1374,1374,25,,
17:51:54,1374,1393.86,24.25,,
17:51:55,1377,1377,25,,
17:51:56,1375,1375,25,,
17:51:57,1376,1376,25,,
17:51:58,1374,1380.56,24.75,,
17:51:59,1372,1378.55,24.75,,
17:52:00,1373,1386.17,24.5,,
17:52:01,1375,1381.56,24.75,,
17:52:02,1375,1368.5,25.25,,
17:52:03,1375,1394.88,24.25,,
17:52:04,1377,1390.21,24.5,,
17:52:04,1373,1379.55,24.75,,
17:52:05,1374,1400.61,24,,
17:52:06,1377,1390.21,24.5,,
17:52:07,1376,1389.2,24.5,,
17:52:08,1373,1379.55,24.75,,
17:52:09,1375,1394.88,24.25,,
17:52:10,1372,1391.83,24.25,,
17:52:11,1370,1376.54,24.75,,
17:52:12,1370,1370,25,,
17:52:13,1368,1374.53,24.75,,
17:52:14,1362,1362,25,,
17:52:15,1363,1376.07,24.5,,
17:52:16,1362,1368.5,24.75,,
17:52:17,1367,1367,25,,
17:52:18,1361,1367.5,24.75,,
17:52:19,1348,1348,25,,
17:52:20,1329,1335.34,24.75,,
17:52:21,1316,1316,25,,
17:52:22,1298,1291.86,25.25,,
17:52:23,1111,1138.03,23.75,,
17:52:24,10.67,10.98,23.5,,
17:52:25,10.66,11.14,22.75,,
17:52:26,150.8,154.47,23.75,,
17:52:27,10.38,10.79,23,,
17:52:28,1120,1120,25,,
17:52:29,1258,1270.07,24.5,,
17:52:30,1370,1370,25,,
17:52:31,1374,1400.61,24,,
17:52:32,1375,1375,25,,
17:52:33,1375,1375,25,,
17:52:34,1374,1380.56,24.75,,
17:52:35,1376,1395.89,24.25,,
17:52:36,1373,1386.17,24.5,,
17:52:37,1363,1363,25,,
17:52:38,1363,1389.4,24,,
17:52:39,1374,1380.56,24.75,,
17:52:40,1376,1376,25,,
17:52:41,1378,1384.58,24.75,,
17:52:42,1375,1368.5,25.25,,
17:52:43,1376,1369.49,25.25,,
17:52:44,1375,1362.06,25.5,,
17:52:45,1375,1362.06,25.5,,
17:52:46,1375,1362.06,25.5,,
17:52:46,1376,1369.49,25.25,,
17:52:47,1376,1369.49,25.25,,
17:52:48,1376,1376,25,,
17:52:49,1376,1356.67,25.75,,
17:52:50,1376,1369.49,25.25,,
17:52:51,1377,1370.49,25.25,,
17:52:52,1376,1382.57,24.75,,
17:52:53,1375,1368.5,25.25,,
17:52:54,1375,1349.36,26,,
17:52:55,1374,1361.07,25.5,,
17:52:56,1374,1387.18,24.5,,
17:52:57,553.4,553.4,25,,
17:52:58,11.27,11.54,23.75,,
17:52:59,10.94,11.1,24.25,,
17:53:00,353.3,354.99,24.75,,
17:53:01,1034,1024.27,25.5,,
17:53:02,1377,1377,25,,
17:53:03,1374,1361.07,25.5,,
17:53:04,1375,1375,25,,
17:53:05,1375,1381.56,24.75,,
17:53:06,1375,1375,25,,
17:53:07,1376,1376,25,,
17:53:08,1376,1369.49,25.25,,
17:53:09,1375,1381.56,24.75,,
17:53:10,1374,1367.5,25.25,,
17:53:11,1374,1380.56,24.75,,
17:53:12,1375,1381.56,24.75,,
17:53:13,1374,1387.18,24.5,,
17:53:14,1373,1379.55,24.75,,
17:53:15,1373,1360.08,25.5,,
17:53:16,1373,1366.51,25.25,,
17:53:17,1374,1374,25,,
17:53:18,1374,1374,25,,
17:53:19,1373,1379.55,24.75,,
17:53:20,1373,1386.17,24.5,,
17:53:21,1374,1361.07,25.5,,
17:53:22,1372,1372,25,,
17:53:23,1373,1373,25,,
17:53:24,1374,1374,25,,
17:53:25,1376,1376,25,,
17:53:26,1373,1373,25,,
17:53:27,1375,1362.06,25.5,,
17:53:28,1373,1386.17,24.5,,
17:53:28,1374,1374,25,,
17:53:30,1374,1393.86,24.25,,
17:53:30,1375,1381.56,24.75,,
17:53:31,1372,1378.55,24.75,,
17:53:32,1372,1372,25,,
17:53:33,1373,1366.51,25.25,,
17:53:34,1370,1403.33,23.75,,
17:53:35,1375,1388.19,24.5,,
17:53:36,1371,1371,25,,
17:53:37,1371,1351.74,25.75,,
17:53:38,1373,1399.59,24,,
17:53:39,1372,1391.83,24.25,,
17:53:40,1372,1365.51,25.25,,
17:53:41,1375,1394.88,24.25,,
17:53:42,1372,1391.83,24.25,,
17:53:43,1373,1386.17,24.5,,
17:53:44,1373,1379.55,24.75,,
17:53:45,1375,1375,25,,
17:53:46,1372,1391.83,24.25,,
17:53:47,1373,1379.55,24.75,,
17:53:48,1372,1372,25,,
17:53:49,1370,1383.14,24.5,,
17:53:50,1371,1384.15,24.5,,
17:53:51,1373,1379.55,24.75,,
17:53:52,1373,1373,25,,
17:53:53,1372,1372,25,,
17:53:54,1373,1373,25,,
17:53:55,1373,1379.55,24.75,,
17:53:56,1372,1372,25,,
17:53:57,1374,1393.86,24.25,,
17:53:58,1374,1387.18,24.5,,
17:53:59,441.9,439.81,25.25,,
17:54:00,1348,1354.43,24.75,,
17:54:01,844.4,864.94,23.75,,
17:54:02,250.8,250.8,25,,
17:54:03,11.59,11.59,25,,
17:54:04,11.6,11.71,24.5,,
17:54:05,11.26,11.31,24.75,,
17:54:06,11.59,11.59,25,,
17:54:07,725.7,722.27,25.25,,
17:54:08,1374,1354.7,25.75,,
17:54:09,1372,1359.09,25.5,,
17:54:10,1373,1341.15,26.25,,
17:54:11,1372,1340.17,26.25,,
17:54:12,1374,1354.7,25.75,,
17:54:12,1373,1360.08,25.5,,
17:54:13,1370,1357.11,25.5,,
17:54:14,1373,1341.15,26.25,,
17:54:15,1371,1358.1,25.5,,
17:54:16,1371,1351.74,25.75,,
17:54:17,266.9,269.46,24.5,,
17:54:18,678.6,672.21,25.5,,
17:54:19,1096,1075.56,26,,
17:54:20,1375,1355.68,25.75,,
17:54:21,1374,1374,25,,
17:54:22,1373,1360.08,25.5,,
17:54:23,1372,1340.17,26.25,,
17:54:24,1373,1341.15,26.25,,
17:54:25,1372,1365.51,25.25,,
17:54:26,11.26,11.15,25.5,,
17:54:27,11.27,11.16,25.5,,
17:54:28,300.5,300.5,25,,
17:54:29,138.2,137.55,25.25,,
17:54:30,1203,1180.57,26,,
17:54:31,1377,1351.32,26,,
17:54:32,1374,1367.5,25.25,,
17:54:33,1375,1375,25,,
17:54:34,1374,1348.38,26,,
17:54:35,1374,1342.12,26.25,,
17:54:36,1374,1354.7,25.75,,
17:54:37,1376,1376,25,,
17:54:38,1376,1363.05,25.5,,
17:54:39,1373,1366.51,25.25,,
17:54:40,1374,1367.5,25.25,,
17:54:41,1373,1334.95,26.5,,
17:54:42,1374,1380.56,24.75,,
17:54:43,1372,1372,25,,
17:54:44,1376,1363.05,25.5,,
17:54:45,1373,1366.51,25.25,,
17:54:46,1375,1355.68,25.75,,
17:54:47,1373,1347.4,26,,
17:54:48,1370,1350.75,25.75,,
17:54:49,11.92,11.86,25.25,,
17:54:50,11.91,11.8,25.5,,
17:54:51,1374,1354.7,25.75,,
17:54:52,1370,1344.46,26,,
17:54:53,1372,1359.09,25.5,,
17:54:54,1275,1268.97,25.25,,
17:54:55,1018,999.02,26,,
17:54:56,1371,1351.74,25.75,,
17:54:56,1372,1346.42,26,,
17:54:57,1371,1358.1,25.5,,
17:54:58,1373,1373,25,,
17:54:59,1370,1350.75,25.75,,
17:55:00,1370,1363.52,25.25,,
17:55:01,1372,1352.72,25.75,,
17:55:02,1373,1373,25,,
17:55:03,1371,1358.1,25.5,,
17:55:04,1370,1363.52,25.25,,
17:55:05,1370,1376.54,24.75,,
17:55:06,1371,1351.74,25.75,,
17:55:07,1372,1359.09,25.5,,
17:55:08,1370,1370,25,,
17:55:09,1371,1384.15,24.5,,
17:55:10,1368,1374.53,24.75,,
17:55:11,1370,1357.11,25.5,,
17:55:12,1372,1359.09,25.5,,
17:55:13,1368,1361.53,25.25,,
17:55:14,553.2,558.51,24.5,,
17:55:15,1340,1359.37,24.25,,
17:55:16,1357,1350.58,25.25,,
17:55:17,1320,1313.76,25.25,,
17:55:18,1325,1306.38,25.75,,
17:55:19,1305,1292.72,25.5,,
17:55:20,1321,1321,25,,
17:55:21,1325,1318.74,25.25,,
17:55:22,1223,1205.82,25.75,,
17:55:23,1371,1371,25,,
17:55:24,1371,1364.52,25.25,,
17:55:25,1371,1351.74,25.75,,
17:55:26,1372,1365.51,25.25,,
17:55:27,1373,1379.55,24.75,,
17:55:28,1369,1349.77,25.75,,
17:55:29,1372,1340.17,26.25,,
17:55:30,1372,1365.51,25.25,,
17:55:31,1369,1356.12,25.5,,
17:55:32,1373,1341.15,26.25,,
17:55:33,1372,1333.98,26.5,,
17:55:34,1371,1345.44,26,,
17:55:35,1369,1331.06,26.5,,
17:55:36,1370,1332.04,26.5,,
17:55:37,1372,1327.85,26.75,,
17:55:38,1372,1333.98,26.5,,
17:55:39,1370,1332.04,26.5,,
17:55:40,1374,1335.93,26.5,,
17:55:40,1373,1347.4,26,,
17:55:41,1374,1342.12,26.25,,
17:55:42,1372,1352.72,25.75,,
17:55:43,1370,1338.22,26.25,,
17:55:44,1366,1328.15,26.5,,
17:55:45,1370,1338.22,26.25,,
17:55:46,1371,1333.01,26.5,,
17:55:47,1371,1351.74,25.75,,
17:55:48,1372,1346.42,26,,
17:55:49,1371,1345.44,26,,
17:55:50,1373,1347.4,26,,
17:55:51,1371,1345.44,26,,
17:55:52,1371,1351.74,25.75,,
17:55:53,1372,1333.98,26.5,,
17:55:54,1371,1345.44,26,,
17:55:55,1369,1331.06,26.5,,
17:55:56,1371,1339.19,26.25,,
17:55:57,1369,1337.24,26.25,,
17:55:58,1371,1351.74,25.75,,
17:55:59,1371,1345.44,26,,
17:56:00,1372,1346.42,26,,
17:56:01,1371,1339.19,26.25,,
17:56:02,1373,1353.71,25.75,,
17:56:03,1371,1351.74,25.75,,
17:56:04,1369,1343.47,26,,
17:56:05,1369,1356.12,25.5,,
17:56:06,1367,1347.79,25.75,,
17:56:07,1372,1346.42,26,,
17:56:08,1368,1348.78,25.75,,
17:56:09,1370,1363.52,25.25,,
17:56:10,1371,1333.01,26.5,,
17:56:11,1370,1350.75,25.75,,
17:56:12,1371,1358.1,25.5,,
17:56:13,1372,1372,25,,
17:56:14,1369,1349.77,25.75,,
17:56:15,1372,1352.72,25.75,,
17:56:16,1372,1346.42,26,,
17:56:17,1371,1358.1,25.5,,
17:56:18,1369,1349.77,25.75,,
17:56:19,1369,1356.12,25.5,,
17:56:20,1371,1364.52,25.25,,
17:56:21,1368,1348.78,25.75,,
17:56:22,1367,1341.51,26,,
17:56:22,1369,1362.53,25.25,,
17:56:23,1369,1362.53,25.25,,
17:56:24,1371,1364.52,25.25,,
17:56:25,1368,1342.49,26,,
17:56:26,1369,1343.47,26,,
17:56:27,1367,1347.79,25.75,,
17:56:28,1368,1368,25,,
17:56:29,1371,1358.1,25.5,,
17:56:30,1370,1383.14,24.5,,
17:56:31,1369,1382.13,24.5,,
17:56:32,1371,1351.74,25.75,,
17:56:33,1370,1370,25,,
17:56:34,1367,1380.11,24.5,,
17:56:35,1371,1377.54,24.75,,
17:56:36,1370,1350.75,25.75,,
17:56:37,1368,1361.53,25.25,,
17:56:38,1370,1357.11,25.5,,
17:56:39,1371,1364.52,25.25,,
17:56:40,1369,1369,25,,
17:56:41,1372,1372,25,,
17:56:42,1370,1350.75,25.75,,
17:56:43,1370,1338.22,26.25,,
17:56:44,1371,1358.1,25.5,,
17:56:45,1370,1357.11,25.5,,
17:56:46,1371,1371,25,,
17:56:47,1368,1368,25,,
17:56:48,1365,1358.55,25.25,,
17:56:49,1367,1360.54,25.25,,
17:56:50,1368,1368,25,,
17:56:51,1370,1350.75,25.75,,
17:56:52,1370,1357.11,25.5,,
17:56:53,1369,1343.47,26,,
17:56:54,1367,1360.54,25.25,,
17:56:55,1369,1362.53,25.25,,
17:56:56,1368,1355.13,25.5,,
17:56:57,1366,1353.15,25.5,,
17:56:58,1364,1344.84,25.75,,
17:56:59,1367,1354.14,25.5,,
17:57:00,1367,1335.29,26.25,,
17:57:01,1370,1350.75,25.75,,
17:57:02,1364,1332.36,26.25,,
17:57:03,1367,1335.29,26.25,,
17:57:04,1369,1337.24,26.25,,
17:57:05,1362,1324.26,26.5,,
17:57:06,1359,1321.34,26.5,,
17:57:06,1362,1342.86,25.75,,
17:57:07,1368,1348.78,25.75,,
17:57:08,1365,1339.55,26,,
17:57:09,1366,1346.81,25.75,,
17:57:10,1365,1339.55,26,,
17:57:11,1365,1339.55,26,,
17:57:12,1365,1327.18,26.5,,
17:57:13,1367,1329.12,26.5,,
17:57:14,1366,1340.53,26,,
17:57:15,1366,1328.15,26.5,,
17:57:16,1370,1350.75,25.75,,
17:57:17,1369,1356.12,25.5,,
17:57:18,1367,1335.29,26.25,,
17:57:19,1370,1338.22,26.25,,
17:57:20,1371,1351.74,25.75,,
17:57:21,1369,1343.47,26,,
17:57:22,1368,1348.78,25.75,,
17:57:23,1369,1343.47,26,,
17:57:24,1368,1342.49,26,,
17:57:25,1367,1335.29,26.25,,
17:57:26,1369,1343.47,26,,
17:57:27,1367,1354.14,25.5,,
17:57:28,1364,1338.57,26,,
17:57:29,1365,1339.55,26,,
17:57:30,1368,1336.26,26.25,,
17:57:31,1363,1350.17,25.5,,
17:57:32,1354,1341.26,25.5,,
17:57:33,1363,1343.85,25.75,,
17:57:34,1366,1353.15,25.5,,
17:57:35,1364,1370.51,24.75,,
17:57:36,1365,1345.82,25.75,,
17:57:37,1364,1344.84,25.75,,
17:57:38,1363,1356.56,25.25,,
17:57:39,1367,1373.52,24.75,,
17:57:40,1366,1346.81,25.75,,
17:57:41,1366,1346.81,25.75,,
17:57:42,1367,1347.79,25.75,,
17:57:43,1366,1340.53,26,,
17:57:44,1365,1365,25,,
17:57:45,1366,1346.81,25.75,,
17:57:46,1366,1366,25,,
17:57:47,1366,1340.53,26,,
17:57:48,1366,1346.81,25.75,,
17:57:49,1368,1361.53,25.25,,
17:57:49,1367,1360.54,25.25,,
17:57:50,1369,1349.77,25.75,,
17:57:51,1367,1360.54,25.25,,
17:57:52,1368,1342.49,26,,
17:57:53,1367,1380.11,24.5,,
17:57:54,1367,1367,25,,
17:57:55,1367,1354.14,25.5,,
17:57:56,1366,1353.15,25.5,,
17:57:57,1368,1368,25,,
17:57:58,1367,1347.79,25.75,,
17:57:59,1368,1374.53,24.75,,
17:58:00,1368,1381.12,24.5,,
17:58:01,1367,1347.79,25.75,,
17:58:02,1366,1353.15,25.5,,
17:58:03,1367,1367,25,,
17:58:04,1368,1368,25,,
17:58:05,1370,1370,25,,
17:58:06,1369,1349.77,25.75,,
17:58:07,1368,1368,25,,
17:58:08,1372,1359.09,25.5,,
17:58:09,1367,1367,25,,
17:58:10,1369,1349.77,25.75,,
17:58:11,1367,1354.14,25.5,,
17:58:12,1368,1355.13,25.5,,
17:58:13,1368,1355.13,25.5,,
17:58:14,1365,1345.82,25.75,,
17:58:15,1364,1357.55,25.25,,
17:58:16,1367,1380.11,24.5,,
17:58:17,1366,1346.81,25.75,,
17:58:18,1365,1345.82,25.75,,
17:58:19,1364,1351.16,25.5,,
17:58:20,1364,1357.55,25.25,,
17:58:21,1365,1339.55,26,,
17:58:22,62.01,62.31,24.75,,
17:58:23,12.51,12.51,25,,
17:58:24,33.81,33.49,25.5,,
17:58:25,360.5,358.8,25.25,,
17:58:26,823,811.44,25.75,,
17:58:27,52.34,51.6,25.75,,
17:58:28,12.84,12.72,25.5,,
17:58:29,1369,1331.06,26.5,,
17:58:30,1370,1344.46,26,,
17:58:31,1370,1350.75,25.75,,
17:58:32,1368,1342.49,26,,
17:58:33,1367,1329.12,26.5,,
17:58:34,1370,1332.04,26.5,,
17:58:34,1372,1352.72,25.75,,
17:58:35,1370,1357.11,25.5,,
17:58:36,1368,1336.26,26.25,,
17:58:37,1370,1357.11,25.5,,
17:58:38,1369,1331.06,26.5,,
17:58:39,1373,1347.4,26,,
17:58:40,1371,1351.74,25.75,,
17:58:41,1371,1339.19,26.25,,
17:58:42,1371,1339.19,26.25,,
17:58:43,1372,1346.42,26,,
17:58:44,1372,1352.72,25.75,,
17:58:45,1370,1344.46,26,,
17:58:46,1372,1359.09,25.5,,
17:58:47,1370,1357.11,25.5,,
17:58:48,1372,1340.17,26.25,,
17:58:49,1372,1359.09,25.5,,
17:58:50,1371,1351.74,25.75,,
17:58:51,1372,1340.17,26.25,,
17:58:52,1371,1351.74,25.75,,
17:58:53,1371,1364.52,25.25,,
17:58:54,1372,1352.72,25.75,,
17:58:55,1372,1340.17,26.25,,
17:58:56,1371,1351.74,25.75,,
