t,Tin,Tin_amb,Tout,T4,T5,T6,T7,T8,note,Tset,flowrate,duty
2022-01-31 13:26:16,22.6143798828125,23.68344600217919,22.29435524066092,23.87593375427572,24.287609199187486,23.355089072635504,22.873407496237554,22.40882018052313,,0.0,0.0,0.0
2022-01-31 13:26:18,22.618671417236328,23.695229398188687,22.302308370179166,23.876548541121096,24.29224453322817,23.359387672754107,22.870122579220443,22.416807306375016,,,,
2022-01-31 13:26:18,22.619279861450195,23.695844905528958,22.29924244731391,23.877159497518836,24.292901720587718,23.359997118726476,22.866837662203327,22.4100436751486,,,,
2022-01-31 13:26:19,22.616363525390625,23.696618631057007,22.30000559757398,23.8668441020385,24.281805760968545,23.35707789162371,22.867654297881913,22.414496048559094,,,,
2022-01-31 13:26:20,22.620805740356445,23.701110483997915,22.297095730372877,23.87130274308533,24.28660178658931,23.361525509879755,22.872409159120483,22.41894842196959,,,,
2022-01-31 13:26:21,22.614171981811523,23.701845619724068,22.294149703932522,23.868337976616044,24.283412676769316,23.35488082934087,22.865306470305978,22.40123833726593,,,,
2022-01-31 13:26:22,22.61846160888672,23.70246112706434,22.294756798528436,23.865254466270084,24.284069864128863,23.355492185802184,22.877774455528797,22.40553586213789,,,,
2022-01-31 13:26:23,22.611713409423828,23.703080493384796,22.30638104238999,23.87325818660286,24.28870519816955,23.36347611908913,22.878429805660865,22.40983721043055,,,,
2022-01-31 13:26:24,22.61615753173828,23.711296262208844,22.307140386414346,23.87032789416229,24.293503283938776,23.360553071008482,22.87136999021948,22.425352651649774,Tset updated to 40.0,40.0,,
2022-01-31 13:26:25,22.609577178955078,23.704641450871563,22.300576532930634,23.87111313592741,24.282423805507303,23.361336371474536,22.868266774640855,22.415071473375132,,,,
2022-01-31 13:26:26,22.621227264404297,23.712704789978115,22.293847108193493,23.864337074061567,24.283085113163775,23.354577061599155,22.872860350332903,22.408307842148716,flowrate updated to 1.0,,1.0,
2022-01-31 13:26:26,22.621227264404297,23.712704789978115,22.293847108193493,23.864337074061567,24.283085113163775,23.354577061599155,22.872860350332903,22.408307842148716,PID is off,,,
2022-01-31 13:26:27,22.618310928344727,23.72092055880216,22.29460645221785,23.876186563819616,24.291857225317216,23.359028500833084,22.877613169982276,22.412762127269563,,,,
2022-01-31 13:26:28,22.626222610473633,23.72148011092968,22.306171699425885,23.87304751198295,24.28847858183867,23.35589529896886,22.874269046878464,22.41700230083095,,,,
2022-01-31 13:26:29,22.62332534790039,23.72971517465467,22.303280863403337,23.86644382026067,24.297271295476737,23.371421842597243,22.882980507979788,22.417786102075393,,,,
2022-01-31 13:26:30,22.62071418762207,23.72148975838015,22.302512003789705,23.874906236697704,24.288490942729446,23.363277428239204,22.88018761395902,22.42254530499743,,,,
2022-01-31 13:26:31,22.621763229370117,23.731856908660003,22.301722209879664,23.87965311892905,24.291610007501713,23.358799242160092,22.88131048801708,22.41990810056644,,,,
2022-01-31 13:26:32,22.633411407470703,23.739920247766552,22.306004225054597,23.88765492403801,24.2962453415424,23.370468508615385,22.889840247679913,22.424209448859102,Duty manually set to 10.0,40.0,1.0,10.0
2022-01-31 13:26:32,22.633411407470703,23.739920247766552,22.306004225054597,23.88765492403801,24.2962453415424,23.370468508615385,22.889840247679913,22.424209448859102,Heater started,40.0,1.0,10.0
2022-01-31 13:26:33,22.619457244873047,23.75185607349355,22.306763569078953,23.881033995301372,24.29309331439473,23.36754546053474,22.890654841769305,22.421284532020092,,40.0,1.0,10.0
2022-01-31 13:26:34,22.627426147460938,23.748751523930867,22.307374469910577,23.87425601821171,24.293754622051203,23.353417394811604,22.883433740781403,22.421896279332827,PID is on,40.0,1.0,10.0
2022-01-31 13:26:35,22.63184928894043,23.745782038674832,22.308114782756377,23.87500295550048,24.29455807995159,23.368903818172218,22.88029173500804,22.437392603448526,,40.0,1.0,100.0
2022-01-31 13:26:36,22.62891387939453,23.761422485384017,22.312526209945485,23.879444359532958,24.299333504087727,23.365961665202153,22.892900589885418,22.427075102677193,,40.0,1.0,100.0
2022-01-31 13:26:37,22.633203506469727,23.769483895000473,22.3094659964338,23.87266829766711,24.29601872521152,23.366574932152407,22.88174126333753,22.420311471450773,,40.0,1.0,100.0
2022-01-31 13:26:38,22.63013458251953,23.770101331830837,22.31741722283419,23.888059036263474,24.30462602548796,23.381925710798164,22.89027102300037,22.424610908033085,,40.0,1.0,100.0
2022-01-31 13:26:39,22.6294584274292,23.773139313985244,22.30756478169613,23.885532856048368,24.30190971974012,23.375721397960316,22.889546258835622,22.431309541107524,,40.0,1.0,100.0
2022-01-31 13:26:40,22.639781951904297,23.772416719944708,22.308687621230888,23.875579437869508,24.29517818463881,23.37684763119139,22.888780662886948,22.42690496045584,,40.0,1.0,100.0
2022-01-31 13:26:41,22.640392303466797,23.78047812956116,22.31296773328797,23.872497842747364,24.291863405762605,23.381144320821047,22.881559561899046,22.42383093020935,,40.0,1.0,100.0
2022-01-31 13:26:42,22.63010025024414,23.77751057379522,22.31004073802617,23.88063562874736,24.288692837278774,23.392947321502255,22.878417556125683,22.417201118707588,,40.0,1.0,100.0
2022-01-31 13:26:43,22.6380672454834,23.770682108349398,22.31064783262208,23.877552118401397,24.29729807740675,23.4119853438053,22.88694731578852,22.428874022118702,,40.0,1.0,100.0
2022-01-31 13:26:44,22.660905838012695,23.77889980666354,22.311409079764292,23.885707141415747,24.29415017055601,23.44223220472871,22.895640402587077,22.42963870625962,,40.0,1.0,100.0
2022-01-31 13:26:45,22.679912567138672,23.779517243493906,22.312019980595917,23.88262746151742,24.298783444448233,23.487069469699126,22.90811042939909,22.445003122361012,,40.0,1.0,100.0
2022-01-31 13:26:46,22.721149444580078,23.78400909643481,22.32746568511137,23.89078248453177,24.307555556601674,23.524685086470292,22.901048572368516,22.445765894791577,,40.0,1.0,100.0
2022-01-31 13:26:47,22.76589012145996,23.77716326557814,22.313369291155485,23.887679821947636,24.30421811609238,23.587928001904082,22.901679423430224,22.43529545719206,,40.0,1.0,100.0
2022-01-31 13:26:48,22.853403091430664,23.759614553165104,22.31441790909388,23.886885961675336,24.303366244703124,23.686641055027618,22.8968970007375,22.43081727569181,,40.0,1.0,100.0
2022-01-31 13:26:49,22.977575302124023,23.76054070841065,22.31532950254668,23.88965250247952,24.306340069008783,23.822073705608712,22.907720485862566,22.433576829585345,,40.0,1.0,100.0
2022-01-31 13:26:50,23.077699661254883,23.74644385377738,22.32345391267192,23.88674519272476,24.31513278264685,23.91130691260403,22.896744902342363,22.44173600936894,,40.0,1.0,100.0
2022-01-31 13:26:51,23.20355796813965,23.7360496906362,22.316871028009654,23.88750936702789,24.300062796643463,24.01894385957378,22.893623312460967,22.435125314970705,,40.0,1.0,100.0
2022-01-31 13:26:52,23.336585998535156,23.736628537664668,22.31009973467969,23.8917784009168,24.30068084118222,24.13376424496395,22.894235789219906,22.428323449537242,,40.0,1.0,100.0
