t,Tin,Tin_amb,Tout,T4,T5,T6,T7,T8,note,Tset,flowrate,duty
2022-01-19 10:43:25,20.866968154907227,21.32394974474076,20.89223696683745,22.605288088762656,22.932736081618746,21.859092169849163,21.274751283890485,20.856549608666857,,,,0.0
2022-01-19 10:43:27,20.863290786743164,21.31650577195467,20.884892835032975,22.605288088762656,22.948630127007146,21.848036170344123,21.270813058330504,20.86392498720601,,,,
2022-01-19 10:43:27,20.866968154907227,21.32394974474076,20.89223696683745,22.605288088762656,22.944658160771393,21.86277750301751,21.274751283890485,20.871302277455516,,,,
2022-01-19 10:43:28,20.859722137451172,21.331507557442446,20.907031805046316,22.609093638487764,22.960675815067543,21.859202978207776,21.29062463989301,20.864037778116796,,,,
2022-01-19 10:43:29,20.867080688476562,21.324063584656358,20.896020365134238,22.609093638487764,22.960675815067543,21.859202978207776,21.282748188773045,20.864037778116796,,,,
2022-01-19 10:43:30,20.85987663269043,21.32794185974709,20.89617261456268,22.609248771616972,22.96084062694454,21.851987061475352,21.28685178305794,20.860504937385755,,,,
2022-01-19 10:43:31,20.85987663269043,21.320497886961,20.888832288993914,22.598165371385868,22.968788679712972,21.85567430513264,21.29078796702873,20.860504937385755,,,,
2022-01-19 10:43:32,20.860048294067383,21.316949554676494,20.89267468394422,22.602032208273133,22.972950179607277,21.855846249137386,21.29097375164561,20.853301612778306,,,,
2022-01-19 10:43:33,20.85987663269043,21.324219873354043,20.87047671727736,22.60185983812957,22.984686845398297,21.851987061475352,21.29472823417791,20.8531295588466,,,,
2022-01-19 10:43:34,20.860048294067383,21.320673470559633,20.900016912630843,22.605728590240652,22.99679433791257,21.866902248642425,21.306726653885544,20.864364680587038,,,,
2022-01-19 10:43:35,20.86372947692871,21.320673470559633,20.89267468394422,22.613115608504234,22.99679433791257,21.86321691547408,21.298850202765575,20.87174005912619,,,,
2022-01-19 10:43:36,20.85832118988037,21.320785380985136,20.88177172174991,22.600297973106507,22.996914856597627,21.855957057496,21.297000522953578,20.853414403689094,,,,
2022-01-19 10:43:37,20.84927749633789,21.31349576740664,20.900283349130618,22.605994806351266,23.009002777701504,21.86348247343696,21.29913602525308,20.86463232003636,,,,
2022-01-19 10:43:38,20.864147186279297,21.324816085793366,20.900433695441205,22.595062708801734,23.013141615962724,21.856264646215596,21.295359085239618,20.857407966615035,,,,
2022-01-19 10:43:39,20.86782455444336,21.328540001676505,20.904104809784513,22.613536957744056,23.021089668731154,21.87100597888898,21.315050213039537,20.872158723693342,,,,
2022-01-19 10:43:40,20.86782455444336,21.332260058579454,20.904104809784513,22.606146109032835,23.025063695115367,21.87469131205733,21.307175803508766,20.861095655884615,,,,
2022-01-19 10:43:41,20.84954261779785,21.324931855199058,20.904218996855846,22.602568470941996,23.021213277638903,21.86006460872044,21.31517474998052,20.861212270216104,Tset updated to 50.0,50.0,,
2022-01-19 10:43:41,20.84954261779785,21.324931855199058,20.904218996855846,22.602568470941996,23.021213277638903,21.86006460872044,21.31517474998052,20.861212270216104,PID is off,,,
2022-01-19 10:43:42,20.86058235168457,21.32121179829611,20.900547882512537,22.598872088974478,23.029161330407334,21.87112060822548,21.319110933951308,20.8538349799666,,,,
2022-01-19 10:43:43,20.853374481201172,21.332530187192738,20.8933560001365,22.60641424036727,23.029324082135872,21.860215537346825,21.307459584407074,20.861363295333934,,,,
2022-01-19 10:43:44,20.84601593017578,21.32508621440665,20.897029017597667,22.60641424036727,23.029324082135872,21.86758620368352,21.319274261087028,20.857675606064358,,,,
2022-01-19 10:43:45,20.855300903320312,21.334478007443533,20.906292443759444,22.600958725323498,23.031405862157257,21.858459798009495,21.317397019820874,20.859605477665,,,,
2022-01-19 10:43:46,20.853548049926758,21.34014781408737,20.90086950943012,22.595503210279727,23.041433634798608,21.856704058672165,21.315519778554723,20.857847659996064,Duty manually set to 20.0,,,
2022-01-19 10:43:47,20.853662490844727,21.351429542672197,20.900985599619307,22.60300897241999,23.04155724370636,21.8678746875137,21.32351872502648,20.854274673347625,,,,
