t,T4,T5,T6,T7,T8,Tin,Tin_amb,Tout,note,flowrate,duty
2021-02-23 12:41:06,24.494125867597816,25.139348738940896,23.73218137992854,23.37877023639568,22.800900503516665,22.773773193359375,23.234299297890455,22.827871494043517,,0.0,0.0
2021-02-23 12:41:08,24.48686333888236,25.135525103394446,23.739731632225745,23.38288608021576,22.80475451158689,22.770263671875,23.23071816427434,22.84270058837378,,,
2021-02-23 12:41:08,24.486710120976973,25.139348738940896,23.73218137992854,23.39451497227883,22.80827205863511,22.784820556640625,23.22682831224304,22.83152548032613,,,
2021-02-23 12:41:10,24.494279085503205,25.1395135508179,23.736032925634806,23.38288608021576,22.80475451158689,22.77392578125,23.23071816427434,22.82799329358627,,,
2021-02-23 12:41:10,24.49810953313794,25.1396783626949,23.732487058159197,23.38696925860869,22.793834822054585,22.78143310546875,23.23831263728783,22.835514415351312,,,
2021-02-23 12:41:12,24.494432303408594,25.1396783626949,23.732487058159197,23.38696925860869,22.797535893296626,22.774078369140625,23.230872523481928,22.831829979183013,flowrate updated to 1.0,1.0,
2021-02-23 12:41:12,24.48716977469314,25.1318992421004,23.732639897274524,23.38321273448719,22.80506038524326,22.777923583984375,23.23476237551323,22.824643806160545,flowrate updated to 1.0,1.0,
2021-02-23 12:41:13,24.49103086590895,25.132064053977402,23.725425891031044,23.387295912880127,22.80521332207144,22.778076171875,23.227445749073404,22.828480491757286,,,
2021-02-23 12:41:14,24.49841596894872,25.12807560655395,23.732792736389854,23.387295912880127,22.80521332207144,22.770721435546875,23.23491673472082,22.832134478039897,water in,,
2021-02-23 12:41:15,24.487476210503917,25.132228865854405,23.72557873014637,23.383539388758628,22.80903674277603,22.7745361328125,23.231335601104703,22.82494830501743,,,
2021-02-23 12:41:16,24.49118408381434,25.128240418430952,23.72927743673731,23.387459240015843,22.805366258899625,22.78192138671875,23.231335601104703,22.83228672746834,,,
2021-02-23 12:41:17,24.50243027806992,25.132393677731404,23.73309841462051,23.391575083835917,22.805519195727808,22.785736083984375,23.250105680747804,22.83612341306508,,,
2021-02-23 12:41:18,24.495045175030153,25.12840523030795,23.729430275852636,23.391575083835917,22.809220266969852,22.785736083984375,23.242665566941902,22.83612341306508,,,
2021-02-23 12:41:19,24.49145987604404,25.132525527233007,23.7295525471449,23.387785894287276,22.8093426164324,22.77850341796875,23.235348940502078,22.828906790156925,,,
2021-02-23 12:41:20,24.4989981969892,25.13269033911001,23.737072231619038,23.380044188054278,22.805794482018538,22.778656005859375,23.23547242786815,22.836397462036278,,,
2021-02-23 12:41:21,24.502675426718543,25.13269033911001,23.737072231619038,23.383964039311493,22.805794482018538,22.782318115234375,23.239207920691857,22.832713025867978,,,
2021-02-23 12:41:22,24.4989981969892,25.13269033911001,23.744439076977848,23.403661291879,22.81313544977135,22.7860107421875,23.24294341351557,22.832713025867978,,,
2021-02-23 12:41:23,24.49360492671949,25.130844446087586,23.73167701084796,23.38610362478939,22.80224634760468,22.776947021484375,23.237494533487595,22.83102305721227,,,
2021-02-23 12:41:24,24.499335276381053,25.137008410287468,23.726312357899946,23.396148243636002,22.809770839551312,22.778961181640625,23.239547510948558,22.83304797461055,,,
2021-02-23 12:41:25,24.503012506110398,25.148907827807022,23.737377909849695,23.392195726951645,22.809770839551312,22.78997802734375,23.25069224573665,22.836701960893162,,,
2021-02-23 12:41:26,24.499611068610754,25.141293519089523,23.730286174898474,23.392489715795936,22.813747197084087,22.77557373046875,23.25100096415183,22.829637587413448,,,
2021-02-23 12:41:27,24.495903195300333,25.133349586618017,23.722919329539664,23.392489715795936,22.806406229331273,22.779266357421875,23.243560850345933,22.829637587413448,,,
2021-02-23 12:41:28,24.499611068610754,25.13730507166607,23.73768358808035,23.392489715795936,22.806406229331273,22.782928466796875,23.243560850345933,22.829637587413448,,,
2021-02-23 12:41:29,24.50344151624549,25.141458330966525,23.73413772060474,23.380860823732863,22.806559166159456,22.775726318359375,23.239979716729817,22.82245141439098,,,
2021-02-23 12:41:30,24.49624027469219,25.133679210372023,23.730622420952194,23.38102415086858,22.799340547869193,22.772216796875,23.240164947778926,22.82628809998772,,,
2021-02-23 12:41:31,24.492685619287155,25.133844022249026,23.734473966658463,23.385139994688657,22.803194555939417,22.77972412109375,23.236583814162806,22.830124785584463,,,
2021-02-23 12:41:32,24.494600843104525,25.13590417071155,23.734535102304594,23.385221658256516,22.806941508229915,22.777969360351562,23.236645557845844,22.83018568535584,,,
2021-02-23 12:41:33,24.489130963882122,25.130020386702572,23.727229392591912,23.38922317308159,22.803316905401964,22.783538818359375,23.22926718772298,22.833931021295516,,,
2021-02-23 12:41:34,24.492838837192547,25.137964319174078,23.730897531359787,23.38922317308159,22.80701797664401,22.77618408203125,23.23300268054669,22.826592598844606,,,
2021-02-23 12:41:35,24.50056101962417,25.142282390351536,23.734932484004446,23.389549827353026,22.807323850300374,22.780181884765625,23.24078238460929,22.83058153386979,,,
2021-02-23 12:41:36,24.500377158137702,25.142117578474533,23.734749077066052,23.397258868158882,22.81454246859064,22.780029296875,23.236861660736473,22.83039883455566,,,
2021-02-23 12:41:37,24.50056101962417,25.142282390351536,23.731233777413507,23.393502344037383,22.81099433417678,22.79119873046875,23.24822249841519,22.8379199563207,,,
2021-02-23 12:41:38,24.507915479082858,25.14627083777499,23.734932484004446,23.39745486072174,22.807323850300374,22.78753662109375,23.24822249841519,22.83426597003809,,,
2021-02-23 12:41:39,24.504391467258905,25.14244720222854,23.742452168478582,23.401538039114676,22.822219897365457,22.784027099609375,23.25208147860497,22.838072205749143,,,
2021-02-23 12:41:40,24.500714237529557,25.138491717180486,23.7276879099379,23.385793303231527,22.807507374494197,22.784027099609375,23.24093674381688,22.834387769580843,,,
2021-02-23 12:41:41,24.497282156448836,25.136810636035065,23.73167701084796,23.388063550417996,22.804081589542882,22.776947021484375,23.237479097566837,22.827353845986817,,,
2021-02-23 12:41:42,24.504851120975072,25.13898615281149,23.73184513387482,23.390203135895895,22.80793559761311,22.79180908203125,23.237664328615946,22.834874967751855,,,
2021-02-23 12:41:43,24.486526259490503,25.139150964688493,23.72829926639921,23.386446611774396,22.815460089559743,22.77728271484375,23.226643081193927,22.824004358561087,,,
2021-02-23 12:41:44,24.50144968347543,25.139282814190096,23.73212024428241,23.390529790167328,22.808241471269476,22.781097412109375,23.24167766801332,22.83514901672305,,,
