t,Tin,Tin_amb,Tout,T4,T5,T6,T7,T8,note,Tset,duty
2022-01-17 11:37:59,20.590106964111328,21.066206528375123,20.575607636742077,22.349448660791133,22.6058770468511,21.600199902883986,20.994157306317334,20.586430671018668,Started logging,0.0,0.0
2022-01-17 11:38:01,20.586429595947266,21.07365050116121,20.58662097977201,22.353143127534835,22.61382509961953,21.603887146541275,20.99809553187732,20.590118360288244,PID is off,,
2022-01-17 11:38:01,20.590373992919922,21.066476656988407,20.57954328446731,22.353411258869265,22.62205951302425,21.61152337084085,21.010196031044774,20.590385999737567,PID is off,,
2022-01-17 11:38:03,20.597732543945312,21.07764261616754,20.594229644958407,22.349716792125566,22.633981592176898,21.61152337084085,21.00625780548479,20.58669831046799,,,
2022-01-17 11:38:03,20.590373992919922,21.073920629774495,20.59789885618386,22.353411258869265,22.645903671329542,21.607838037672504,21.01413221501556,20.59776137827672,,,
2022-01-17 11:38:05,20.586694717407227,21.073920629774495,20.59789885618386,22.346022325381863,22.653853784246433,21.60415270450416,21.010196031044774,20.594073689007143,Tset updated to 50.0,50.0,
2022-01-17 11:38:05,20.59050750732422,21.07405569408114,20.594360960090437,22.357241706504,22.657972021023028,21.600603016050666,21.022153618968478,20.594207508731802,Tset updated to 50.0,50.0,
2022-01-17 11:38:06,20.598039627075195,21.077953264072818,20.60554748684522,22.357414076647565,22.666105487153082,21.6081456263921,21.02233736199616,20.58700609583471,,,
2022-01-17 11:38:07,20.58332061767578,21.077953264072818,20.60921669807068,22.350023227936344,22.6700795135373,21.611829049071506,21.026275587556142,20.59438147437386,,,
2022-01-17 11:38:08,20.594358444213867,21.077953264072818,20.60921669807068,22.350023227936344,22.681999532541482,21.6081456263921,21.030213813116127,20.590691873393933,,,
2022-01-17 11:38:09,20.590681076049805,21.081675250465864,20.60921669807068,22.353717694680046,22.689949645458373,21.6081456263921,21.030213813116127,20.58700609583471,,,
2022-01-17 11:38:10,20.5908145904541,21.074366341986416,20.613022933781732,22.36124260905848,22.694067882234965,21.615650026954707,21.034294949919865,20.58345031457944,,,
2022-01-17 11:38:11,20.590946197509766,21.081943449589055,20.60948313457045,22.353985826014476,22.702158085247312,21.608413094843925,21.034437861163617,20.590959512843256,,,
2022-01-17 11:38:12,20.58726692199707,21.081943449589055,20.613156152031618,22.353985826014476,22.70613417177999,21.608413094843925,21.038376086723602,20.5835841343041,Duty manually set to 20.0,50.0,20.0
2022-01-17 11:38:12,20.58726692199707,21.081943449589055,20.613156152031618,22.353985826014476,22.70613417177999,21.608413094843925,21.038376086723602,20.5835841343041,Heater started,50.0,20.0
2022-01-17 11:38:13,20.583587646484375,21.074499476802963,20.61682726637493,22.350291359270777,22.718056250932634,21.60472585118664,21.042314312283583,20.5835841343041,,50.0,20.0
2022-01-17 11:38:14,20.583721160888672,21.0746364705997,20.620631598968124,22.35411989168169,22.71820046132501,21.608546829069837,21.04639544908732,20.591093332567915,,50.0,20.0
2022-01-17 11:38:15,20.587400436401367,21.08208044338579,20.620631598968124,22.34303649145059,22.726148514093442,21.60485958541255,21.03458077240737,20.587407555008692,,50.0,20.0
2022-01-17 11:38:16,20.591232299804688,21.08223480259338,20.620783848396567,22.35057864284338,22.730287352354658,21.612385001353513,21.046558776223037,20.5912462693961,,50.0,20.0
2022-01-17 11:38:17,20.59497833251953,21.080440376805132,20.61901394879093,22.3543411000326,22.73433245386083,21.612450913222,21.050568457404896,20.580251067304875,,50.0,20.0
2022-01-17 11:38:18,20.591365814208984,21.08236793740993,20.617244049185288,22.347018241766897,22.738377555367002,21.601460825585445,21.050639913026775,20.576629332042454,,50.0,20.0
