t,T4,T5,T6,T7,T8,Tin,Tin_amb,Tout,note,duty
2021-02-24 11:27:33,24.679979186835112,25.40288293026738,23.987636677287778,23.65962757897518,22.743059795097636,22.922088623046875,23.39551205429879,22.887735969306963,Started logging,0.0
2021-02-24 11:27:36,24.680163048321578,25.403080704519784,23.987789516403108,23.661783497166645,22.752450116348108,22.918594360351562,23.40312196323304,22.895272316014847,,
2021-02-24 11:27:36,24.69125602467177,25.414980122039342,23.987789516403108,23.667695939479614,22.7653579846468,22.92596435546875,23.403106527312282,22.906249499805522,,
2021-02-24 11:27:38,24.676455175011156,25.39909225709633,23.976754532276424,23.65587105485368,22.77272953976525,22.922271728515625,23.403106527312282,22.8989415272403,,
2021-02-24 11:27:38,24.676608392916545,25.403212554021387,23.980575510159625,23.667826601188185,22.78025403171188,22.918731689453125,23.403260886519874,22.902717313065665,,
2021-02-24 11:27:40,24.68767072568566,25.411156486492892,23.984274216750563,23.667826601188185,22.79499714194878,22.922393798828125,23.410701000325773,22.913740171684875,,
2021-02-24 11:27:40,24.683993495956315,25.40716803906944,23.984274216750563,23.663906749930973,22.798667625825185,22.92974853515625,23.406965507502065,22.917424607853174,,
2021-02-24 11:27:41,24.68043884055128,25.40733285094644,23.980728349274955,23.66407007706669,22.80252163389541,22.929931640625,23.407119866709653,22.917576857281617,,
2021-02-24 11:27:42,24.673053737511513,25.40733285094644,23.984396488042826,23.66011756038233,22.80989318901386,22.91888427734375,23.414590852357072,22.917576857281617,,
2021-02-24 11:27:43,24.676761610821934,25.40733285094644,23.977029642684016,23.66011756038233,22.80252163389541,22.91522216796875,23.407119866709653,22.921230843564228,,
2021-02-24 11:27:44,24.684146713861704,25.40733285094644,23.977029642684016,23.667989928323905,22.82096581537435,22.926239013671875,23.418295473339263,22.924915279732527,,
2021-02-24 11:27:45,24.687977161496438,25.415441595294947,23.98088118839028,23.664233404202406,22.824819823444578,22.9263916015625,23.418449832546855,22.93240595161188,,
2021-02-24 11:27:46,24.68059205845667,25.415441595294947,23.9956148791079,23.67994547465841,22.83216079119739,22.922698974609375,23.414745211564664,22.93609038778018,,
2021-02-24 11:27:47,24.684299931767093,25.4194300427184,23.98824803374909,23.676025623401195,22.84323341755788,22.922698974609375,23.418449832546855,22.93609038778018,,
2021-02-24 11:27:48,24.67339081690337,25.41563936954735,23.973667182146798,23.67230176470684,22.847087425628104,22.922882080078125,23.418635063595964,22.93627308709431,,
2021-02-24 11:27:49,24.680775919943137,25.411650922123897,23.981034027505608,23.676221615964057,22.858160051988598,22.922882080078125,23.418635063595964,22.93627308709431,,
2021-02-24 11:27:50,24.673513391227683,25.4118157340009,23.97748816003,23.672432426415416,22.84724036245629,22.923004150390625,23.422463171944226,22.940048872919675,,
2021-02-24 11:27:51,24.677221264538105,25.415771219048953,23.973820021262128,23.664560058473842,22.85831298881678,22.923004150390625,23.422463171944226,22.940048872919675,,
2021-02-24 11:27:52,24.67544393683559,25.413875882463426,23.97573051020373,23.670537831641095,22.865730424983685,22.919418334960938,23.416967984153978,22.941967215718044,,
2021-02-24 11:27:53,24.677374482443494,25.415936030925955,23.970274153786516,23.668643236866775,22.86950796463982,22.91949462890625,23.42261753115182,22.943885558516417,,
2021-02-24 11:27:54,24.66275749426935,25.408156910331453,23.970426992901846,23.66880656400249,22.873361972710043,22.91229248046875,23.41906726937722,22.94035337177656,,
2021-02-24 11:27:55,24.673666609133072,25.40799209845445,23.970274153786516,23.672595753551132,22.88058059100031,22.91583251953125,23.42261753115182,22.951223980967328,,
2021-02-24 11:27:56,24.67011195372804,25.412145357754905,23.977793838260656,23.676678931944064,22.891806154188984,22.923309326171875,23.426507383183118,22.94769179422747,,
